id,scene,question,answer,evidence,qa_type
13,13、INT. ALICE'S HOUSE - 3 WEEKS LATER - HBO PROMO FOR 'HIGH EB,What advice does Mickey O'Keefe give Micky regarding the movie?,"It's bettah for ya if ya don't see it, Micky, it's just gonna make ya feel bad.","MICKEY O'KEEFE: It's bettah for ya if ya don't see it, Micky, it's just gonna make ya feel bad.",dialogue/beliefs
14,18、EXT. CRACK STREET - CONTINUOUS,"In [18、EXT. CRACK STREET - CONTINUOUS], What is Dicky's physical condition when he approaches the crack house?",He is limping.,Dicky limps toward them,character states
15,"12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT",When is the press conference scheduled?,Five days before the fight,"ALICE: Yeah, five days before the fight --",temporal references
16,11、INT. BUSINESSMAN'S VOLVO STATION WAGON - NIGHT,Why does the businessman plead to God?,He is nervous and has a family he supports.,"Please, God, I never did this before, I have two kids, a wife and I support my mother and my aunt.",causal/relational queries
17,7、INT. CRACK HOUSE IN LOWELL - DAY,"In [7、INT. CRACK HOUSE IN LOWELL - DAY], Where is Dicky smoking crack?",In the crack house's kitchen,CRACK HOUSE - KITCHEN - DAY,scene localization
18,2、EXT. MICKY'S APARTMENT ABOVE GARAGE - MORNING - LATER IN THIB,"In [2、EXT. MICKY'S APARTMENT ABOVE GARAGE - MORNING - LATER IN THIB], What is Alice's emotional state early in the morning?",Excited,"Both smiling, excited about the day, the fight.",character states
19,4、INT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT,Why is Micky asleep according to the passage?,The passage does not state why Micky is asleep.,"Charlene sit watches, looks at Micky asleep with his head back, mouth open.",causal/relational queries
20,1、EXT. BEAUTIFUL HOUSE - FRONT DOOR - DAY | 2、EXT. MICKY'S APARTMENT ABOVE GARAGE - MORNING - LATER IN THIB | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY | 18、EXT. CRACK STREET - CONTINUOUS,What does Micky say about Dicky before the fight?,Micky says that Dicky taught him everything and that he cannot do it without him.,"Micky looks down, says Dicky taught him everything, that he can’t do it without him.",character states
21,"11、INT. BUSINESSMAN'S VOLVO STATION WAGON - NIGHT | 12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT",What does Dicky express fear about after being told his arrest will end his involvement in the documentary?,"Dicky expresses fear about the collapse of his comeback, worries about his son, and feels abandoned, especially knowing that Micky was released while he remains detained.","Dicky reacts with distress, expressing fear about the collapse of his comeback, worrying about his son, and feeling abandoned, especially knowing that Micky was released while he remains detained.",character states
22,5、EXT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY | 18、EXT. CRACK STREET - CONTINUOUS,What does Micky state about why he came to Lexington?,Micky states that he came to Lexington because he did not want to be seen in Lowell.,He tells her he came to Lexington because he didn’t want to be seen in Lowell.,character states
23,"2、EXT. MICKY'S APARTMENT ABOVE GARAGE - MORNING - LATER IN THIB | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY | 12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT",What does Micky state about Dicky's role in his career after Dicky expresses hope to work with him again?,Micky states that he has made a promise not to let Dicky manage him anymore.,Dicky follows and expresses hope that they can work together again. Micky tells him he has made a promise not to let Dicky manage him anymore.,character states
24,18、EXT. CRACK STREET - CONTINUOUS,What does Dicky state about his fight with Sugar Ray Leonard when Charlene mocks him?,Dicky states that he went ten rounds with Sugar Ray Leonard and questions what Charlene has ever done.,"Dicky snaps back, saying he went ten rounds with Leonard and questions what she’s ever done.",character states
25,2、EXT. MICKY'S APARTMENT ABOVE GARAGE - MORNING - LATER IN THIB | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY | 18、EXT. CRACK STREET - CONTINUOUS,What does Dicky state about his willingness to stop using drugs?,Dicky states that he is willing to quit using drugs if it means Charlene will come back for Micky's sake.,"Dicky insists he’ll quit, saying Micky has a chance to do something he never did.",character states
26,"3、EXT. ALICE & GEORGE WARD'S HOUSE - LIMOUSINE (PARKED) - | 5、EXT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT | 18、EXT. CRACK STREET - CONTINUOUS",Why does Dicky confront Charlene at her apartment?,"Dicky confronts Charlene at her apartment to convince her to stay with Micky and support his boxing career, offering to quit using drugs if she agrees.","Dicky tells her he’ll quit using if it means she’ll stay with Micky, and urges her to support Micky without causing trouble, which leads to her agreeing to be in his corner.",causal/relational queries
27,5、EXT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY | 17、INT. GYM - CONTINUOUS,What does Alice state about Micky's reaction to the new fight announcement?,Alice states that Micky should be more excited about the new fight.,Alice immediately questions why he isn't more excited.,character states
28,"12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT",What does Dicky express fear about after being told his arrest will end his involvement in the documentary?,"Dicky expresses fear about the collapse of his comeback, worries about his son, and feels abandoned, especially knowing that Micky was released while he remains detained.","Dicky reacts with distress, expressing fear about the collapse of his comeback, worrying about his son, and feeling abandoned, especially knowing that Micky was released while he remains detained.",character states
29,"12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT | 13、INT. ALICE'S HOUSE - 3 WEEKS LATER - HBO PROMO FOR 'HIGH EB | 14、INT. TRAP, 1ST FLOOR - B.H.C. - NIGHT",What does Dicky do after he is told to leave the processing area?,Dicky walks back through a dimly lit corridor and then enters a dark kitchen where he kneels on the floor and bows his head.,"After a corrections officer tells him to leave the processing area, Dicky walks back through the dimly lit second-floor corridor. He enters a dark kitchen, sinks to his knees on the cold cement floor, and bows his head in silence.",character states
30,9、EXT. ABANDONED LOWELL CRACK CORNER - NIGHT | 11、INT. BUSINESSMAN'S VOLVO STATION WAGON - NIGHT,What happens immediately after Dicky takes the cash from the businessman?,"Dicky tells Karen to take half of the cash and buy them some rocks, orders the businessman to walk to the sidewalk, and says they are taking the vehicle.","Dicky takes the cash from the businessman’s pockets and tells Karen to take half and buy them some rocks. He orders the businessman to walk to the sidewalk, saying they’re taking the vehicle.",temporal references
31,4、INT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 5、EXT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY,Why does Micky go to Lexington instead of staying in Lowell?,"Micky goes to Lexington because he does not want to be seen in Lowell after losing the fight, as he had promised his family and Kasie he would win and improve his life.","Micky says he came to Lexington because he didn’t want to be seen in Lowell, explaining that he told everyone he’d win the fight and get back on track, and promised Kasie they’d get a bigger place so she could move in.",causal/relational queries
32,3、EXT. ALICE & GEORGE WARD'S HOUSE - LIMOUSINE (PARKED) - | 5、EXT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 15、EXT. MICKY'S 2ND FLOOR APT. PORCH - CONTINUOUS,What does Micky state he wants to do after mentioning the man from the cab company?,Micky states he wants to meet the man from the cab company that George mentioned.,Micky stops on the stairs and says he wants to meet the man from the cab company that George mentioned.,character states
33,"11、INT. BUSINESSMAN'S VOLVO STATION WAGON - NIGHT | 12、INT. OLYMPIA RESTAURANT - DOWNTOWN, LOWELL - NIGHT",What does Micky do when he sees Dicky being arrested?,"Micky pushes through the onlookers and grabs one of the officers, trying to pull him off Dicky.","Micky, arriving moments later, pushes through the onlookers and grabs one of the officers, trying to pull him off Dicky.",character states
34,4、INT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 5、EXT. LEXINGTON ART-HOUSE MOVIE THEATER - NIGHT | 16、EXT. LOWELL STREET NEARY MICKY'S - DAY | 17、INT. GYM - CONTINUOUS | 18、EXT. CRACK STREET - CONTINUOUS,Why does Charlene initially refuse to answer the door when Alice and her daughters arrive?,Charlene refuses to answer the door because she does not want to hide from Micky's family.,"She refuses, saying she won’t hide from his family.",causal/relational queries
