id,scene,question,answer,evidence,qa_type
29,37、INT. MUSIC ROOM - DAY,What does Guadalupe do when she hands over the violin?,She sighs and hands Roberta the violin.,"Guadalupe sighs, then hands Roberta the violin.",detailed description
30,30、INT. MUSIC ROOM - DAY,"In [30、INT. MUSIC ROOM - DAY], Which child is holding the violin in the wrong hand?",Guadalupe,Roberta sees Guadalupe struggling. ROBERTA Guadalupe! You've got the violin in the wrong hand!,objects/props
31,46、INT. JANET WILLIAMS' OFFICE - DAY,Why is Mrs. Lamb critical of Roberta's approach?,Because Roberta shouts at the children all the time.,MRS. LAMB: 'You're shouting at them. All the time.',causal/relational queries
32,5、INT. GUASPARI HALLWAY - CONTINUOUS,What does Assunta say about Charles?,He's a big jerk.,"ASSUNTA
Because Charles is a big jerk.",dialogue/beliefs
33,21、INT. BRIAN'S BATHROOM - DAY | 49、INT. ROBERTA'S APARTMENT - LIVING ROOM - NIGHT,What does Roberta express about her feelings regarding the move and Brian's departure?,"Roberta expresses uncertainty and distress about the move, feeling unsettled and unsure about basic things like where to buy groceries, and she appears hurt and frightened by Brian's departure.","Roberta says they’ve just arrived, things feel unsettled, and she doesn’t even know where to buy groceries; she remains looking hurt and afraid after Brian leaves.",character states
34,22、INT. MUSIC ROOM - DAY | 28、INT. CLASSROOM - DAY | 29、EXT. SCHOOL YARD - DAY,What does Roberta state about the agreement among teachers regarding student interventions?,Roberta states that she thought all the teachers had agreed on the student interventions.,Roberta mentions that she thought all the teachers had agreed on the student interventions.,character states
35,13、INT. AREA OUTSIDE JANET WILLIAMS' OFFICE - THE NEXT DAY | 4、INT. GUASPARI LIVING ROOM - DAY,What does Roberta state about her sons when she enters the room?,"Roberta states that she wants Janet to meet her sons, Nick and Lexi.","Roberta says, 'I'm sorry to interrupt, but I wanted you to meet my sons -- Nick, Lexi.'",character states
36,15、INT. MUSIC ROOM - DAY | 16、INT. MUSIC ROOM - LATER | 25、INT. MUSIC ROOM - DAY | 42、EXT. SCHOOL YARD - DAY,What reason does De Sean give for wanting to be kicked out of the violin class?,De Sean says he wants to be kicked out because he does not want to learn the violin and believes it is for wimps.,"De Sean raises his hand when asked if anyone else wants to be kicked out, and he states that he doesn’t want to learn the violin and thinks it’s for wimps.",character states
37,23、INT. DENNIS' MUSIC CLASSROOM - DAY | 28、INT. CLASSROOM - DAY | 26、EXT. SCHOOL YARD - DAY,What does Roberta state when Dennis tells her he cannot deal with the issue of the missing students because he is teaching?,Roberta states that she is also teaching.,"Roberta responds, 'So am I,' and leaves the room.",character states
38,16、INT. MUSIC ROOM - LATER | 25、INT. MUSIC ROOM - DAY | 42、EXT. SCHOOL YARD - DAY,What does Roberta state will happen if the students do not listen to her during the violin lesson?,"Roberta states that if the students do not listen to her, they will sound so bad that their parents will feel sick and might even throw up.","She adds, 'But if you don't listen to me, you'll sound so bad that your own parents will feel sick when they hear you. They might even throw up.'",character states
39,"21、INT. BRIAN'S BATHROOM - DAY | 33、INT. BRIAN'S HOTEL ROOM, TEXAS - NIGHT | 5、INT. GUASPARI HALLWAY - CONTINUOUS",What does Brian state about Roberta's situation when he reassures her before leaving?,"Brian states that Roberta will be fine because she has a job, a place to stay, the kids have a school, and there is a D'Agostino's around the corner.","He reassures her that she’ll be fine, reminding her she has a job, a place to stay, and the kids have a school. He adds that there’s a D'Agostino's around the corner.",character states
40,14、INT. JANET'S OFFICE - CONTINUOUS | 46、INT. JANET WILLIAMS' OFFICE - DAY | 45、INT. MUSIC ROOM - DAY | 47、INT. MUSIC ROOM - DAY,What does Roberta say after the students react to her compliment on their performance?,"Roberta says she takes back her compliment and tells the students they all stunk, but adds that they shouldn't tell their parents she said so.","Roberta pauses, then says, 'Well, then -- I take it back. You all stunk.' The students burst out laughing. Roberta adds, 'But don't tell your parents I said so,' and they laugh again.",character states
41,14、INT. JANET'S OFFICE - CONTINUOUS | 46、INT. JANET WILLIAMS' OFFICE - DAY | 47、INT. MUSIC ROOM - DAY,What does Roberta state about the students' playing after they perform 'Go Tell Aunt Rhody'?,"Roberta states that the students' playing was not too bad, but later takes it back and says they all stunk.","She said the playing was pretty good, then corrected herself, calling it not too bad... Roberta pauses, then said she took it back — they all stunk.",character states
42,37、INT. MUSIC ROOM - DAY,What does Roberta say about Itzhak Perlman when Guadalupe expresses her frustration with learning the violin?,"Roberta says that Itzhak Perlman is one of the greatest violinists in the world who walks with canes and must sit down to play, but still plays beautifully, and that she would tell him the same thing she is telling Guadalupe: not to quit just because it's hard.","Roberta explains that he is one of the greatest violinists in the world and that he walks with canes but still plays beautifully. Guadalupe asks if he sits down when he plays, and Roberta confirms he has to. Roberta adds that she’d tell him the same thing she’s telling Guadalupe: not to quit just because it’s hard.",character states
43,14、INT. JANET'S OFFICE - CONTINUOUS | 46、INT. JANET WILLIAMS' OFFICE - DAY | 45、INT. MUSIC ROOM - DAY,What does Roberta say about Lucy's performance of the jazz variation of 'Twinkle Twinkle Little Star'?,Roberta praises Lucy for creating the jazz variation and encourages the class to play it.,"Roberta smiles, asks if someone taught it to her, and Lucy says she made it up. Roberta praises her and tells the whole class to try playing Lucy’s version.",character states
44,28、INT. CLASSROOM - DAY | 25、INT. MUSIC ROOM - DAY,What does Alice state about the timing of Roberta's arrival for the violin lesson?,Alice states that Roberta's arrival is not her problem because the students are already in the middle of a lesson.,Alice replies that they are already in a lesson and says that the timing is not her problem.,character states
45,41、INT. MUSIC ROOM - DAY | 45、INT. MUSIC ROOM - DAY,What does Roberta say about Lucy's jazz variation of the song?,Roberta says that Lucy's jazz variation is really great and that she is proud of her.,"Roberta says, 'That's really great, Lucy. I'm proud of you.'",character states
46,46、INT. JANET WILLIAMS' OFFICE - DAY | 45、INT. MUSIC ROOM - DAY | 47、INT. MUSIC ROOM - DAY,What does Roberta state about the students' performance after they play 'Go Tell Aunt Rhody'?,"Roberta states that the students' performance was not too bad, but later takes it back and says they all stunk.","Roberta listens as the students finish playing 'Go Tell Aunt Rhody.' She tells them it wasn't too bad... Roberta pauses, then says, 'Well, then -- I take it back. You all stunk.'",character states
47,40、INT. ROBERTA'S NEW APARTMENT - LIVING ROOM - NIGHT | 48、INT. KENNEDY AIRPORT - DEPARTURE GATE - DAY,What does Nick state about his father's presence during his birthday?,"Nick states that if his father loved him and Lexi, he should be able to live with them.",Nick wants to know why his father can’t live there if he loves them.,character states
