id,scene,question,answer,evidence,qa_type
13,46、EXT. KING SWIMMING POOL - DAY,What does Alexandra believe about Scottie's behavior?,That spending more time with her would prevent her from acting like a spaz.,"Maybe if you spent more time with her, she wouldn't act like such a complete spaz.",dialogue/beliefs
14,60、EXT. BRIAN SPEER'S BLOCK - KAHALA - DAY,How do the characters react to the plumbing truck?,They reflexively crouch down before catching themselves.,A PLUMBING TRUCK drives up the road. The three of them reflexively crouch down before catching themselves.,detailed description
15,39、INT. DORM SUPERVISOR'S ROOM HALLWAY - NIGHT,What caused Matt to arrive at the dormitory?,He needed to pick up his daughter Alexandra.,"I've come to pick up my daughter, Alexandra.",causal/relational queries
16,31、EXT. OCEAN OUTRIGGER BEACH - DAY,What prompts Matt to suggest getting something to eat?,Scottie's statement about being hungry,SCOTTIE: I'm hungry! MATT: What else is new? Let's get you something to eat.,causal/relational queries
17,35、INT. AIRPLANE - DAY,What does Matt say about finding his daughter on a different island?,It feels natural to find a daughter of mine on a different island.,Somehow it feels natural to find a daughter of mine on a different island.,dialogue/beliefs
18,7、EXT. ELEMENTARY SCHOOL - DAY,What causes Matt to disagree with Scottie's art project?,He believes their mother's condition is private.,you don't share personal stuff like that with strangers. What's going on with Mom is private,causal/relational queries
19,9、INT. HOSPITAL HALLWAY - DAY,"In [9、INT. HOSPITAL HALLWAY - DAY], What is Matt's role in the family's land decision?",He is the sole trustee and controlling trustee.,"I'm the sole trustee, the controlling trustee, so I hold all the cards.",character states
20,16、INT. KING HOUSE - DAY,How does Matt react after the conversation with Barb?,Draws a long exasperated breath,"Matt draws a long exasperated breath, as if everything else weren't enough already.",detailed description
21,2、EXT. HONOLULU - DAY,"In [2、EXT. HONOLULU - DAY], What behavioral state does Matt describe regarding surfing?",Hasn't been on a surfboard in fifteen years,Matt's statement about not having surfed in fifteen years,character states
22,54、EXT. KING SWIMMING POOL - DAY,What specific action does Sid take when shaking hands with Matt?,Pulls Matt into a man-hug and thumps him on the back,Sid pulls Matt into a man-hug and thumps him on the back,detailed description
23,11、INT. HOSPITAL STAIRWAY - DAY,What action does Matt take when he forgoes the elevator?,"Trudges upstairs, possibly to squeeze in exercise.",Forgoing the elevator -- perhaps to squeeze in a little exercise -- Matt trudges upstairs.,detailed description
24,41、EXT. SOCCER FIELD - NIGHT,What does Alexandra exclaim after hearing about her mother?,Fuck Mom!,ALEXANDRA Fuck Mom!,dialogue/beliefs
25,41、EXT. SOCCER FIELD - NIGHT,What does Alexandra say when she sees her father?,My fucking dad is here!,"ALEXANDRA (laughing, to Emily) My fucking dad is here!",dialogue/beliefs
26,13、INT. HOSPITAL ROOM - CONTINUOUS,Why does Matt take Scottie's phone?,Because she was lying and texting excessively.,"MATT: Jesus Christ, enough with the goddamn texting! Give me that phone! ... Scottie fights him as he snatches her phone away.",causal/relational queries
27,17、INT. MATT'S CAR - DAY | 7、EXT. ELEMENTARY SCHOOL - DAY | 13、INT. HOSPITAL ROOM - CONTINUOUS,What does Matt state about his ability to handle the situation without Elizabeth?,Matt states that he cannot handle the situation alone without Elizabeth.,"Matt says, 'I can't do this alone,' when speaking to Elizabeth, expressing his emotional need for her to wake up.",character states
28,3、INT. HOSPITAL ROOM - DAY | 11、INT. HOSPITAL STAIRWAY - DAY | 13、INT. HOSPITAL ROOM - CONTINUOUS,What does Matt express about his ability to handle the situation without Elizabeth?,Matt expresses that he cannot handle the situation without Elizabeth.,"He says, 'I need you. I can't do this alone,' indicating his emotional dependence on her and his struggle to cope.",character states
29,8、INT. HOSPITAL ROOM - DAY | 46、EXT. KING SWIMMING POOL - DAY,What does Matt state about the effect of sugar on Scottie?,Matt states that sugar makes Scottie cranky.,Matt says the sugar makes her cranky.,character states
30,46、EXT. KING SWIMMING POOL - DAY | 7、EXT. ELEMENTARY SCHOOL - DAY | 13、INT. HOSPITAL ROOM - CONTINUOUS,What does Matt state about his ability to handle the situation with Scottie?,Matt states that he does not know how to handle Scottie.,"Matt responds that he brought her there to help, admitting he doesn't know how to handle Scottie.",character states
31,46、EXT. KING SWIMMING POOL - DAY | 47、INT. LIVING ROOM - DAY | 48、EXT. KING HOUSE - DAY,Why does Matt leave abruptly after talking with Alexandra in the pool?,Matt leaves abruptly because he becomes visibly unsettled after learning from Alexandra about her mother's affair and the confrontation that followed.,"After hearing Alexandra describe seeing her mother with another man and learning about the confrontation that followed, Matt stands up abruptly. He paces in a small circle, visibly unsettled, then stops. Without saying more, he tells Alexandra to watch Scottie and walks away.",causal/relational queries
32,3、INT. HOSPITAL ROOM - DAY | 5、INT. HOSPITAL ROOM - DAY | 13、INT. HOSPITAL ROOM - CONTINUOUS,What does Matt state about his belief regarding his wife's condition?,Matt states that he believes his wife will recover from her condition.,He insists to himself that she will pull through.,character states
33,8、INT. HOSPITAL ROOM - DAY | 46、EXT. KING SWIMMING POOL - DAY | 41、EXT. SOCCER FIELD - NIGHT,What does Matt state about the reason Scottie should talk to Elizabeth?,"Matt states that speaking might help Elizabeth or at least help Scottie, because people in a coma can sometimes hear.","He reminds her that people in a coma can sometimes hear, and that speaking might help Elizabeth or at least help Scottie.",character states
34,43、INT. KING HOUSE - NIGHT | 44、INT. ALEXANDRA'S ROOM - CONTINUOUS | 45、INT. KING KITCHEN - DAY,What does Scottie state about the scrambled eggs Matt prepared?,Scottie states that they do not like eggs and thought the eggs were meant for Matt.,Scottie looks at the food and says they don’t like eggs. Scottie replies that they thought the eggs were meant for Matt.,character states
35,46、EXT. KING SWIMMING POOL - DAY,Why does Alexandra suggest that Matt take Scottie camping on Kaua'i?,"Alexandra suggests that Matt take Scottie camping on Kaua'i because she believes spending more time together will help address Scottie's behavioral issues, as it was a method her own mother used when she was acting out.","Alexandra tells Matt that he should spend more time with Scottie and suggests he take her camping on Kaua'i, saying that’s what her mother used to do when she was acting out.",causal/relational queries
36,46、EXT. KING SWIMMING POOL - DAY | 47、INT. LIVING ROOM - DAY,What does Alexandra state about her mother's behavior during the confrontation at Christmas?,"Alexandra states that when she confronted her mother about the affair, her mother first pretended not to understand and then became angry and denied everything.","She describes how she confronted her mother, who first pretended not to understand, then became angry and denied everything.",character states
37,7、EXT. ELEMENTARY SCHOOL - DAY | 20、INT. LANI'S HOUSE - CONTINUOUS,What does Scottie state about her identity in relation to photography?,Scottie states that she is a real photographer.,Scottie says she’s a real photographer and explains that she saw a famous photographer do the same thing—taking pictures of her mother while she was sick—and that the images became art.,character states
38,41、EXT. SOCCER FIELD - NIGHT | 47、INT. LIVING ROOM - DAY | 48、EXT. KING HOUSE - DAY,What does Matt state about why Alexandra needs to come home?,Matt states that Alexandra needs to come see her mother.,"When Matt says Alexandra needs to come see her mother, Alexandra strides forward and hurls her golf club into the darkness, shouting a curse.",character states
39,47、INT. LIVING ROOM - DAY | 48、EXT. KING HOUSE - DAY,What does Matt do immediately after he stops pacing following Alexandra's revelation about her mother?,He tells Alexandra to watch Scottie and walks away.,"Without speaking, he tells Alexandra to watch Scottie and walks away.",temporal references
40,45、INT. KING KITCHEN - DAY | 46、EXT. KING SWIMMING POOL - DAY | 47、INT. LIVING ROOM - DAY | 48、EXT. KING HOUSE - DAY,When does Matt run down the street in relation to learning about the affair?,Matt runs down the street after learning about the affair.,"After hearing Alexandra describe seeing her mother with another man and learning about the confrontation that followed, Matt stands up abruptly... Without saying more, he tells Alexandra to watch Scottie and walks away. Matt bursts out of his house and sprints down the street.",temporal references
41,32、EXT. OCEAN OUTRIGGER RESTAURANT - DAY | 13、INT. HOSPITAL ROOM - CONTINUOUS,Why does Scottie leave the room in the second instance?,Scottie leaves the room after Matt takes her phone and says they can go.,"Matt grabs Scottie's phone after a struggle. He tells her they can go, and Scottie immediately gets up from the sofa. Then Scottie runs out the door.",causal/relational queries
