id,scene,question,answer,evidence,qa_type
52,28 EXT. FLIGHT DECK,What happens after the LSO calls for a wave-off during Cougar's approach?,"The Tomcat's afterburners ignite, but the aircraft continues to descend tail-low toward the deck, prompting the LSOs to run and jump into safety nets as the plane approaches uncontrollably.","The afterburners ignite, but the Tomcat continues to sink tail-low toward the deck. On the flight deck, the LSOs turn, run, and leap over the side just as the plane descends toward the ship, their bodies vanishing into the dark before being caught in the safety nets below.",temporal references
53,12 EXT. SKY | 14 EXT. COUGAR'S F-14 | 27 DARK TURBULENT CLOUDS | 30 INT. MAVERICK'S PLANE,What does Wizard do immediately after making a sign of the cross during the landing approach?,Wizard grabs his balls before returning his hands to the controls.,"Wizard quickly makes a sign of the cross, then reaches down and grabs his balls. His hands return to the controls as the aircraft continues its descent.",character states
54,28A THE PLANE | 28C FLIGHT DECK | 35 PASSAGEWAY | 36 STINGER'S OFFICE - DOORWAY,What does Stinger state about Maverick's flying skills and behavior?,Stinger states that Maverick has exceptional flying skills but criticizes his disregard for orders.,He acknowledges Maverick’s exceptional flying skills but criticizes his disregard for orders.,character states
55,35 PASSAGEWAY | 36 STINGER'S OFFICE - DOORWAY,What does Stinger state about Maverick's flying skills and discipline?,"Stinger states that Maverick has exceptional flying skills but shows a disregard for orders, and that sending him to Top Gun will teach him discipline by facing pilots who may surpass him.",He acknowledges Maverick’s exceptional flying skills but criticizes his disregard for orders. Stinger states that sending Maverick to Top Gun is an opportunity for him to face pilots who may surpass him and learn the value of discipline.,character states
56,28A THE PLANE | 28C FLIGHT DECK | 35 PASSAGEWAY,Why does Goose retrieve the snapshot from the cockpit after the emergency landing?,Goose retrieves the snapshot to take Cougar's photo of his wife and child from the cockpit after the emergency landing.,"After the aircraft made an emergency landing, Cougar was helped out by ground personnel. Goose pulled away from the scene, reached back into the cockpit, and took Cougar's snapshot of his wife and child.",causal/relational queries
57,16 INT. MIG | 13 EXT. - MAVERICK'S F-14 | 16 INT. MIG,When does Maverick first notice the MiG pilot after breaking out of the cloud?,"Maverick first notices the MiG pilot after scanning the sky and sensing a presence, then looking up and behind him.","After breaking out of the cloud, Maverick scans the sky frantically and rolls the aircraft while searching; he then senses a presence and looks up and behind to see the MiG pilot sliding into position canopy to canopy.",temporal references
58,28A THE PLANE | 28C FLIGHT DECK | 35 PASSAGEWAY | 36 STINGER'S OFFICE - DOORWAY,What does Goose state about the pilot who was originally chosen for Top Gun?,Goose states that the pilot was the best and was chosen for Top Gun.,"Goose argues the pilot is the best and was chosen for Top Gun, but Stinger corrects him—was chosen.",character states
59,28A THE PLANE | 28C FLIGHT DECK | 35 PASSAGEWAY | 36 STINGER'S OFFICE - DOORWAY,What does Goose state about the original pick for Top Gun?,Goose states that the original pick was the best.,"Goose protests, insisting the original pick was the best, but Stinger dismisses the argument.",character states
60,28 EXT. FLIGHT DECK | 28A THE PLANE,What does Goose state after being rescued from the cockpit?,"Goose makes several remarks, including asking about valet parking, inquiring if someone checked under the hood for a funny noise, and announcing to Lucy and Ricky that he is home.","After being dragged from the cockpit, Goose says, 'You will put it up front, with the Porsches?', then asks a deckhand to check under the hood for a funny noise, and finally grabs a radio and waves, saying, 'Lucy... Ricky... I'm home!'",character states
61,12 EXT. SKY | 14 EXT. COUGAR'S F-14 | 15 EXT. COUGAR - IN THE CLOUDS,What happens after the missile lock tone becomes a steady beep?,"The pilot attempts to evade the lock by swerving hard, and although initially unable to shake the lock, eventually breaks it through violent evasive maneuvers including rolling, diving, and twisting the aircraft.","Goose reports 'Can't shake him' while the warning tone holds firm, and later the cockpit fills with a sharp repeating tone—BLIPBLIPBLIP—followed by the pilot jerking the controls, rolling, diving, and twisting, after which the tone stutters and stops, indicating the lock is broken.",temporal references
62,16 INT. MIG | 37 INT. PASSAGEWAY,What does the MiG pilot do after Maverick flips him the bird?,The MiG pilot immediately pushes into a hard negative G dive and breaks away sharply toward the deck.,"The MiG pilot immediately pushed into a hard negative G dive, breaking away sharply and heading downward toward the deck.",character states
63,21 INT. COCKPIT 117 - COUGAR | 27 DARK TURBULENT CLOUDS | 28 EXT. FLIGHT DECK,What does Goose state about the aircraft's orientation when Cougar feels they are upside down?,Goose states that the aircraft is level and instructs Cougar to bring the plane left because he is high.,"Goose checks the instruments and tells him they are level, urging him to bring the plane left because he is high.",character states
64,27 DARK TURBULENT CLOUDS | 28A THE PLANE | 28C FLIGHT DECK | 35 PASSAGEWAY,What does Maverick state to Cougar when he is experiencing vertigo?,Maverick states that the plane is level and tells Cougar to stay on his wing.,"Maverick flies close alongside, maintaining a calm voice, and assures him the plane is level and he is not joking. He tells Cougar to stay on his wing.",character states
65,28 EXT. FLIGHT DECK | 28A THE PLANE | 28C FLIGHT DECK,Why did the LSO instruct the pilot to add power during the approach?,"The LSO instructed the pilot to add power because the aircraft was experiencing wind shear that was pushing it downward, causing it to settle toward the deck.",A sudden wind shear shoves the aircraft downward. 'POWER... POWER!... POWER!... WAVE OFF! WAVE OFF! WAVE OFF!',causal/relational queries
