id,scene,question,answer,evidence,qa_type
20,28、EXT. THE CITY - DAY,"In [28、EXT. THE CITY - DAY], What spans the rivers in the passage?",Seven barricaded bridges,SEVEN BARRICADED BRIDGES span the rivers.,objects/props
21,15、INT. DEAD RECKONING - NIGHT,"In [15、INT. DEAD RECKONING - NIGHT], What is Mike's emotional state during the encounter with the zombies?",Disgusted,"Mike says, 'This is a fucking massacre.'",character states
22,63、INT. FIDDLER'S GREEN BOARDROOM - NIGHT,What visual detail is shown in the close-up shot?,Sutherland's alarmed face is shown in a close-up shot.,CLOSE ON: SUTHERLAND'S alarmed face.,detailed description
23,9、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,What does the zombie wearing a clown suit look like?,"Wears a clown suit with a partially eaten red nose, painted eyelashes, orange hair crawling with spiders.",This one wears the remains of a CLOWN SUIT. Half its bulbous red nose has been eaten away. Painted eyelashes make its stare alarming. Its ORANGE HAIR is crawling with SPIDERS.,detailed description
24,4、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,What does Riley question in his dialogue?,Pretending to be alive,Pretending to be alive?,dialogue/beliefs
25,"3、EXT. ""UNIONTOWN TEXACO"" - NIGHT","In [3、EXT. ""UNIONTOWN TEXACO"" - NIGHT], What is the physical condition of the ATTENDANT?",He has lost his left arm and has dried blood on his jump-suit.,"He has lost its left arm. Dried blood darkens the shoulder of its jump-suit, where the arm was torn away.",character states
26,64、EXT. DEPOT - NIGHT,What action is Manolete performing under the T-Bird's dash?,Fumbling with colored wires,Manolete fumbles with colored wires under the dash.,detailed description
27,"40、INT. CENTER RING - ""THE ARENA"" - DAY","In [40、INT. CENTER RING - ""THE ARENA"" - DAY], Where are the Painted Walkers thrust after the gates open?",The iron-mesh structure resembling a lion-tamer's cage,Gates open. THE PAINTED WALKERS are thrust inside the cage. Their nooses are released. The gates are locked behind them.,scene localization
28,60、INT. FIDDLER'S GREEN WEAPONS STORAGE - NIGHT,What does Charlie say about the K-90's firing rate?,I don't norm'ly need fourteen rounds.,"C
HARLIE
I don't norm'ly need fourteen rounds.",dialogue/beliefs
29,36、INT. PENTHOUSE NUMBER-TWO - FIDDLER'S GREEN - DAY,"In [36、INT. PENTHOUSE NUMBER-TWO - FIDDLER'S GREEN - DAY], What weapon does the young man use to cut the noose?",A paring knife,lifts a paring to knife cut through the noose,objects/props
30,48、EXT. DEPOT - TONY'S AUTOMANIA SALES OFFICE - NIGHT,"In [48、EXT. DEPOT - TONY'S AUTOMANIA SALES OFFICE - NIGHT], Where does the sound originate?",the woods adjoining the lot,The SOUND comes again. From the woods that adjoin the lot.,scene localization
31,65、INT. FIDDLER'S GREEN BOARDROOM - NIGHT,"What action does Kaufman take with Cliff, and what is the description of the doors they enter?","Kaufman leads Cliff into an alcove with sandblasted glass doors, where they are visible in silhouette.","Kaufman leads Cliff into... an alcove... shutting two pocket doors made of sandblasted glass. Sutherland and the others... can see, Kaufman and Cliff in SILHOUETTE.",detailed description
32,23、EXT. UNIONTOWN STATE STORE - NIGHT,When do Cholo and Foxy start into the liquor store?,After Dead Reckoning arrives and Riley and Charlie climb out,They stop as DEAD RECKONING pulls up and RILEY and CHARLIE climb out. Cholo and Foxy start into the liquor store.,temporal references
33,20、EXT. MAIN STREET - UNIONTOWN - NIGHT,What does Anchor state to Harry during the rescue?,Anchor calls out for Harry to jump on the motorcycle.,"Anchor shouts, 'Harry, jump on!'",character states
34,47、EXT. DEPOT - NIGHT,When does the guard explain the gunshots to Cholo?,"The guard explains the gunshots after they ring out and Cholo pauses, startled by the sound.","Suddenly, gunshots ring out. Cholo pauses, startled. The guard doesn't react strongly, saying it's just target practice.",temporal references
35,12、EXT. MAIN STREET - UNIONTOWN - NIGHT | 20、EXT. MAIN STREET - UNIONTOWN - NIGHT,What happens to Harry immediately after he impales the cheerleader with a spear?,Harry's motorcycle fishtails out of control and crashes into the side of a building.,Harry's motorcycle fishtails out of control and slams into the side of a building.,temporal references
36,"24、INT. UNIONTOWN STATE STORE - NIGHT | 40、INT. CENTER RING - ""THE ARENA"" - DAY",What does Cholo state after being helped to his feet by Riley?,Cholo does not make any statement after being helped to his feet by Riley.,"After being helped up by Riley, the passage mentions Cholo looking around and retrieving the case of Dom Perignon, but it does not record him saying anything.",character states
37,"40、INT. CENTER RING - ""THE ARENA"" - DAY",What does Slack state about her condition when Riley finds her in the cage?,Slack reassures Riley that she is alive after being shot.,"He kneels beside her, thinking she's dead, but she stirs, reassuring him she's alive.",character states
38,2、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT | 7、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT | 9、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,What does Mike state about Riley's shooting ability after being attacked by the clown zombie?,Mike states that Riley cannot shoot well.,"After the attack, Mike lets out a shaky breath and says, 'Jesus. You can't shoot, neither!'",character states
39,42、INT. STAIRWELL - FIDDLER'S GREEN - DAY | 50、INT. DEAD RECKONING NIGHT,What does Cholo state about the approaching threat?,"Cholo states that whatever is coming wants to get in, so they should let it in.","Cholo says no, adding that whatever is coming wants to get in—so they should let it in.",character states
40,14、EXT. TOP OF MAIN STREET - UNIONTOWN - NIGHT | 11、EXT. DEAD RECKONING - NIGHT | 2、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT | 7、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,Why do Riley and Mike realize the undead figures are advancing toward them?,"Riley and Mike realize the undead figures are advancing toward them because the dead have sensed their presence, likely due to the scent of blood or living flesh.","They do not speak, but both know the dead have sensed them—something in the air, the scent of blood, the presence of living flesh. The gap between them narrows.",causal/relational queries
41,25、EXT. MAIN STREET - UNIONTOWN - NIGHT | 48、EXT. DEPOT - TONY'S AUTOMANIA SALES OFFICE - NIGHT,What does Big Daddy do immediately after firing the shot that kills Barrett?,"Big Daddy stands with the smoking rifle barrel, with Number Nine behind him and more figures emerging from the darkness.","The barrel of Big Daddy's rifle still smokes. In the darkness behind him, Number Nine stands motionless. Behind Number Nine, shadows shuffle in the dark, figures emerging slowly from the tree-line.",character states
42,11、EXT. DEAD RECKONING - NIGHT | 22、EXT. MAIN STREET - UNIONTOWN - NIGHT | 24、INT. UNIONTOWN STATE STORE - NIGHT,What does Cholo do immediately after Mike shoots himself?,Cholo takes a box of cigars from a counter and flees with Foxy.,"After Mike shoots himself, Cholo moves to a counter, grabs a box of Cohibas, and runs outside with Foxy.",character states
43,41、INT. BOARD ROOM - FIDDLER'S GREEN - DAY | 42、INT. STAIRWELL - FIDDLER'S GREEN - DAY,What happened immediately after Cholo was seized by the security guards?,Cholo was dragged from the room by the security guards.,Three security guards seized Cholo and dragged him from the room.,temporal references
44,"40、INT. CENTER RING - ""THE ARENA"" - DAY",Why did the police arrest Riley despite him stopping the violence?,"The police arrested Riley because he was the only one seen wielding a weapon at the scene after the chaos, and he admitted that someone shot 'the little fat man,' which implicated him in the shooting.","Riley points toward the crowd and says someone shot 'the little fat man.' Without hesitation, the officer places Riley under arrest.",causal/relational queries
45,"37、INT. ""THE ARENA"" - DAY | 40、INT. CENTER RING - ""THE ARENA"" - DAY",Why was Riley arrested after rescuing Slack?,"Riley was arrested because he was present at the scene of Chihuahua's shooting and identified as someone involved, despite pointing to someone else as the shooter.","A policeman approaches and demands to know what happened. Riley points toward the crowd and says someone shot 'the little fat man.' Without hesitation, the officer places Riley under arrest.",causal/relational queries
46,"40、INT. CENTER RING - ""THE ARENA"" - DAY",Why was Riley arrested after rescuing Slack?,"Riley was arrested because he was suspected of being responsible for the gunfire, even though he claimed someone else shot 'the little fat man'.","A policeman approaches and demands to know what happened. Riley points toward the crowd and says someone shot 'the little fat man.' Without hesitation, the officer places Riley under arrest.",causal/relational queries
47,14、EXT. TOP OF MAIN STREET - UNIONTOWN - NIGHT | 47、EXT. DEPOT - NIGHT,What does the depot guard state about the gunshots that occur when Cholo reaches for his waistband?,The depot guard states that the gunshots are just target practice.,"The guard doesn't react strongly, saying it's just target practice.",character states
