id,scene,question,answer,evidence,qa_type
20,18、INT. GARBAGE TRUCK - CERRITO'S POV: ARMORED TRUCK IN,Why is the garbage truck charging at the vehicle?,"Cerrito punched the accelerator, causing acceleration.",CERRITO'S FOOT punches the accelerator. FRONTAL: GARBAGE TRUCK a prehistoric beast charging at us.,causal/relational queries
21,18、INT. GARBAGE TRUCK - CERRITO'S POV: ARMORED TRUCK IN | 22、EXT. STREET - VEIL | 24、EXT. STREET - ARMORED CAR,What does Cerrito state to Guard Two when the guard comments about Waingro's gun?,Cerrito tells the guard to shut up.,"Guard Two speaks quietly, saying Waingro didn’t have the gun before. Waingro reacts, but Cerrito cuts in, telling the guard to shut up.",character states
22,"25、INT. AMBULANCE - ON CERRITO - DAY driving, lays rubber | 12、INT. TRUCK - CERRITO | 21、INT. CHEVY APACHE PICKUP - TOWNER - DAY",How long after the dispatcher's call does Towner inform Neil that the unit will arrive?,Towner informs Neil immediately after receiving the information from the dispatcher's call.,"Towner listens, then turns to Neil and relays the information: the unit is three minutes out.",temporal references
23,36、INT. SHIHERLIS APARTMENT - ON CHARLENE - NIGHT,What does Chris state will happen if Charlene tries to take their son?,Chris states that he will find and kill her if she ever tries to take their son.,"He speaks in a low, threatening voice, telling her he will find her and kill her if she ever tries to take their son.",character states
24,"8、INT. MACARTHUR PARK, MEN'S ROOM - ON WAINGRO - DAY | 14、INT. GARBAGE TRUCK - TWO SHOT - DAY | 24、EXT. STREET - ARMORED CAR",Why did Waingro shoot Guard Two during the heist?,"Waingro shot Guard Two because the guard pointed out that Waingro hadn’t had the gun before, which provoked Waingro’s reaction, and the guard’s subsequent arrogant look, focused on pride rather than fear, further escalated the situation.","Guard Two speaks quietly, saying Waingro didn’t have the gun before. Waingro reacts, but Cerrito cuts in, telling the guard to shut up. Waingro doesn’t respond, fixated on Guard Two. The guard turns and looks at him with arrogance, more focused on pride than fear. Waingro raises his arm and fires.",causal/relational queries
25,32、EXT. LAX PARKING LOT - WIDE BETWEEN THE CARS - DAY | 50、INT - TRAILER - CEZAR KELSO - DAY | 15、INT. AMBULANCE - ON NEIL - DAY,Why does Nate suggest selling the Treasury Certificates back to John Van Zant?,"Nate suggests selling the certificates back to John Van Zant because they could get 60 cents on the dollar instead of 40, which would net them an extra $320,000.","Nate suggests they could get 60 cents on the dollar instead of 40 by selling the certificates back to him, netting an extra $320,000.",causal/relational queries
26,"50、INT - TRAILER - CEZAR KELSO - DAY | 22、EXT. STREET - VEIL | 25、INT. AMBULANCE - ON CERRITO - DAY driving, lays rubber | 12、INT. TRUCK - CERRITO | 26、INT. WHITE CHEVY APACHE TOWTRUCK - ON TOWNER - DAY",When does Neil activate the chronometer relative to Chris beginning to drill into the armored plating?,Neil activates the chronometer at the same time that Chris begins to drill into the armored plating.,"Neil activates a chronometer with a loud click through his radio earpiece. Inside the armored truck, Chris, wearing a welder's mask, drives a hollow-core drill into the truck's armored plating.",temporal references
27,"5、INT. ""TOYS 'R' US STORE"" - ON CERRITO - DAY | 37、EXT. CERRITO'S BUNGALOW - WIDE - NIGHT | 38、INT. CERRITO HOUSE - ON CERRITO - DAY",What does Michael Cerrito state about the number of his daughters?,Michael Cerrito states that he has two daughters.,The clerk says it will make a happy little girl. Cerrito replies that he has two daughters. The clerk says that's nice. Cerrito agrees and says two.,character states
28,"42、INT. HENESSEY AND INGALLS BOOKSTORE - NEIL - NIGHT | 47、EXT. EADY'S HOUSE, BALCONY - NEIL + EADY - NIGHT | 48、INT. BEDROOM - WHITE - NIGHT",What does Eady say about her feelings during the encounter with Neil at dawn?,Eady says that she gets lonely.,She tells him she gets lonely.,character states
29,"35、EXT. COFFEE SHOP, REAR PARKING LOT - WIDE - NIGHT | 10、INT. TRUCK - WIDE - DAY | 14、INT. GARBAGE TRUCK - TWO SHOT - DAY",Why do Cerrito and Waingro realize the armored truck crew is planning a robbery?,"Cerrito and Waingro realize the armored truck crew is planning a robbery because the truck deviates from its expected route, lingers unusually, makes suspicious turns, and shows no communication with dispatch.","The truck is not following its expected route, and the way it lingers, the timing of its turns, and the lack of communication with dispatch make Cerrito and Waingro realize the crew is setting up a robbery of their own vehicle.",causal/relational queries
30,"34、INT. EARLY 60'S COFFEE SHOP - WIDE - NIGHT | 24、EXT. STREET - ARMORED CAR | 35、EXT. COFFEE SHOP, REAR PARKING LOT - WIDE - NIGHT",What happens after Neil pays off Waingro and tells him to leave?,"Neil, Cerrito, and Chris stand and walk out, leaving Waingro behind.","Without another word, Neil, Cerrito, and Chris stand and walk out, leaving Waingro behind.",temporal references
31,50、INT - TRAILER - CEZAR KELSO - DAY | 15、INT. AMBULANCE - ON NEIL - DAY | 24、EXT. STREET - ARMORED CAR,Why did Neil signal for Cerrito to kill Guard One?,"Neil signaled for Cerrito to kill Guard One because the Driver had attempted to reach for a hidden weapon and was shot by Neil, making it necessary to eliminate the remaining guard to prevent any further threats.","The Driver makes a move, reaching into his boot for a small hammerless .38. Neil spins, fires two shots from his 9mm Browning, and drops him. Cerrito, keeping the AR15 aimed at Guard One, looks to Neil. Neil nods, angry. Cerrito fires three shots, killing Guard One.",causal/relational queries
32,14、INT. GARBAGE TRUCK - TWO SHOT - DAY | 10、INT. TRUCK - WIDE - DAY | 24、EXT. STREET - ARMORED CAR,What does Cerrito state about how Waingro should follow Neil's instructions?,"Cerrito states that Waingro should do exactly as Neil says, word for word.","Cerrito replies loudly, telling him to do exactly as Neil says, word for word.",character states
33,"42、INT. HENESSEY AND INGALLS BOOKSTORE - NEIL - NIGHT | 47、EXT. EADY'S HOUSE, BALCONY - NEIL + EADY - NIGHT",What does Eady say about her feelings when Neil holds her face at dawn?,Eady says she gets lonely.,She tells him she gets lonely.,character states
34,7、INT. SHOWER - HANNA | 45、INT. KITCHEN - STOVE,What does Justine state about her condition when Hanna returns home?,Justine states that she isn't okay.,"Justine replies that Harvey didn’t call and Lauren has been locked in her room all day, refusing to speak. She adds that she isn’t okay either.",character states
35,50、INT - TRAILER - CEZAR KELSO - DAY | 15、INT. AMBULANCE - ON NEIL - DAY | 24、EXT. STREET - ARMORED CAR,How much time had passed when Neil checked his stopwatch after entering the truck?,Twelve seconds had passed when Neil checked his stopwatch after entering the truck.,Neil checks his stopwatch—it reads twelve seconds.,temporal references
