id,scene,question,answer,evidence,qa_type
28,173、EXT. PETIT SOCCO -- CONTINUOUS *,What does Nicky do immediately after the call with Bourne is disconnected?,Nicky dismantles her phone and leaves the square.,"She looked at the screen: 'SERVICE DENIED.' Her eyes darted around the square. Without hesitation, she took apart the phone, scattering its pieces. Then she moved quickly away.",character states
29,159、INT. HUB | 163、INT. HUB - DAY,Why did Vosen order the asset to target Nicky Parsons?,"Vosen ordered the asset to target Nicky Parsons because he believed she had compromised the operation by breaching the secure system and transmitting data to the asset, which coincided with the asset's deviation to a location matching her known position.","The breach is traced to a computer belonging to Nicky Parsons, with data transmission to the asset confirmed at 14:11. Around the same time, the asset briefly deviates from its course, moving south to Rue Belgique and stopping at Place de France. The location matches Parsons' known position. Vosen pieces together the connection, then orders the asset to target her once the current operation with Daniels concludes.",causal/relational queries
30,180、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,What does Nicky do immediately after she sees Desh on the Rue des Chretiens?,"She turns and moves quickly into a narrow alleyway, then climbs steps into a riad to stay out of sight.","The moment she sees him, she turns and moves fast, slipping into a narrow alleyway. She scans the side streets and rooftops, then climbs a short flight of steps and disappears into a riad, staying out of sight.",temporal references
31,179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS * | 160、EXT. ACROSS FROM CAFE DE PARIS. DAY | 167、EXT. DAY. TANGIER STREET,What does Desh observe before he rides away after the explosion?,Desh observes Bourne lying motionless in the street after the explosion.,Desh looks back and sees Bourne lying still. He mounts his motorbike and rides away.,character states
32,179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS * | 167、EXT. DAY. TANGIER STREET,What happens immediately after Bourne sees Desh with the detonator?,"Desh triggers the device, causing an explosion that throws Bourne across the street.","Bourne turns and sees Desh standing with the detonator in his hand. Their eyes meet. In the next instant, Desh triggers the device. The explosion erupts, hurling Bourne across the street.",temporal references
33,179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS * | 172、EXT. RUE D'ESPAGNE -- CONTINUOUS * | 173、EXT. PETIT SOCCO -- CONTINUOUS *,What happens after Bourne loses sight of Desh during the chase?,Bourne speeds through traffic on a stolen moped while trying to call Nicky.,"Desh is no longer in sight. Bourne speeds through traffic on a stolen moped, weaving between vehicles as two squad cars pursue. With one hand on the handlebars, he pulls out his cell phone and tries to make a call.",temporal references
34,172、EXT. RUE D'ESPAGNE -- CONTINUOUS * | 175、EXT. MOPED TRAVELLING * | 181、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 167、EXT. DAY. TANGIER STREET,What happens after Bourne sees Desh standing with the detonator in his hand?,"Desh triggers the device, causing an explosion that hurls Bourne across the street, and then Desh rides away on his motorbike.","Bourne turns and sees Desh standing with the detonator in his hand. Their eyes meet. In the next instant, Desh triggers the device. The explosion erupts, hurling Bourne across the street. He lands motionless on the pavement. Desh looks back and sees Bourne lying still. He mounts his motorbike and rides away.",temporal references
35,167、EXT. DAY. TANGIER STREET | 179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,When does Desh attach a silencer to his gun?,Desh attaches a silencer to his gun while moving across the rooftops before he begins advancing toward Nicky.,"Desh readies his weapon with a silencer and increases his pace. Desh moves across the rooftops, attaching a silencer to his gun. He spots Nicky walking through the crowd below and begins moving faster, advancing steadily toward his target.",temporal references
36,150、INT. HUB | 162、EXT. CAFE DE PARIS | 169、EXT. VESPA TRAVELLING *,When does Desh begin moving again after stopping?,Desh begins moving again after he takes the phone and a scooter driver takes the key and returns to the Vespa.,"After Desh snatches the phone and the driver takes the key and pulls into traffic, Desh's location icon begins moving again on the computer screen.",temporal references
37,167、EXT. DAY. TANGIER STREET | 180、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,What does Desh do immediately after confirming Bourne is motionless following the explosion?,"Desh mounts his motorbike and rides away toward his next target, Nicky.","Desh looks back and sees Bourne lying still. He mounts his motorbike and rides away. Desh turns and sees Bourne lying motionless in the street after the explosion. He mounts the motorbike, rides around the corner, and drives away in the direction of his next target, Nicky.",temporal references
38,146、INT. DAY. PENSIONE -- TANGIER | 149、INT. HOTEL | 173、EXT. PETIT SOCCO -- CONTINUOUS * | 180、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,What happens after Nicky logs in and finds Daniel's location?,"Nicky answers Bourne's call, but the connection fails, prompting her to dismantle her phone and flee the area.","After finding Daniel's location on the screen, Nicky grabs her phone and answers Bourne's call, which suddenly cuts out with a 'SERVICE DENIED' message; she then dismantles the phone and leaves quickly.",temporal references
39,151、INT. LOCK-UP GARAGE. DAY | 160、EXT. ACROSS FROM CAFE DE PARIS. DAY | 167、EXT. DAY. TANGIER STREET,What happens after Desh retrieves the scooter from the storage unit?,"Desh mounts the scooter, starts the engine, and drives away.","He mounts it, starts the engine, and drives away.",temporal references
40,167、EXT. DAY. TANGIER STREET | 172、EXT. RUE D'ESPAGNE -- CONTINUOUS * | 178、EXT. PETIT SOCCO -- CONTINUOUS *,What did Bourne do after he broke away from the police?,"After breaking away from the police, Bourne darted into oncoming traffic, took down three officers trying to intercept him, sprinted across the road, commandeered a boy's moped, and sped away while being pursued by two squad cars.","Bourne broke away suddenly, pushing through the crowd and darting into oncoming traffic. Three policemen moved to intercept, but he took them down and sprinted across the road. A boy on a moped was caught in the chaos. Bourne leapt onto the bike, kick-started it, and sped away into the traffic. Two squad cars turned in pursuit.",temporal references
41,175、EXT. MOPED TRAVELLING * | 181、EXT. RUE DE CHRETIENS -- CONTINUOUS * | 167、EXT. DAY. TANGIER STREET,What happens immediately after Bourne turns and sees Desh with the detonator?,"Desh triggers the device, causing an explosion that hurls Bourne across the street.","In the next instant, Desh triggers the device. The explosion erupts, hurling Bourne across the street.",temporal references
42,153、INT. LOCK-UP GARAGE. DAY | 167、EXT. DAY. TANGIER STREET,What does Desh do immediately after confirming Bourne's collapse following the explosion?,Desh mounts his motorbike and rides away toward Nicky.,"Desh looks back and sees Bourne lying still. He mounts his motorbike and rides away. Desh turns and sees Bourne lying motionless in the street after the explosion. He mounts the motorbike, rides around the corner, and drives away in the direction of his next target, Nicky.",temporal references
