scene,question,answer,evidence,qa_type
"7、EXT. OLD TRAIN STATION, NEW ORLEANS - DAY,","In [7、EXT. OLD TRAIN STATION, NEW ORLEANS - DAY,], What is Mr. Gateau's behavioral state as he watches his son leave?",Blindly waving his hat goodbye.,"Mr. Gateau, blindly waving his hat goodbye to his son...",character states
"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME,",Why does Mr. Oti mock white people?,"To mock their insanity, as described in his story about their treatment at the 1904 World's Fair.",but it's a completely different tone... a mockery of white people and their insanity...,causal/relational queries
"29、INT. QUEENIE'S ROOM - THAT NIGHT,","In [29、INT. QUEENIE'S ROOM - THAT NIGHT,], What physical conditions does the Baby exhibit according to Dr. Rose?","Severe arthritis, cataracts, loss of skin elasticity, ossified hands and feet, and signs of old age.",DOCTOR ROSE... His bones indicate severe arthritis... His skin has lost all elasticity... His hands and feet are ossified... His body is failing him before his life's begun.,character states
"30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT,","In [30、INT. PARLOR, NOLAN HOUSE - THAT NIGHT,], What is Benjamin's physical condition according to the passage?",He is prematurely old and not a well child.,He's prematurely old... not a well child...,character states
"33、INT. ""NEW"" TRAIN STATION, NEW ORLEANS - ANOTHER DAY,",How is the clock marking time?,Still marking time backwards,still marking time backwards,detailed description
"46、EXT. THE FRONT PORCH, THE NOLAN HOUSE - DUSK,",Why did Benjamin find the place wonderful?,Because he was with people who had put away life's inconsequences,It was a wonderful place to grow up. I was with people who had put away all the inconsequences of life,causal/relational queries
"46、EXT. THE FRONT PORCH, THE NOLAN HOUSE - DUSK,",Why did one of the old people fart?,To underscore the point about their state of purely being,"And one of them, as if to underscore the point, farts...",causal/relational queries
"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -","In [34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -], What is Benjamin Button's physical condition?","Small, shrunken, hunched with age, legs and hands crippled with arthritis","small, shrunken, hunched with age, legs and hands crippled with arthritis",character states
"67、INT. FRONT ROOM, NOLAN HOUSE - ANOTHER DAY,",What does the old woman say about her dog?,"He's as old as the hills. Blind too. Can hardly get around, he won't be a bother much longer.","THE WOMAN He's as old as the hills. Blind too. Can hardly get around, he won't be a bother much longer.",dialogue/beliefs
"55、EXT. NOLAN HOUSE, NEW ORLEANS - LATE NIGHT,",What does Queenie ask Benjamin upon his return?,Where in God's name have you been?,QUEENIE (V.O.) Where in God's name have you been?!!,dialogue/beliefs
"42、INT. CHURCH TENT, NEW ORLEANS - A SATURDAY NIGHT,",What is the preacher's reason for commanding Benjamin to walk?,To demonstrate faith and divine inspiration.,He's going to see this little old man walk... by faith and divine inspiration alone...,causal/relational queries
"47、INT. THE NOLAN HOUSE, KITCHEN - ANOTHER DAY,",Why do the old people shrink when Ngunda Oti mentions cannibals?,He told them his wife was eaten by cannibals.,"NGUNDA OTI... My wife, she can't swim, so she eaten. AN OLD WOMAN... You escaped cannibals? NGUNDA OTI... I escaped across the river...",causal/relational queries
"14、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY,","In [14、INT. THE NEW TRAIN STATION, NEW ORLEANS - DAY,], What is Teddy Roosevelt's emotional state?",Bereft,"Teddy Roosevelt, bereft, removes his hat...",character states
"24、EXT. NEW ORLEANS, GARDEN DISTRICT - NIGHT,","In [24、EXT. NEW ORLEANS, GARDEN DISTRICT - NIGHT,], What is Thomas's behavioral state?",Scurrying with the crying infant,"Thomas, scuttling with the crying infant through narrow streets past the back porches and the back stairs of the large old moldering antebellum houses...",character states
"48、INT. THE PARLOR, NOLAN HOUSE - ANOTHER TIME,",What causes Benjamin to retreat up the stairs?,Mr. Oti sensing his presence and turning towards him.,"as Mr. Oti senses Benjamin's presence, turning... Benjamin retreating on his canes as fast as he can back up the stairs...",causal/relational queries
"35、EXT. THE PORCH, NOLAN HOUSE, NEW ORLEANS - NIGHT,",How does Benjamin attempt to get a better view of the street?,He leans forward while sitting on the edge of the porch.,Benjamin... wheels himself... to the very edge... leans forward to get an even better view,detailed description
"38、EXT. THE FRONT LAWN, NOLAN HOUSE - MORNING,",What action does Queenie perform upon seeing General Winslow raising the flag?,She runs across the lawn with a coat for him.,Queenie comes running across the lawn with a coat for him.,detailed description
"27、INT. QUEENIE'S ROOM, OLD HOUSE, NEW ORLEANS - NIGHT","In [27、INT. QUEENIE'S ROOM, OLD HOUSE, NEW ORLEANS - NIGHT], What is Mrs. Hollister's behavioral state?",Mrs. Hollister is looking very lost.,"looking very lost, looking in the room",character states
"36、INT. QUEENIE'S ROOM - NIGHT,",What actions does Tizzy perform with Benjamin?,"Tizzy picks up Benjamin, carries him out, and places him in a wheelchair.","Tizzy coming in... signal to pick him up, carrying him out... sitting him in his wheelchair",detailed description
"56、INT. KITCHEN, QUEENIE'S SINK, NOLAN HOUSE - NIGHT",What does Benjamin believe about his day?,It had been the best day of my life.,BENJAMIN (V.O.)'s statement,dialogue/beliefs
"10、EXT. NEW ORLEANS CEMETERY - DAY,",What does Daisy's voiceover say about Mr. Cake?,"Mr. Cake went back to work on his clock, laboring to finish.",DAISY'S (V.O.) Mr. Cake went back to work on his clock... laboring to finish...,dialogue/beliefs
"59、INT. DINING ROOM, NOLAN HOUSE - THANKSGIVING,",What belief does Ngunda Oti express about birds?,Birds that can't fly are easy to eat.,NGUNDA OTI: I like birds that can't fly. They're easy to eat.,dialogue/beliefs
"34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -","In [34、INT. THE NOLAN HOUSE - DINING ROOM, NEW ORLEANS -], What is Benjamin Button's behavioral state?","Uses his fork like a child, banging it for noise","uses his fork like a child might, banging it just for the hell of it making noise",character states
"39、INT. MRS. WAGNER'S ROOM, NOLAN HOUSE - MORNING,",What is Queenie doing to Benjamin in the scene?,giving Benjamin a bath and massaging his crippled legs,Queenie giving Benjamin a bath... massaging his poor crippled legs,detailed description
"33、INT. ""NEW"" TRAIN STATION, NEW ORLEANS - ANOTHER DAY,",What are the cherubs doing with the clock's hands?,Pushing the 'hands of progress',cherubs pushing the 'hands of progress',detailed description
"41、INT. KITCHEN, NOLAN HOUSE - NIGHT,",What is the relationship between Tizzy's grandfather and John Wilkes Booth?,Tizzy's grandfather was a dresser for Booth.,The actor my grandfather worked for was John Wilkes Booth. He killed Abraham Lincoln.,causal/relational queries
"45、EXT. AN OLD NEW ORLEANS' CEMETERY - DAY,",Why is Sybil Wagner laid to rest?,To sing in another choir,"Sybil Wagner, laid to rest to sing in another choir",causal/relational queries
