id,scene,question,answer,evidence,qa_type
23,29. 建筑工地 晚上 | 30. 警局外 晚上,在救出辛小丰后，伊谷春表现出怎样的心理状态和行为倾向？,伊谷春表现出关切他人、责任感强且注重团队照顾的心理状态，他在脱险后立即催促所有人包括自己和辛小丰赶紧洗澡，并组织夜宵，体现出对队员身心状态的关心。,伊谷春在救人后立即催促大家洗澡，并组织夜宵，显示他关注队员的后续安顿。,character states
24,29. 建筑工地 晚上 | 22. 路上 白天,在追捕藏匿者的过程中，辛小丰被钢筋卡住脚后表现出怎样的状态？,辛小丰被钢筋卡住脚后处于挣扎且濒临窒息的状态。,辛小丰跌入暗洞被钢筋卡住脚，正在挣扎，伊谷春发现他已濒临窒息。,character states
25,45. 闹市 白天 | 14. 出租车内 晚上 | 15. 出租车内外 晚上,在警察临检时，杨自道为何催促劫匪下车并表示钱不要了？,杨自道催促劫匪下车并表示钱不要了是为了尽快结束检查，避免警察发现他受伤和车内异常情况。,杨自道用手压住被匕首刺伤流血的腿，警察用手电逐一照过车内人员，副驾驶的劫匪显得紧张，杨自道在警察离开前主动让劫匪下车并放弃追讨钱财。,character states
26,14. 出租车内 晚上 | 46. 高铁桥下 白天 | 15. 出租车内外 晚上,在被警察盘查时，杨自道表现出怎样的心理状态？,杨自道在警察盘查时强作镇定，内心紧张但努力维持冷静，通过编造理由和打圆场来化解怀疑，表现出谨慎和机警的心理状态。,杨自道腿上受伤仍强作镇定，面对警察质问笑着编造争执理由，并主动打圆场催促劫匪下车以尽快脱身。,character states
27,29. 建筑工地 晚上 | 30. 警局外 晚上,在被伊谷春救出后，辛小丰的身体状态和行为表现如何？,辛小丰因腿脚不便行动困难，但仍坚持搀扶同样湿透的伊谷春下车，并在对方催促下回应称自己没事。,辛小丰被钢筋网卡住脚后获救，脱险后腿脚不便，下车时仍撑着身子扶住伊谷春。,character states
28,46. 高铁桥下 白天 | 48. 高铁桥下 白天 | 15. 出租车内外 晚上,杨自道在被劫匪划伤后，为什么坚持催促伊谷夏去检查被抢的包而不是立即处理自己的伤势？,杨自道坚持催促伊谷夏检查被抢的包是因为他担心现场混乱，财物安全尚未确认，必须优先确保包被找回。,杨自道受伤后看到伊谷夏站在一旁，便催促她赶紧去检查被抢的包，并在她想靠近查看伤势时厉声打断，称现场太乱。,character states
29,29. 建筑工地 晚上 | 22. 路上 白天 | 34. 山道 白天,在追捕藏匿者的过程中，辛小丰被困水下时处于怎样的身体和心理状态？,辛小丰被困在水下暗洞中，脚被钢筋卡住无法挣脱，正处于挣扎和濒临窒息的状态，表现出极度的紧张和危险中的无助。,辛小丰跌入隐蔽暗洞，被钢筋卡住脚，无法挣脱，正在水中挣扎，且已濒临窒息。,character states
30,23. 街道 白天 | 28. 警长办 白天 | 32. 警局外 晚上 | 44. 海上 白天,辛小丰在被伊谷春禁止请假后，仍然坚持去金元岛取小金鱼，这反映了他当时怎样的心理状态？,辛小丰表现出一种执着而低落的心理状态，尽管知道任务在即且请假被拒，他仍选择前往遥远的金元岛取回小金鱼，说明他内心对这件事有强烈的情感寄托。,辛小丰在请假被拒后仍坚持去金元岛取小金鱼，最终带回一个空鱼缸，神情低沉。,character states
31,13. 马路 晚上 | 43. 闹市 白天 | 46. 高铁桥下 白天,杨自道在追击劫匪过程中为何会受伤？,因为劫匪转而攻击伊谷夏，杨自道为救她将她推开，自己未能及时躲避，导致腹部被匕首划伤。,劫匪扑向伊谷夏时，杨自道推开她保护她，自己因此被匕首划中受伤。,causal/relational queries
32,29. 建筑工地 晚上 | 22. 路上 白天 | 27. 警局外 白天,在发现辛小丰被钢筋卡住脚后，伊谷春表现出怎样的心理状态？,伊谷春表现出果断、紧张和急切的心理状态，他迅速下水施救，在无法拉开钢筋的情况下果断开枪打断，以解救即将窒息的辛小丰。,伊谷春见辛小丰被钢筋网卡住脚、濒临窒息，立即下水施救，尝试拉扯钢筋未果后迅速拔枪击断钢筋，将其救出。,character states
33,48. 高铁桥下 白天,在伊谷夏发现杨自道受伤后，杨自道表现出怎样的情绪状态？,杨自道表现出急切和强硬的情绪状态，他不愿停留处理伤势，坚持让伊谷夏去查看被抢的包，并迅速离开现场。,杨自道用衣服捂住腹部伤口，催促伊谷夏快去检查包，并在她靠近时厉声打断，随后立即驾车离开。,character states
34,38. 闹市 白天 | 43. 闹市 白天 | 48. 高铁桥下 白天,在发现杨自道腹部有血迹后，伊谷夏的神情和行为表现出怎样的心理状态？,伊谷夏的神情变得紧张，表现出担忧和惊慌的心理状态。,伊谷夏注意到杨自道衣服上有血迹渗出，神情顿时变得紧张，连忙看向他。,character states
35,45. 闹市 白天 | 46. 高铁桥下 白天 | 15. 出租车内外 晚上,在被警察盘查时，杨自道表现出怎样的心理状态？,杨自道在被警察盘查时强作镇定，尽管腿上有伤且处境可疑，但他通过编造理由、主动打圆场和催促同伙离开来掩饰紧张，试图尽快脱身。,杨自道腿上受伤渗血但仍强作镇定，面对警察质问笑着编造争执理由，并主动打圆场催促同伙下车离开。,character states
