id,scene,question,answer,evidence,qa_type
21,30外景  防守阵地/窑口  日,焦大棚如何指导吕宽沟绑扎炸药包？,别直着绑！你得斜着缠两道，绕过去再缠两道……看见没有！,焦大棚：别直着绑！你得斜着缠两道，绕过去再缠两道……看见没有！,dialogue/beliefs
22,1外景  城镇边缘  日  （字幕：一九四八初冬  华东腹地）,"在[1外景  城镇边缘  日  （字幕：一九四八初冬  华东腹地）]中, 指导员的年龄和状态如何？",30多岁，半张脸有干枯血迹，目光决绝狂热,指导员（30多岁）……半张脸挂着干枯的血迹……目光中含着决绝的狂热,character states
23,33，支壕里 日,王金存如何试图堵住龚良国的伤口？,撕开领口，用绷带和双手堵住伤口,王金存浑身颤抖，撕开他的领口，想用绷带和双手堵住伤口,detailed description
24,16  外景  铁桥/东桥头   日,"在[16  外景  铁桥/东桥头   日]中, 谷子地捡起什么物品仔细端详？",一只烧焦的军靴,谷子地捡起一只烧焦的军靴仔细端详它的皮底儿,objects/props
25,19外景  原野/土道  日,"在[19外景  原野/土道  日]中, 吕宽沟在炮架不稳定时采取了什么措施？",脱了棉袄垫在炮架子底下,焦大棚和吕宽沟脱了棉袄垫在炮架子底下,character states
26,45内景  窑里  日,吕宽沟让姜茂才打完仗后做什么？,替我给家里捎个信儿,吕宽沟：打完仗……替我给家里捎个信儿……,dialogue/beliefs
27,46  防守阵地  日,姜茂才在牺牲前说了什么？,宽沟我来了！,姜茂才：宽沟我来了！他的脸上浮出一丝决绝的笑容，眯缝着眼睛凝视空中刺眼的光芒，坦克的车底遮过来，让一切归于黑暗。,dialogue/beliefs
28,33，支壕里 日,王金存呕吐时发生了什么？,惊恐呕吐导致眼镜掉落,他惊恐地张大了嘴巴，突然转过身去狂呕不止，呕得眼镜都掉了下来,detailed description
29,7外景  铁桥/东桥头  日,十字交叉线在文中指什么？,瞄准镜中的十字准星,瞄准镜里的十字交叉线横向捕捉目标,terminology/abbreviation/concept
30,4内景  一幢房屋内  日,"在[4内景  一幢房屋内  日]中, 指挥者在做什么？",指挥者逆着窗口的亮光抬起一只手。,指挥者的一只手逆着窗口的亮光缓慢地抬了起来。,character states
31,51  阵地  傍晚,王金存对老刺猬提出了什么要求？,你把这兄弟拖窑里去吧。,又招呼躲炮的老刺猬：你把这兄弟拖窑里去吧。,dialogue/beliefs
32,10  外景  铁桥/西桥头  日 | 33，支壕里 日 | 16  外景  铁桥/东桥头   日,在发现指导员重伤后，谷子地采取了哪些具体行动来试图与他交流？,谷子地半跪在指导员身旁，用身体为他挡住余烬与气流，双手颤抖着试图触碰又缩回，最终紧紧抱住他的肩膀，并将耳朵凑近他不断开合的嘴，急切地倾听他无法说出的遗言。,谷子地扑上前半跪在旁，用身体挡住余烬与气流，最终紧紧抱住指导员的肩膀，将耳朵凑近他不断开合的嘴，急切地听着他说不出的遗言。,character states
33,36  外景  防守阵地  日,在谷子地决定将阵亡战士遗体转移时，他表现出怎样的心理状态？,谷子地表现出沉重而坚定的心理状态，他意识到死亡无法挽回，但仍坚持保护遗体完整，体现出对战友的尊重和责任感。,谷子地望着雪地说别让炮弹把人轰碎了，碎了就拼不回来了，显示出他对保护遗体完整的坚持和对牺牲战友的深切情感。,character states
34,32外景  进攻阵地  日 | 16  外景  铁桥/东桥头   日 | 31内景  窑场/窑巷  日,在炮声停歇后的空窑场里，王金存表现出怎样的心理状态？,王金存表现出极度压抑和悲痛的心理状态，他独自留在原地，身体僵立，嘴唇发抖，眼睛发红，紧紧咬牙，长时间一动不动。,炮声停歇后王金存独自留在空窑场，站在角落里嘴唇微抖、眼睛发红、紧咬牙关且长时间不动。,character states
35,21外景  原野  日 | 22外景  同上  日,在确认铁盒里的食物可以食用后，谷子地表现出怎样的心理状态？,谷子地表现出轻松和欣慰的心理状态，因为他确认了食物安全并能与战士们分享。,谷子地尝了食物后笑着让战士们用棉裤装小鱼，显示出他因找到食物而感到高兴和放松。,character states
36,30外景  防守阵地/窑口  日 | 36  外景  防守阵地  日,在炮击发生时，焦大棚对受惊的王金存表现出怎样的心理状态变化？,焦大棚最初专注于执行救援任务，在发现王金存因恐惧无法行动后表现出急切和果断，最终成功将他救出后显露出紧张状态下的应激反应和关切。,焦大棚从烟尘里冲出后立即冲进人群寻找受困者，发现王金存蜷缩发抖且被绊倒时迅速扑上去拽起他并拖行至安全处，动作显示出紧迫感和保护意图。,character states
37,25内景  草料棚  日  雪 | 31内景  窑场/窑巷  日,在战士们离开后，王金存独自留在窑场时表现出怎样的心理状态？,王金存表现出压抑而沉重的心理状态，他独自站在空窑场中，嘴唇微抖，眼睛发红，紧咬牙关，长时间一动不动，显示出内心的悲痛与挣扎。,炮声停歇后王金存独自留在堆满弹药的窑场，他嘴唇微抖、眼红、紧咬牙关且久久未动。,character states
38,11  内景  排污暗道  日 | 14  内景  排污暗道  日 | 16  外景  铁桥/东桥头   日,在爆炸发生时，吕宽沟对姜茂财采取了什么行动，反映出他怎样的心理状态？,吕宽沟在爆炸发生时猛然扑向姜茂财并将他护在身下，反映出他不顾自身安危、优先保护战友的决绝和担当心理状态。,爆炸的冲击波袭来时，吕宽沟扑向姜茂财并用身体将他护住，两人随即被烟尘和污水吞没。,character states
39,5   外景  铁桥/西桥头  日,在指导员带头冲锋导致战士伤亡后，谷子地表现出怎样的心理状态？,谷子地感到愤怒和紧张，因此脸色铁青并大声吼叫以制止士兵继续擅自行动。,谷子地见状猛地站起，脸色铁青，冲着所有人吼道：‘卧倒！没有我的命令谁也不许动！’,character states
40,36  外景  防守阵地  日,在转移阵亡战士遗体时，谷子地为何坚持要将尸体带进窑里？,谷子地担心炮弹会把遗体轰碎，一旦破碎就无法再拼凑完整。,谷子地说别让炮弹把人轰碎了，碎了就拼不回来了。,character states
41,9   外景  铁桥/东桥头   日 | 11  内景  排污暗道  日 | 14  内景  排污暗道  日 | 16  外景  铁桥/东桥头   日,在火炮阵地的下水道行动中，姜茂财的身体状态和情绪表现是怎样的？,姜茂财在行动中保持隐蔽且专注，顶起铁篦子时用力而果断，表现出冷静和坚毅的状态。,姜茂财从下水道穿过火炮阵地未被发现，点燃导火索后用步枪顶起铁篦子，双脚蹬地猛然发力，动作坚决。,character states
42,13  外景  街口  日 | 16  外景  铁桥/东桥头   日 | 31内景  窑场/窑巷  日,在炮声停歇后，王金存独自留在空窑场时表现出怎样的心理状态？,王金存表现出极度压抑和悲痛的心理状态，他嘴唇微抖、眼睛发红、紧咬牙关，长时间一动不动地站着，显示出内心的强烈情绪波动和无法离开的沉重心理负担。,炮声停歇后王金存独自留在空窑场，嘴唇微抖、眼睛发红、紧咬牙关，一动不动地站着许久未离开。,character states
43,16  外景  铁桥/东桥头   日 | 31内景  窑场/窑巷  日,在谷子地分发香烟后，王金存为什么独自留在空窑场而没有立即撤离？,王金存因为情绪激动、内心受到巨大冲击而呆立原地，无法随队伍撤离。,王金存独自留在空窑场，嘴唇发抖，眼睛发红，紧紧咬牙，一动不动地站着许久没有离开。,character states
44,14  外景  东货场  日 | 16  外景  铁桥/东桥头   日 | 31内景  窑场/窑巷  日,在谷子地分发香烟后，王金存为什么独自留在空窑场并表现出压抑的情绪？,因为王金存内心承受着巨大的战争创伤和心理压力，在战斗结束后无法立即跟随队伍撤离，只能独自停留在原地默默承受情绪。,炮声停歇后王金存独自留在堆满弹药的角落，嘴唇发抖、眼睛发红、紧紧咬牙，久久未动，显示其处于强烈的心理挣扎中。,character states
45,27内景  厢房  夜  雪 | 16  外景  铁桥/东桥头   日 | 31内景  窑场/窑巷  日,在撤离战场时，谷子地通过什么方式让九连的幸存者记住这场仗的代价？,谷子地让战士们咬住舌头感受疼痛，以此记住这场仗的代价。,谷子地让战士们咬住舌头感受疼痛，说要记住这场仗的代价。,character states
46,11外景  街垒  日 | 14  内景  排污暗道  日 | 16  外景  铁桥/东桥头   日,为什么尉官被击中后炸药包没有立即爆炸，而是继续喷出火花？,因为炸药包在被尉官抓住后尚未达到引爆条件，虽然冒烟并喷出火花，但还未发生最终爆炸。,炸药包在他怀中继续喷出火花，尚未爆炸。,causal/relational queries
