id,scene,question,answer,evidence,qa_type
15,53、破窑	（夏）	日	外  / 内,"在[53、破窑	（夏）	日	外  / 内]中, 窑里有什么物品？",尘网残颓，柴草半掩破棺材,窑里尘网残颓不堪，柴草半掩着一口半朽的破棺材。,objects/props
16,44、小娥厢房	（夏）	日	内,泡枣在这里指什么？,被人买来当泡枣用的一条母狗,十二岁叫郭家买进门，就是给人家当泡枣用的一条母狗,terminology/abbreviation/concept
17,27、白鹿村村口（夏）日外,"在[27、白鹿村村口（夏）日外]中, 白孝文此时的情绪状态如何？",躲避目光的紧张感,低头躲避着村人好奇的眼光,character states
18,13、白鹿镇乡公所（秋）日内,"在[13、白鹿镇乡公所（秋）日内]中, 鹿三在房门处表现出什么态度？",不卑不亢,不卑不亢地说,character states
19,13、白鹿镇乡公所（秋）日内,"在[13、白鹿镇乡公所（秋）日内]中, 白孝文在被父亲瞪视时的反应是什么？",如同惊鼠一溜烟不见了,白孝文如同惊鼠一溜烟不见了,character states
20,21、祠堂（秋）  ---  日内,鹿兆鹏如何与新娘结拜行礼？,被黑娃等强押着结拜行礼,与白孝文和新娘一道，鹿兆鹏被黑娃等强押着与新娘结拜行礼。,detailed description
21,23、白家牲口圈房（秋）夜内,"在[23、白家牲口圈房（秋）夜内]中, 鹿子霖闯入草料场时的神情如何？",焦急,鹿子霖领着几个人推门而入，一脸焦急，四处查寻,character states
22,17、白鹿原村口（秋）日外,"在[17、白鹿原村口（秋）日外]中, 鹿兆鹏为何去新学堂？",因父亲革命被送至西省城读书,俺大革了命了，送我到西省城里上新学堂呀,character states
23,12、白嘉轩家（秋）日内,"在[12、白嘉轩家（秋）日内]中, 白嘉轩当下的情绪状态如何？",怡然自得,白嘉轩一个人怡然自得地喝着酒。,character states
24,23、白家牲口圈房（秋）夜内,"在[23、白家牲口圈房（秋）夜内]中, 黑娃在铡草料时处于什么情绪状态？",抑闷,把无穷的精力与抑闷倾泄在铡刃上去,character states
25,36、郭家庭院	小娥厢房（夏）日内  / 外,田小娥如何评价黑娃揉腰的力度？,你手太重了，你打铁呀？,你手太重了，你打铁呀？,dialogue/beliefs
26,50、白鹿祠堂	（夏）	日	内 | 29、白孝文新房（夏）夜外  / 内,黑娃为什么在拉锯时用力过猛导致锯条崩断？,因为白嘉轩坚持不肯破例为他主持婚事，黑娃在情绪压抑下通过用力拉锯发泄 frustration，导致锯条崩断。,黑娃请求白嘉轩破例主持婚事被拒，因情绪激动用力拉锯，致使锯条崩断。,causal/relational queries
27,15、白鹿祠堂（秋）日内  /  外 | 29、白孝文新房（夏）夜外  / 内,在黑驴冲撞祠堂的事件后，白嘉轩面对三个孩子时表现出怎样的心理状态？,白嘉轩表现出愤怒、克制和威严的心理状态，他脸色铁青，强压怒意，并通过严厉追问和后续惩戒来维护族规尊严。,黑驴撞倒石碑后，白嘉轩脸色铁青，强压怒意查看石碑，并沉声追问三个孩子谁是主谋。,character states
28,17、白鹿原村口（秋）日外 | 23、白家牲口圈房（秋）夜内 | 24、滋水河畔（秋）夜外,鹿子霖在河边试图跳河追赶儿子时表现出怎样的心理状态？,鹿子霖表现出极度的愤怒与绝望，他在哀求和质问无效后选择跳河追赶，被拦回后仍悲号不止。,鹿子霖跳入河中追赶儿子未果，被黑娃等人拉上岸并抬回家，浑身湿透且持续悲号，声音中充满愤怒与绝望。,character states
29,43、郭家后院	（夏）	日	外 | 44、小娥厢房	（夏）	日	内 | 48、鹿三家	（夏）	日	内,黑娃在请求田小娥原谅时表现出怎样的心理状态？,黑娃表现出羞愧、不安和自责的心理状态，他因自己的行为可能伤害了田小娥而感到没有脸面接受她的心意和工钱。,黑娃低头结巴地请求叫田小娥姐姐，并说自己对她不住，怕伤着她，没脸接受她的心意和工钱。,character states
30,43、郭家后院	（夏）	日	外 | 44、小娥厢房	（夏）	日	内 | 47、白鹿村麦场	（夏）	日	外,黑娃在归还玉镯时，内心因何种情绪而感到没有脸面接受田小娥的心意和工钱？,黑娃因为羞愧于自己可能伤害了田小娥，而感到没有脸面接受她的心意和工钱。,黑娃表示怕是伤着了田小娥，因此觉得无法坦然接受她的心意和工钱。,character states
31,17、白鹿原村口（秋）日外 | 24、滋水河畔（秋）夜外 | 29、白孝文新房（夏）夜外  / 内,鹿子霖在试图跳河追赶儿子被拦回后，他的情绪状态如何表现？,鹿子霖被拉上岸后浑身湿透，一路悲号不止，声音中充满愤怒与绝望。,他跳河追赶儿子未遂，被黑娃等人拉回，上岸后悲号不止，表现出愤怒与绝望的情绪。,character states
32,21、祠堂（秋）  ---  日内 | 23、白家牲口圈房（秋）夜内 | 24、滋水河畔（秋）夜外,鹿兆鹏在拒绝父亲鹿子霖劝说时，表现出怎样的态度和立场？,鹿兆鹏表现出坚决反抗和彻底决裂的态度，他认为自己因读书而觉醒，不愿再成为父亲控制下的牺牲品，对父亲所代表的封建观念充满鄙视与否定。,鹿兆鹏回应父亲称读了书才明白不能做其牺牲品，并斥责父亲是封建活鬼，表示即使母亲去世也不会回头。,character states
33,19、祠堂（秋）日外  / 内 | 41、祠堂	（夏）	日	外  / 内,在婚礼仪式被打断、鹿家抬棺闯入的情况下，白嘉轩宣布由白孝文接任族长时表现出怎样的心理状态？,白嘉轩表现出镇定和深思熟虑的心理状态，他从容应对突发状况，并在众人面前平稳地安排后事，体现出对家族未来的关切和责任感。,白嘉轩在人群骚动后神情镇定地等待众人安静，并在混乱中清晰表达对族长传承的安排，显示出内心的沉稳与对局势的掌控。,character states
34,22、白孝文新房（秋）夜内 | 29、白孝文新房（夏）夜外  / 内,白孝文在婚礼当晚为何未能与新婚妻子成功行房？,白孝文因当年被罚跪祠堂后失去了作为男人的能力，导致在婚礼当晚无法完成行房。,白孝文自述从罚跪祠堂之后便失去了作为男人的能力，这一状态直接影响了婚礼当晚的行为。,character states
35,35、郭家后院（夏）日外 | 44、小娥厢房	（夏）	日	内 | 38、田埂	土崖	麦场（夏）日外 | 47、白鹿村麦场	（夏）	日	外,当黑娃将田小娥扔下断崖后，田小娥在挣扎起身时表现出怎样的身心状态？,田小娥浑身沾满麦秸，捂着肚子蹲地喘息，身体摇晃不稳，脚步踉跄歪斜，一手紧捂腹部，表现出明显的身体痛苦和虚弱，同时在黑娃试图搀扶时怒骂并甩开他的手，显示出强烈的愤怒与抗拒情绪。,田小娥从麦垛爬出，浑身沾麦秸，捂腹蹲地喘息，多次挣扎站起未果，步履踉跄，拒绝黑娃搀扶并斥骂,character states
36,17、白鹿原村口（秋）日外 | 24、滋水河畔（秋）夜外 | 29、白孝文新房（夏）夜外  / 内,在鹿兆鹏拒绝回家并继续前行时，鹿子霖表现出怎样的心理状态？,鹿子霖表现出极度的愤怒、绝望和悲痛，他试图用情感和权威挽留儿子，失败后情绪彻底崩溃。,鹿子霖在儿子拒绝回应后，从哀求到质问，甚至声称妻子已气绝，最终跳河追赶未果，被拉回时浑身湿透，哭骂不止，表现出强烈的绝望与愤怒。,character states
37,38、田埂	土崖	麦场（夏）日外 | 48、鹿三家	（夏）	日	内,在被黑娃扔下断崖后，田小娥的身体和情绪状态如何表现？,田小娥身体受伤且行动困难，情绪悲痛并充满愤怒；她从麦垛爬出时浑身沾满麦秸，捂着肚子喘息，挣扎起身时摇晃不稳，最终踉跄离去，并在被搀扶时怒骂黑娃为‘畜生’。,田小娥跌进麦垛后浑身沾满麦秸，捂着肚子蹲地喘息，挣扎起身时身体不稳，被黑娃试图搀扶时甩开并怒骂，随后踉跄着离开。,character states
38,31、郭家塬（夏）日外 | 37、麦地	（夏）	日	外 | 36、郭家庭院	小娥厢房（夏）日内  / 外 | 38、田埂	土崖	麦场（夏）日外,黑娃在被田小娥扇了一耳光后表现出怎样的情绪状态？,黑娃表现出愤怒和决绝的情绪状态，他猛地站起来，瞪着田小娥，并宣布不再为她干活。,黑娃在被扇耳光后捧着红枣站起，瞪眼说话并决意离开，表现出强烈的愤怒和决断。,character states
39,28、白家上房（夏）日内 | 29、白孝文新房（夏）夜外  / 内,白嘉轩在得知白孝文因当年罚跪祠堂而失去作为男人的能力后，表现出怎样的情绪状态？,白嘉轩表现出极度震惊、悲痛和愤怒的情绪状态。,白嘉轩猛地睁眼、声音颤抖，随后将凉茶泼在白孝文身上，用沙哑冰冷的声音指责这是剜心和断香火的行为，并质问如何面对祖宗。,character states
40,17、白鹿原村口（秋）日外,鹿兆鹏离开时，黑娃在追车过程中经历了怎样的情绪变化？,黑娃起初因收到冰糖而露出幸福的神情，随后在车离去后感到酸楚，最终含泪咀嚼糖渣，流下眼泪。,黑娃接到冰糖时露出从未有过的幸福神情，随后被甜得说不出话，最后把糖渣放进嘴里慢慢嚼着，泪水滑落。,character states
