id,scene,question,answer,evidence,qa_type
11,29、INT. BUTTLE FLATS DAY,Why did Sam turn towards the stairs?,Because the lift was malfunctioning,"Resignedly, he turns towards the stairs.",causal/relational queries
12,41、INT. SAM'S FLAT EVENING,What causes SPOOR and DOWSER to huddle?,DOWSER's discovery of TUTTLE's spare part,DOWSER points to TUTTLE's spare part which is hanging out of the wall,causal/relational queries
13,39、INT. TRANSPORT CAGE EVENING,Why is SAM drawing on the computer print-out of JILL?,To turn her into the DREAM GIRL,SAM is busy drawing long flowing hair with a pencil on the computer print-out of JILL turning her into the DREAM GIRL,causal/relational queries
14,13、INT. MR KURTZMAN'S OFFICE DAY,What does Mr Kurtzman shout into the intercom?,Where the hell is Sam Lowry?,MR KURTZMAN (Shouting into intercom) Where the hell is Sam Lowry?!,dialogue/beliefs
15,5、EXT. HOUSING TOWERS NIGHT,How are the residential tower blocks described visually?,Massive residential tower blocks looming over a poorer city area,TIGHTEN in on one of several massive residential tower blocks that loom over what appears to be a poorer part of the city,detailed description
16,41、INT. SAM'S FLAT EVENING,Why does SPOOR play back SAM's phone call?,To prove SAM's claim of an emergency,"SPOOR plays back SAM's original phone call to Central Services, claiming 'an emergency'",causal/relational queries
17,18、INT. DOCTOR'S OFFICE DAY,"In [18、INT. DOCTOR'S OFFICE DAY], What is Sam's emotional state when he confronts his mother?","He is angry and frustrated, raving and groaning.","SAM is pacing around, raving. ... groans",character states
18,11、INT. JILL'S FLAT NIGHT,"In [11、INT. JILL'S FLAT NIGHT], What is Mrs. Buttle's emotional state when she collapses?",Stunned and overwhelmed,MRS BUTTLE stands stunned in the middle of her decimated flat... slumping to the floor with the receipt,character states
19,21、INT. SAM'S BEDROOM NIGHT,"In [21、INT. SAM'S BEDROOM NIGHT], What behavioral state is Sam in while trying to stay cool in the kitchen?",Nodding off while trying to stay cool by wedging a chair in the refrigerator door.,SAM is sitting in front of the refrigerator. The door is open and he has wedged a chair into the gap in a desperate bid to keep cool. He is nodding off.,character states
20,20、EXT. BRILLIANT SKY DAY,"In [20、EXT. BRILLIANT SKY DAY], What is SAM's behavioral state when he hears the cracking noises?",Frozen in position,SAM freezes.,character states
21,69、INT. BASEMENT DAY,What action does the GUARD perform?,throws the alarm switch,The GUARD throws the alarm switch.,detailed description
22,40、INT. SAM'S CORRIDOR EVENING,"In [40、INT. SAM'S CORRIDOR EVENING], Where does the transport cage arrive?",The platform forming the end of SAM's corridor,The transport cage arrives at the platform forming the end of SAM's corridor.,scene localization
23,42、EXT. CONDUIT FOREST NIGHT,What is the result of the girl dissolving in smoke?,SAM plummets into a void beneath his feet.,But as he embraces her she dissolves in smoke and he plummet into a void beneath his feet.,causal/relational queries
24,53、INT. CORRIDOR DAY,"In [53、INT. CORRIDOR DAY], Where is LIME's office located in relation to SAM's?",The other half of SAM's room bisected by a partition wall,It's the other half of his room bisected by the partition wall.,scene localization
25,50、INT. 30TH FLOOR CORRIDOR DAY,"In [50、INT. 30TH FLOOR CORRIDOR DAY], Where do the EXPEDITERS emerge from?",Doors lining both sides of the corridor,New EXPEDITERS dart out of other doors and join the milling MOB.,scene localization
26,43、EXT. CLOUDS NIGHT,"In [43、EXT. CLOUDS NIGHT], What does Sam manipulate to control his fall?",The corners of his cape,Gripping the corners he whips the cape up and over his head,objects/props
27,60、INT. 50TH FLOOR CORRIDOR DAY,What does the red light indicate?,It signals entry permission is being processed.,The red light goes out and a green light comes on after SAM knocks.,terminology/abbreviation/concept
28,25、INT. KURTZMAN'S OFFICE DAY,"In [25、INT. KURTZMAN'S OFFICE DAY], What is Kurtzman's emotional state when Sam enters the office?",Anxious and hysterical,KURTZMAN is pacing anxiously. ... KURTZMAN (hysterically) Thank God you're here!,character states
29,42、EXT. CONDUIT FOREST NIGHT,What causes SAM to struggle through the vines?,"The vines grab at him, entwine, and entangle him.","SAM is struggling through the vines, which grab at him, entwine and entangle him.",causal/relational queries
30,49、INT. INFORMATION RETRIEVAL LOBBY DAY | 16、INT. MINISTRY OF INFORMATION LOBBY DAY,What does Sam state about his identity when he feels the porter is not taking proper security measures?,Sam states that he could be anybody.,"Sam, unsettled, says he could be anybody.",character states
31,22、EXT. DARKNESS NIGHT,What does SAM do when he realizes the drawer is closing on him?,SAM presses his hands against the edges of the drawer and throws his weight against it to keep it open.,"SAM's breathing quickens and he presses his hands against the edges, resisting... SAM jerks back, panic surging, and throws his weight against the drawer, fighting to keep it open as the metal sides close in around him.",character states
32,31、INT. BUTTLE SITTING ROOM DAY | 25、INT. KURTZMAN'S OFFICE DAY,When does Sam Lowry deliver the refund cheque to Mrs. Buttle?,"Sam Lowry delivers the refund cheque to Mrs. Buttle before redirecting it to her account, during a visit to her home where he finds her sitting motionless in her sitting-room.",Sam Lowry enters Mrs Buttle's dimly lit sitting-room and notices the hole in the ceiling. A woman sits motionless at a small table near a broken window. He introduces himself as Sam Lowry from the Ministry of Information and says he has come to deliver a cheque.,temporal references
33,30、INT. CORRIDOR DAY | 28、EXT. BUTTLE FLATS DAY | 35、INT. JILL'S FLAT DAY | 37、EXT. BLOCK OF FLATS DAY,What happens after Sam sees Jill fleeing with a suitcase?,"Sam sees Jill driving a lorry and runs after it, shouting that the incident was not his doing.","Sam Sees Jill and Chases the Lorry: Jill's lorry rounds the corner at high speed. Sam sees her at the wheel and runs after the vehicle, shouting that the incident was not his doing.",temporal references
34,8、INT. BUTTLE'S FLAT NIGHT,What does the boy say when the girl asks how Father Christmas will get to her room upstairs?,The boy says it is a secret.,"After leaving the sitting room, the girl stops and asks how Father Christmas will get to her room upstairs. Her brother looks at her and says it is a secret, then turns and continues down the hall without explaining.",character states
35,16、INT. MINISTRY OF INFORMATION LOBBY DAY | 40、INT. SAM'S CORRIDOR EVENING,What does Sam state about recognizing Jill when he sees her in the lobby?,Sam does not state that he recognizes Jill when he sees her in the lobby.,"Sam looks around, startled, searching for the woman in the lobby. Jill has just entered, wearing overalls and standing in line at the information desk with her back turned, but Sam does not recognize her. He says nothing and breaks off the conversation, suddenly aware he is late.",character states
36,37、EXT. BLOCK OF FLATS DAY,What does Sam state about the incident when he sees Jill driving the lorry?,Sam states that the incident was not his doing.,"Sam runs after the vehicle, shouting that the incident was not his doing.",character states
37,11、INT. JILL'S FLAT NIGHT | 10、INT. BUTTLE SITTING-ROOM NIGHT | 11、INT. JILL'S FLAT NIGHT,What does Jill state when she calls out to Mrs. Buttle?,Jill states that she is calling out to Mrs. Buttle by saying her name twice.,"From off-camera, Jill's voice calls out, 'Mrs Buttle? Mrs Buttle?'",character states
38,21、INT. SAM'S BEDROOM NIGHT | 37、EXT. BLOCK OF FLATS DAY,What does Sam state about the incident when he sees Jill driving the lorry?,Sam states that the incident was not his doing.,"Sam runs after the vehicle, shouting that the incident was not his doing.",character states
39,22、EXT. DARKNESS NIGHT | 23、INT. SAM'S FLAT NIGHT | 30、INT. CORRIDOR DAY,What does the Jolly Gent state about the Forces of Darkness?,The Jolly Gent states that the Forces of Darkness have won the day but that tomorrow is another one.,He adds that the Forces of Darkness have won the day—but tomorrow is another one.,character states
40,14、EXT. SKY DAY | 20、EXT. BRILLIANT SKY DAY,What does Sam do when the robed figures halt their procession?,"Sam remains in place, motionless and resolute.","Sam remains in place, motionless and resolute, as the figures face him across the silent gap.",character states
41,21、INT. SAM'S BEDROOM NIGHT | 37、EXT. BLOCK OF FLATS DAY,What does Sam state about the children's actions after he finds his vehicle disabled?,Sam does not state anything about the children's actions.,"He looks at them, saying nothing, and they return his gaze without expression.",character states
42,37、EXT. BLOCK OF FLATS DAY,What does Sam state about the incident when he sees Jill driving the lorry?,Sam states that the incident was not his doing.,"Sam sees her at the wheel and runs after the vehicle, shouting that the incident was not his doing.",character states
43,15、INT. SAM'S BEDROOM MORNING | 50、INT. 30TH FLOOR CORRIDOR DAY | 49、INT. INFORMATION RETRIEVAL LOBBY DAY,What happens after Sam pushes the pin back into the loose film poster?,"Sam enters the bathroom, turns off the running taps, returns to the bedroom to dress, goes to the kitchen to pour a cup of coffee, and then leaves the apartment.","He enters the bathroom, turns off the running taps, and returns to dress. In the kitchen, he pours a cup of coffee from the freshly brewed pot. He takes the cup, heads to the door, and leaves.",temporal references
44,48、INT. BATHROOM NIGHT | 49、INT. INFORMATION RETRIEVAL LOBBY DAY | 16、INT. MINISTRY OF INFORMATION LOBBY DAY,Why does Sam decide to accept the transfer to Information Retrieval?,"Sam decides to accept the transfer after Mr Helpmann speaks about his friendship with Sam’s father and reveals he has been keeping Sam’s father’s name alive at the office, which influences Sam’s change of heart.","Mr Helpmann speaks about his friendship with Sam’s father, tracing the letters EREIAMJH in the powder. He says he keeps Sam’s father’s name alive at the office. Sam hesitates, then says he’s changed his mind about the transfer.",causal/relational queries
