id,scene,question,answer,evidence,qa_type
11,21、EXT. COUNTRY ROAD/FIELD - DAY (FLASHBACK),"In [21、EXT. COUNTRY ROAD/FIELD - DAY (FLASHBACK)], What is Klaus's emotional state when he finds the fabric?",Klaus is in emotional distress.,Klaus... screams... this belongs to my Katie...,character states
12,20、INT. DETTERICK HOUSE - DAWN (FLASHBACK),"In [20、INT. DETTERICK HOUSE - DAWN (FLASHBACK)], What is Klaus's behavioral state when instructing Marjorie?",Shouting orders frantically,"KLAUS: GODDAMN IT, WOMAN, GET ON THE PHONE NOW!",character states
13,20、INT. DETTERICK HOUSE - DAWN (FLASHBACK),"In [20、INT. DETTERICK HOUSE - DAWN (FLASHBACK)], What is Marjorie's emotional state during the crisis?",Sobbing incoherently,Marjorie sobbing incoherently,character states
14,11、INT. TV ROOM - DAY,What does Elaine believe about Paul's conflict?,"It's not everybody he has it in for, Paul. It's you.","ELAINE: It's not everybody he has it in for, Paul. It's you.",dialogue/beliefs
15,9、INT. SHACK - MORNING,"In [9、INT. SHACK - MORNING], What does 'DISSOLVE TO' indicate in film terminology?",A film editing transition where one scene fades out while another fades in.,DISSOLVE TO:,terminology/abbreviation/concept
16,17、EXT. E BLOCK PRISON YARD - DAY,What is Paul doing with Coffey's file and his sandwich?,"Sitting by himself on the bleachers with Coffey's file on his knees, thoughtfully unwrapping his brown-bagged sandwich.","Paul sitting by himself on the bleachers with Coffey's file on his knees, thoughtfully unwrapping his brown-bagged sandwich.",detailed description
17,22、EXT. FIELD - DAY (FLASHBACK),"In [22、EXT. FIELD - DAY (FLASHBACK)], What is John Coffey's emotional state during the scene?","In monstrous grief, howling, and crying",John Coffey sits on the riverbank... face twisted in monstrous grief... howling... eyes still streaming tears,character states
18,36、INT. WARDEN MOORES' OFFICE - DAY,When will Hal's wife die according to the doctors?,By Christmas,They say she'll be dead by Christmas,temporal references
19,22、EXT. FIELD - DAY (FLASHBACK),"In [22、EXT. FIELD - DAY (FLASHBACK)], What is Klaus Detterick's condition after his sons' deaths?",Sobbing into his hands and overwhelmed with grief,"He falls to his knees on the riverbank, sobbing into his hands... overwhelmed with grief",character states
20,33、INT. E BLOCK ACCESS TUNNEL - NIGHT,What is the consequence of Paul refusing Percy's request to take Brutal's spot?,Percy threatens to stay and make a career of this.,"PERCY: 'I might just stick around for good, make me a career of this.'",causal/relational queries
21,8、EXT. WOODS - MORNING,"In [8、EXT. WOODS - MORNING], What object is Paul wearing that resembles Red Riding Hood?",A plastic poncho,Paul... in his plastic poncho,objects/props
22,54、INT. E BLOCK - DAY,"In [54、INT. E BLOCK - DAY], What item does Paul have when approaching Billy's cell?",A canvas straitjacket,Paul has a canvas straitjacket,objects/props
23,12、INT. SUN ROOM - DAY,"In [12、INT. SUN ROOM - DAY], Why was death row referred to as the Green Mile?",Because the floor was the color of faded limes.,"We called ours the Green Mile, because the floor was the color of faded limes.",causal/relational queries
24,52、INT. PAUL'S MODEL T - DAY,"In [52、INT. PAUL'S MODEL T - DAY], Where does Paul drive back to?",Cold Mountain,"Paul drives back to Cold Mountain, his heart conflicted...",scene localization
25,18、EXT. DETTERICK FARM - DAWN (FLASHBACK),"In [18、EXT. DETTERICK FARM - DAWN (FLASHBACK)], What does Klaus Detterick do after hearing the woman's scream?",Dropping the pail and running toward the house,"Klaus reappears, dropping the pail, running toward the house",character states
26,26、INT. E BLOCK - DAY,What does the mouse do as it approaches Percy?,"Cruises up the Mile, keeps coming closer, and stares at Percy",cruising inexorably up the Mile... THE MOUSE keeps coming closer... staring at him.,detailed description
27,39、INT. PAUL'S KITCHEN - MORNING,When does Paul plan to go to the doctor?,"Today, as soon as the new inmate is squared away.",PAUL: 'Today. Just as soon as we get the new inmate squares away.',temporal references
28,48、INT. BEDROOM - MORNING,"In [48、INT. BEDROOM - MORNING], What does 'CUT TO:' indicate in the passage?",A scene transition,CUT TO:,terminology/abbreviation/concept
29,16、INT. E BLOCK (THE GREEN MILE) - DAY,"In [16、INT. E BLOCK (THE GREEN MILE) - DAY], What is Paul's physical condition?","Pale, sweaty, and in pain","The door opens, revealing Paul's pale and sweaty face. ... a THIN TRICKLE, accompanied by a stifled groan of pain",character states
30,37、INT. PAUL'S BEDROOM - NIGHT | 41、INT. E BLOCK TOILET - DAY | 44、INT. E BLOCK - DAY,What does Paul state about his condition when responding to Coffey after Billy's outburst?,"Paul does not verbally state anything about his condition, but his actions indicate he is in severe pain and struggling due to the groin injury and fever.","Paul collapses on the Mile, writhing in pain from the injury to his groin and overwhelmed by fever. He lies on the floor, gasping and drenched in sweat. He grimaces, struggling to move, but slowly forces himself to his feet and takes unsteady steps down the block, each one labored, making his way toward Coffey's cell.",character states
31,33、INT. E BLOCK ACCESS TUNNEL - NIGHT | 26、INT. E BLOCK - DAY,What does Percy state he wants in order to consider leaving his position?,"Percy states he wants Brutal's spot at the next execution, and if he gets it, he will leave afterward.","Percy insists he just wants to be out front, just once, and then he’ll be gone.",character states
32,49、INT. LIVING ROOM - MORNING | 48、INT. BEDROOM - MORNING,What does Paul state about his certainty regarding taking the morning off?,Paul states that he is not sure what he is sure of.,He replies that he’s not sure what he’s sure of.,character states
33,27、INT. E BLOCK - NIGHT | 26、INT. E BLOCK - DAY | 27、INT. E BLOCK - NIGHT,What does Percy state about what he will do to the mouse?,Percy states that he is going to rip the mouse's diseased head off.,"As he works the key into the lock, he screams, 'I'M GONNA RIP YOUR DISEASED HEAD OFF, YOU LITTLE PIECE OF SHIT!'",character states
34,10、EXT. NURSING HOME - DAY | 11、INT. TV ROOM - DAY,Why does Elaine react defensively when Brad Dolan approaches Paul during the movie?,Elaine reacts defensively because Brad Dolan is mocking Paul while pretending to offer help as Paul is emotionally distressed.,"Brad Dolan steps in, placing a hand on Paul’s shoulder and leaning in with a mocking tone, asking why he’s crying. Elaine immediately shoves Brad’s hand away, her voice sharp as she tells him Paul doesn’t need his help.",causal/relational queries
35,34、INT. COFFEY'S CELL - DAY,Why does Delacroix become nervous when Percy enters the cell?,"Delacroix becomes nervous because Percy mocks him and shows indifference toward the mouse, which makes Delacroix fear for the mouse's safety.","Del grows nervous, trying to shield the mouse, but it scurries to the top of his head and stares at Percy. Del pleads, 'Don' hurt him, 'kay? 'kay?' Percy looks on with a smirk, calling Delacroix 'Eddie' and mocking him for having a new friend.",causal/relational queries
36,26、INT. E BLOCK - DAY | 27、INT. E BLOCK - NIGHT | 26、INT. E BLOCK - DAY | 34、INT. COFFEY'S CELL - DAY,Why does Percy become enraged after the mouse darts under the restraint room door?,"Percy becomes enraged because the mouse escapes from his reach and he is unable to catch it, which triggers his violent outburst.","After the mouse darts under the restraint room door, Percy lunges toward it, slamming his fist against the door in fury... he screams, 'I'M GONNA RIP YOUR DISEASED HEAD OFF, YOU LITTLE PIECE OF SHIT!' His face is red, his voice raw with rage, and he keeps pounding the door between curses, refusing to let the mouse escape his reach.",causal/relational queries
37,10、EXT. NURSING HOME - DAY | 11、INT. TV ROOM - DAY,What does Elaine say when Brad Dolan tries to intervene during Paul's breakdown?,Elaine tells Brad Dolan that Paul doesn’t need his help.,"Elaine immediately shoves Brad’s hand away, her voice sharp as she tells him Paul doesn’t need his help.",character states
38,10、EXT. NURSING HOME - DAY | 11、INT. TV ROOM - DAY | 10、EXT. NURSING HOME - DAY,What does Paul state about his interaction with Mr. Dolan when Elaine asks if he is coming in?,Paul states that he was just chatting with Mr. Dolan about the weather and that they are finished now.,"After a pause, she asks if he is coming in. Paul replies that he was just chatting with Mr. Dolan about the weather and that they are finished now.",character states
39,16、INT. E BLOCK (THE GREEN MILE) - DAY | 44、INT. E BLOCK - DAY,What does John Coffey state about his ability to help during the incident he refers to?,John Coffey states that he could not stop what happened and was not able to help.,"After a long pause, Coffey speaks softly, saying he couldn’t stop what happened and that he wasn’t able to help.",character states
40,11、INT. TV ROOM - DAY | 10、EXT. NURSING HOME - DAY,What does Elaine state about Paul's need for help from Brad Dolan?,Elaine states that Paul does not need Brad Dolan's help.,"Elaine shoves Brad’s hand away and snaps at him to leave Paul alone, indicating that Paul doesn’t need his help.",character states
41,44、INT. E BLOCK - DAY,What does Paul state about how Percy should deliver the message to the warden?,"Paul states that Percy should deliver only the facts, with no excuses or stories.","Paul orders Percy to go straight to the warden and deliver a clear message: the situation is under control, with no excuses, no stories, just the facts.",character states
42,11、INT. TV ROOM - DAY | 10、EXT. NURSING HOME - DAY,What does Elaine state about Paul's need for help from Brad Dolan?,Elaine states that Paul does not need Brad Dolan's help.,"Elaine shoves Brad’s hand away and snaps at him to leave Paul alone, saying Paul doesn’t need his help.",character states
43,7、EXT. NURSING HOME - ESTABLISHING - MORNING | 10、EXT. NURSING HOME - DAY | 11、INT. TV ROOM - DAY | 10、EXT. NURSING HOME - DAY,What does Paul claim about his interaction with Brad Dolan?,Paul claims that he was just talking with Brad Dolan about the weather.,"Paul says they were just talking about the weather, and later repeats that he was just chatting with Mr. Dolan about the weather.",character states
44,1、EXT. FIELD - DAY(SLOW MOTION) | 21、EXT. COUNTRY ROAD/FIELD - DAY (FLASHBACK),What does Deputy Rob McGee state about the weapons during the operation?,Deputy Rob McGee states that all weapons must be unloaded to prevent anyone from being accidentally shot.,"Deputy McGee bellowing orders—'I want all the weapons unloaded, y'hear? Take out your shells, I won't have a man shot by accident today!'",character states
