id,scene,question,answer,evidence,qa_type
20,12、INT. OPERATIONS ROOM - CONTROL BLOCK,What action is Lydecker performing when he approaches Simpson?,Catching up to the harried Operating Manager.,"DOLLY AHEAD OF LYDECKER, the Assistant Operations Manager, as he catches up to the harried Operating Manager, SIMPSON.",detailed description
21,30、INT. MESS HALL,"In [30、INT. MESS HALL], What is Apone's physical description?","Stocky, grizzled, with peregrine eyes.","Apone is stocky, grizzled, with peregrine eyes.",character states
22,27、INT. HYPERSLEEP VAULT,"In [27、INT. HYPERSLEEP VAULT], What visual detail is shown on Ripley's capsule?",Trickles of water run down the frosted canopy,CLOSE ON RIPLEY'S CAPSULE as trickles of water run down the frosted canopy.,detailed description
23,17、EXT. LANDSCAPE - NIGHT,What does Tim say to comfort Newt?,"It'll be okay, Newt. Dad knows what he's doing.","TIM (quavering) It'll be okay, Newt. Dad knows what he's doing.",dialogue/beliefs
24,3、EXT. PARK,"In [3、EXT. PARK], What is Ripley's physical condition as described in the passage?",Healthier but still a bit brittle,"Ripley seems healthier now, but still a bit brittle.",character states
25,38、INT. DROP-SHIP - APC | 42、INT. DROP-SHIP - APC | 48、INT. HOLD - APC,How does Ripley react when Hudson boasts about his combat readiness?,"Ripley nods silently to Hicks after he intervenes with Hudson, and her face remains tense with stiff posture.","Ripley nods silently to Hicks. Her face remains tense, her posture stiff.",character states
26,5、INT. CONFERENCE ROOM - ON RIPLEY - GATEWAY | 22、INT. APARTMENT,What does Ripley state about the alien ship on LV-426 during the inquiry?,"Ripley states that there is an alien ship on LV-426 containing thousands of eggs, and that just one of the creatures from the eggs killed her entire crew within twelve hours of hatching, warning that if the creatures reach Earth, it will be catastrophic.","Ripley insists the Nostromo crew discovered a derelict alien spacecraft on LV-426 after following a distress signal... Back on that planetoid is an alien ship, and on that ship are thousands of eggs. Thousands. Do you understand? Just one of those things killed my entire crew within twelve hours of hatching... If those things get back here, that will be all. Then you can just kiss it goodbye, Jack!",character states
27,4、INT. CORRIDOR - GATEWAY | 22、INT. APARTMENT | 42、INT. DROP-SHIP - APC | 48、INT. HOLD - APC,What does Ripley state about her deposition?,Ripley states that her deposition is complete and accurate.,Ripley states that her deposition is complete and accurate.,character states
28,22、INT. APARTMENT | 50、INT. HOLD - APC | 48、INT. HOLD - APC,What does Ripley state about her role during the deployment?,Ripley states that she is staying inside during the deployment.,"Vasquez moves past Ripley and asks if she is staying inside. Ripley replies, 'You bet.'",character states
29,31、INT. READY ROOM - TIGHT ON APONE - ARMORY | 45、INT. HOLD - APC | 48、INT. HOLD - APC,What does Gorman state about his experience with drop missions?,"Gorman states that he has been on thirty-eight drop missions, all of which were simulated.","When Ripley asks how many drop missions he’s been on, Gorman replies thirty-eight, all simulated.",character states
30,31、INT. READY ROOM - TIGHT ON APONE - ARMORY | 36、INT. LOADING BAY - ANGLE ON BURKE AND GORMAN | 50、INT. HOLD - APC,When does Gorman instruct Ferro to set down near the telemetry mast?,"Gorman instructs Ferro to set down near the telemetry mast while assessing the colony from orbit, before landing.","Gorman manipulates the controls to zoom in on the colony's image. He speaks into the mike, instructing Ferro to hold the view at forty and begin a slow circle around the complex. On the screen, the colony's buildings emerge through the haze... Gorman then directs Ferro to set down sixty meters from the telemetry mast and to remain on station after immediate dust off on his signal.",temporal references
31,2、INT. HOSPITAL ROOM - TIGHT ON RIPLEY - GATEWAY STATION | 22、INT. APARTMENT | 29、INT. SHOWERS | 28、INT. HYPERSLEEP VAULT | 38、INT. DROP-SHIP - APC,What does Ripley state about her experience after waking up?,Ripley states that she does not want to sleep because of her bad dreams.,"When the Med-Tech offers her something to help her sleep due to her bad dreams, Ripley responds, 'No. I don't want to sleep.'",character states
32,36、INT. LOADING BAY - ANGLE ON BURKE AND GORMAN | 50、INT. HOLD - APC,When does Gorman instruct Ferro to set down near the telemetry mast?,"Gorman instructs Ferro to set down near the telemetry mast while assessing the colony from orbit, before landing.","During the assessment from orbit, Gorman directs Ferro to set down sixty meters from the telemetry mast and to remain on station after immediate dust off on his signal.",temporal references
33,1、INT. NARCISSUS | 28、INT. HYPERSLEEP VAULT | 37、INT. READY ROOM - ARMORY,Why did the discovery of Ripley affect the salvage operation?,"The discovery of Ripley affected the salvage operation because she was found alive, which invalidated the claim for salvage rights.","The leader checks the readouts and says, 'Lights are green. She's alive,' and then adds, 'Well, there goes our salvage, guys.'",causal/relational queries
34,2、INT. HOSPITAL ROOM - TIGHT ON RIPLEY - GATEWAY STATION | 3、EXT. PARK | 20、INT. RIPLEY'S APARTMENT - A LITTLE LATER,Why does Ripley react with such emotional distress after being shown the photograph?,"Ripley reacts with emotional distress because she learns that her daughter, whom she had promised to return home for, died years earlier, and she is overwhelmed by grief and regret over missed time and broken promises.","She stares at the photograph of the elderly woman, struggling to recognize the child she once knew. She whispers her daughter’s childhood nickname, 'Amy,' and recalls promising to be home for her eleventh birthday—a promise she never kept. Her voice falters as she speaks of missed chances, of always assuming there would be time later. Her breath catches. She does not sob, but tears fall silently down her face.",causal/relational queries
35,2、INT. HOSPITAL ROOM - TIGHT ON RIPLEY - GATEWAY STATION | 22、INT. APARTMENT | 36、INT. LOADING BAY - ANGLE ON BURKE AND GORMAN,What does Ripley state about her desire to sleep after experiencing a nightmare?,Ripley states that she does not want to sleep.,"When the Med-Tech offers her something to help her sleep after asking about her bad dreams, Ripley shakes her head and says, 'No. I don't want to sleep.'",character states
36,14、INT. TRACTOR | 15、EXT. TRACTOR,What does Russ Jorden state about the discovery when he sees the alien ship?,Russ Jorden states that they have scored big this time.,"Russ whispers in awe, 'Folks, we have scored big this time.'",character states
37,36、INT. LOADING BAY - ANGLE ON BURKE AND GORMAN | 50、INT. HOLD - APC | 48、INT. HOLD - APC,What does Ripley state about her decision to stay inside the vehicle?,Ripley states that she is definitely staying inside the vehicle.,"Vasquez asks if she is staying inside, and Ripley replies, 'You bet.'",character states
38,5、INT. CONFERENCE ROOM - ON RIPLEY - GATEWAY | 8、INT. CORRIDOR,What does Ripley state about the origin of the creature she encountered?,Ripley states that the creature came from a derelict alien spacecraft they discovered on the planetoid.,"Ripley argues that the creature came from a derelict alien spacecraft they discovered on the planetoid, warning that thousands of eggs remain there.",character states
39,37、INT. READY ROOM - ARMORY | 50、INT. HOLD - APC,When do the troopers begin moving out toward the ready line?,The troopers begin moving out after Sergeant Apone shouts for them to move to the ready line.,"Sergeant Apone shouts, 'Let's move it, girls! On the ready line. Let's go, let's go.' The troopers begin moving out.",temporal references
