id,scene,question,answer,evidence,qa_type
11,14、INT. BARRY'S APARTMENT - MOMENTS LATER,Why does Barry mention wanting to diversify his business?,Because he wishes he was making more money and wants to improve.,I wish I was making more... I'd like to diversify...,causal/relational queries
12,29、INT. RESTARAUNT - MOMENTS LATER,"In [29、INT. RESTARAUNT - MOMENTS LATER], What is Barry's emotional state when the Manager confronts him?",He appears distressed and defensive.,BARRY: 'Please don't do this to me.' and 'I didn't do it.',character states
13,28、INT. BATHROOM - MOMENTS LATER,"In [28、INT. BATHROOM - MOMENTS LATER], What does Barry do after collecting himself?","He hesitates, looks around, and tries to collect the bathroom.","HOLD. He collects himself and then he hesitates, looks around, tries to collect the bathroom but it's in ruins",character states
14,63、INT. ROYAL HAWAIIAN HOTEL ROOM - MOMENTS LATER,What does Lena say she wants to do to Barry's face?,Bite his cheek and chew it.,LENA: 'I just...your face is so adorable...I wanna bite your cheek and chew on it....',dialogue/beliefs
15,18、INT. BARRY'S WORK/WAREHOUSE - MORNING/LATER,"In [18、INT. BARRY'S WORK/WAREHOUSE - MORNING/LATER], What is Barry's emotional state after discovering something unexpected in the warehouse?",Upset and frustrated about something being in the warehouse.,BARRY: 'This is not supposed to be here. Seriously... It already did hurt someone: It hurt me...',character states
16,27、INT. RESTAURANT - NIGHT,"In [27、INT. RESTAURANT - NIGHT], Why did Lena come to meet Barry?",She wanted to meet him and didn't want to hide her intention.,"I came to drop my car off there on purpose, to try and meet you.",character states
17,23、INT. DEAN'S OFFICE/UPSTAIRS/BACKROOM - MOMENTS LATER,"In [23、INT. DEAN'S OFFICE/UPSTAIRS/BACKROOM - MOMENTS LATER], What is Latisha's emotional state when Dean makes a sudden move?",She is frightened.,She FLINCHES.,character states
18,17、INT. KITCHEN - MOMENTS LATER,Why does Georgia call Barry?,To ask for financial help.,I just wanted to call and talk to you... I was wondering if you could help me out with a little bit of money.,causal/relational queries
19,20、INT. STEVENS BROTHERS HOUSE - DAY,"In [20、INT. STEVENS BROTHERS HOUSE - DAY], What is David's physical condition?",He has a knee injury.,But it's gotta wait until my knee is better. I can't risk it.,character states
20,7、INT. WAREHOUSE/NEAR LANCE'S DESK - LATE AFTERNOON,What does Elizabeth say about bringing a friend to the party?,"She says it's a free country, we can look at you if we want to.","ELIZABETH
It's a free country, we can look at you if we want to.",dialogue/beliefs
21,59、INT. WAKIKI STREET/PHONE BOOTH - MOMENTS LATER,What does Barry ask Lena about her relationship status?,You don't have a boyfriend or anything do you?,You don't have a boyfriend or anything do you?,dialogue/beliefs
22,27、INT. RESTAURANT - NIGHT,"In [27、INT. RESTAURANT - NIGHT], What physical action does Barry perform during the conversation?",He leans a little bit out of FRAME.,Barry leans a little bit out of FRAME.,character states
23,7、INT. WAREHOUSE/NEAR LANCE'S DESK - LATE AFTERNOON,What does Elizabeth claim is her intention toward Barry?,She says she's trying to be your friend.,"ELIZABETH
All I'm trying to do is be your friend.",dialogue/beliefs
24,53、INT. PLANE - DAY,What camera action is described before the dialogue?,Holds a 2-shot on Barry and a Business Guy,"CAMERA holds 2-shot on Barry and a BUSINESS GUY sitting together, just before take off.....HOLD, THEN:",detailed description
25,14、INT. BARRY'S APARTMENT - MOMENTS LATER | 17、INT. KITCHEN - MOMENTS LATER | 37、EXT. BARRY'S APARTMENT - LATER,What does Barry state when he is confronted by David and Mike D and asked about additional money?,Barry states that he has nothing else.,"Barry insists he has nothing else when questioned about more money, an ATM, and whether he has another house.",character states
26,26、EXT/INT. LENA'S APARTMENT COMPLEX - EVENING | 27、INT. RESTAURANT - NIGHT | 31、INT. LENA'S APARTMENT - LATER,What does Lena state about her reason for coming to Barry's workplace?,Lena states that she saw a picture of Barry and his sisters and intentionally dropped off her car at his workplace to meet him.,Lena tells Barry she saw a picture of him and his sisters and decided to drop off her car at his workplace on purpose to meet him.,character states
27,17、INT. KITCHEN - MOMENTS LATER | 37、EXT. BARRY'S APARTMENT - LATER | 38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT,What does Georgia state about her ability to access Barry's financial information?,"Georgia states that she can call Barry's girlfriend to ask for money because she has access to his personal information, including credit card and billing details.","Georgia suggests calling his girlfriend instead, saying she has access to his personal information, including credit card and billing details.",character states
28,49、EXT. PARKING LOT/ANOTHER SMART AND FINAL. | 47、EXT. SMART AND FINAL - DAY | 48、INT. SUPERMARKET - DAY,What does Barry say about himself while sitting in the car after failing to enter the store?,Barry says he gets really sick of himself sometimes.,"He sits quietly for a moment, then says to Lance, 'I get really sick of myself sometimes.'",character states
29,30、INT. BARRY'S CAR - DRIVING - NIGHT | 31、INT. LENA'S APARTMENT - LATER,What does Barry state about his plans to visit Hawaii?,Barry states that he does not know if he will visit Hawaii.,"When Lena suggests he might visit Hawaii, Barry responds vaguely, saying he doesn’t know.",character states
30,17、INT. KITCHEN - MOMENTS LATER | 37、EXT. BARRY'S APARTMENT - LATER | 38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT,What does Georgia state about her access to Barry's personal information during the call?,Georgia states that she has access to Barry's credit card information and billing details.,"Georgia then suggests calling his girlfriend instead, implying she has access to his personal information. Georgia asks Barry if she should call his girlfriend to ask for the money, mentioning that she has access to his credit card information and billing details.",character states
31,37、EXT. BARRY'S APARTMENT - LATER | 38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT,What does Barry state about the phone call when confronted by David and Mike D?,Barry states that the call was supposed to be confidential and that he never promised money.,"Barry objects, saying he never promised money and that the call was supposed to be confidential.",character states
32,33、INT. MAZE OF CORRIDORS - MOMENTS LATER | 40、EXT. STREET NEAR ATM - NIGHT | 37、EXT. BARRY'S APARTMENT - LATER | 38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT,What happens after Barry is shoved to the ground by Mike D?,"Barry pleads with David and Mike D to take the money in his pockets, which they do while holding him down, and then Mike D pushes his face into the ground while David questions him about more money and an ATM.","Mike D suddenly shoves Barry hard, sending him to the ground. Barry pleads with them, telling them to take the money in his pockets. David and Mike D grab the cash while holding him down. Mike D pushes Barry’s face into the ground, silencing him. David continues questioning, asking about more money, an ATM, whether Barry has another house.",temporal references
33,38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT | 40、EXT. STREET NEAR ATM - NIGHT | 37、EXT. BARRY'S APARTMENT - LATER,Why did Mike D and David confront Barry after the initial robbery at the ATM?,Mike D and David confronted Barry because they believed he had more money and wanted to force him to withdraw additional cash from an ATM.,"After Barry was robbed and fell to the ground, Mike D suggested going to the ATM to withdraw more money, and Barry agreed to do it, indicating they believed he could access more funds.",causal/relational queries
34,33、INT. MAZE OF CORRIDORS - MOMENTS LATER | 40、EXT. STREET NEAR ATM - NIGHT | 37、EXT. BARRY'S APARTMENT - LATER,What does Barry state about his possessions during the confrontation?,Barry states that he has nothing else besides the money in his pockets.,Barry insists he has nothing else.,character states
35,13、INT. BARRY'S APARTMENT - MOMENTS LATER | 17、INT. KITCHEN - MOMENTS LATER | 37、EXT. BARRY'S APARTMENT - LATER,What does Barry state about his ability to help Georgia financially?,Barry states that he cannot afford to help Georgia with the money she requests.,"Barry says he can’t afford it when Georgia asks for seven hundred fifty dollars, and he repeats that he can’t help when she presses him.",character states
36,12、INT. BARRY'S APARTMENT - LATER,What does Barry state about his name when providing information to the operator?,Barry states that he does not want anyone to know it is him and asks to be called Jack instead.,"Barry asks that his name not be used and asks to be called Jack instead, expressing concern that no one should know it is him.",character states
37,40、EXT. STREET NEAR ATM - NIGHT | 37、EXT. BARRY'S APARTMENT - LATER | 38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT,What does Barry state when he is confronted and shoved to the ground by Mike D and David?,Barry states that they can take the money in his pockets and insists he has nothing else.,"Barry pleads with them, telling them to take the money in his pockets. Barry insists he has nothing else.",character states
38,17、INT. KITCHEN - MOMENTS LATER | 37、EXT. BARRY'S APARTMENT - LATER | 38、EXT. GROCERY STORE/BANK PARKING LOT - NIGHT,What does Barry state when David and Mike D demand more money after robbing him?,Barry insists he has nothing else.,Barry insists he has nothing else.,character states
39,47、EXT. SMART AND FINAL - DAY | 48、INT. SUPERMARKET - DAY,What does Barry state about pudding?,Barry states that you can get places in the world with pudding.,"Barry says, 'You know you can get places in the world with pudding.'",character states
