id,scene,question,answer,evidence,qa_type
26,55 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.,"In [55 INT.  INTERROGATION ROOM.  POLICE STATION.  DAY.], What is Carol Emerson's emotional state after being accused of lying during the polygraph test?","Distraught and on the verge of breaking down, showing visible fear and anxiety.",The quivering lip and flooding eyes amalgamate into a horrible sort of groan. She's bellied up and anxious to spill her beans.,character states
27,149 INT.  WAITING AREA.  POLICE STATION.  DAY.,What does Helena express she would do to get Berlin free?,She would do anything to get him free.,"HELENA: Oh, John, I'd do anything, anything, to get you free.",dialogue/beliefs
28,61 INT.  CHIEF'S OFFICE.  POLICE STATION.  DAY.,What is Berlin's emotional state when Citrine tells him the case is closed?,Resigned and unwilling to argue despite disagreement.,If there was any argument to be had BERLIN would be arguing it.,character states
29,32 INT.  CORRIDOR.  INSTITUTE.  DAY.,What does Ross express about the place he is in?,Ross loathes the place and its silence.,ROSS loathes this joint. Loathes its silence.,dialogue/beliefs
30,31 INT.  PRINCIPAL'S OFFICER.  INSTITUTE.  DAY.,What does Goodridge mean by 'college of higher education' in the context of the institution where Amber studied?,"It is an educational institution for students with severe visual disabilities, not a prison.","this isn't a prison, it's a college of higher education - a severe visual disability doesn't mean my students don't value their independence",terminology/abbreviation/concept
31,26 INT.  MERCEDES SEDAN.  CITY OF EUREKA.  NIGHT.,What item does Berlin have that he is urged to mail to the FBI?,The Zippo lighter.,ROSS: Why don't you dump it? Mail it off. Give the fucking F.B.I. a present?,objects/props
32,16 INT.  MORGUE.  COUNTY HOSPITAL.  EUREKA.  DAY.,What does the pathologist believe about the cause of the liver's condition?,"The liver damage was caused by heavy drinking, not just a few beers.","PATHOLOGIST: No, Freddy .. Not a few ..",dialogue/beliefs
33,4 EXT.  FREEWAY INTERSECTION.  DUSK.,What happens to the cigarette on the highway and what is the immediate visual effect?,"The cigarette shatters, creating an instant of red on the highway.",An instant of red as the cigarette shatters up the highway.,detailed description
34,24 INT.  (TELETYPE)/ADMIN.  POLICE STATION.  NIGHT.,What emotional state does Citrine display while reading the teletype transmission?,Citrine shows visible misgivings while reading the transmission.,Visible misgivings as he hauls it out and reads.,character states
35,41 EXT.  TRINITY VALLEY.  DAY.  (HELICOPTER),How is the landscape described as the Mercedes and Music travel north?,Forest plunges into dark ravines; sun colors mountains red; most of the valley is in shadow.,Forest plunging into dark ravines. The sun colors the mountains red. But most of the valley is in shadow.,detailed description
36,37 INT.  ANTI ROOM/ADMINISTRATION.  POLICE STATION.  DAY.,What is Berlin's emotional state when he sees the printout from the machine?,He is incredulous and shocked.,Can't believe what he's looking at.,character states
37,25 INT.  CRIME LAB.  POLICE STATION.  NIGHT.,What is Berlin's emotional or behavioral state when he is analyzing the fingerprint enhancement on the screen?,"He is bothered and focused, expressing concern about the striations on the fingertip.",BERLIN: Laser enhancement of the fingertip .. it's really bothering me .. See these striations right here?,character states
38,40 EXT.  QUAY/HARBOR.  HUMBOLDT BAY.  DAY.,What is Ross's emotional state when he refuses to help Berlin?,He does not enjoy saying no and is reluctant.,But he doesn't really believe it. And doesn't enjoy saying no.,character states
39,40 EXT.  QUAY/HARBOR.  HUMBOLDT BAY.  DAY.,How does Berlin react emotionally when admitting he was wrong?,He shows remarkable humility.,"Says it with remarkable humility considering he's the ""expert.""",character states
40,34 INT.  CORRIDOR.  INSTITUTE.  DAY.,What is Berlin's emotional state during the interaction with Ross?,"Frustrated and dismissive, refusing to acknowledge Ross's behavior.","He bells the elevator refusing to acknowledge ROSS's bullshit. Lips drill a whisper into his ear. ""Fifty fucken dollars, O.K.""",character states
41,36 EXT.  CITY DUMP.  CITY OF EUREKA.  NIGHT.,What is Berlin's physical condition while digging graves in the cold?,"He sweats in shirt sleeves and is breathless, needing to rest.",Despite the cold he sweats in shirt sleeves. Also breathless and rests to catch his wind.,character states
42,56 EXT.  ROSS'S BOAT.  HUMBOLDT BAY.  EUREKA.  DAY.,What is Helena's emotional state as she experiences the ocean spray?,"She is joyful, reacting as if getting sea in her face is the best invention ever.",She turns like getting sea in your face is the best invention ever.,character states
43,35 INT.  CHEVROLET.  TRINITY VALLEY.  DUSK.,What is Berlin's emotional state when Ross throws the Zippo out the window?,Angry and disbelieving due to losing a sentimental item.,BERLIN can't believe it. I don't believe you did that. I had a great sentimental attachment to that.,character states
44,35 INT.  CHEVROLET.  TRINITY VALLEY.  DUSK.,How does Ross feel about returning to the garbage dump?,Unwilling and fearful of what they might find.,"No way .. not me, Mister. I'm not going up there again. Might find someone's prick in a hot-dog roll.",character states
45,49 EXT/INT.  FIRE ESCAPE/APARTMENT.  INSTITUTE.  DUSK.,What is Helena's emotional state when Berlin stares at her intensely?,Uncomfortable due to the growing silence and intense stare.,The silence is almost uncomfortable. BERLIN continues to stare.,character states
46,49 EXT/INT.  FIRE ESCAPE/APARTMENT.  INSTITUTE.  DUSK.,What does Berlin feel when informing Helena about Amber's death?,"Sorry, indicating regret or sorrow.",BERLIN: Yes. I'm sorry.,character states
47,66 INT.  CRIME LAB.  POLICE STATION.  NIGHT.,What is Berlin's emotional state at the end of the passage?,"Frustrated and exhausted, wanting to leave.",Fuck this for a Friday night. He's had enough of it.,character states
48,52 INT.  CRIME LAB.  POLICE STATION.  DAY.,How does Berlin react emotionally when Ross questions whether the kid shot the dog?,Defensive and annoyed.,He looks at ROSS like what-are-you-looking-at-me-like-that-for?,character states
49,54 INT.  ANTI ROOM/INTERROGATION.  POLICE STATION.  DAY.,What emotional state does Ross display when hearing the expert's explanation?,Ross is devastated.,ROSS listens devastated as the EXPERT explains his lousy chart.,character states
50,59 EXT.  CAR PARK AT BEACH.  DUSK.,What is Berlin's emotional state when Helena tells him what Ross said about him?,Amused more than annoyed.,BERLIN is more amused than annoyed.,character states
51,35 INT.  CHEVROLET.  TRINITY VALLEY.  DUSK. | 13 EXT.  INFILL.  GARBAGE DUMP.  DAY.,How long does Berlin decide they will continue searching at the landfill?,Berlin decides they will continue searching for one more hour.,"They exchange words about how long they’ll stay, and Berlin decides they’ll continue for one more hour.",temporal references
52,10 EXT.  ENTRANCE/TRACK/INFILL.  CITY DUMP.  EUREKA.  DAY. | 11 EXT.  WORKING FACE.  INFILL.  GARBAGE DUMP.  DAY.,What does Ross state about the difficulty of finding the knife at the landfill?,"Ross states that he is frustrated by how a person as dead as the victim could lose a knife, indicating his confusion over the absence of the weapon.","He looked around, frustrated. 'How does anyone dead as this lose a knife?' he muttered.",character states
53,11 EXT.  WORKING FACE.  INFILL.  GARBAGE DUMP.  DAY. | 15 INT.  CORRIDOR/ADMINISTRATION.  POLICE STATION.  DAY. | 23 INT.  BEDROOM.  HOUSE.  DAY.,What does Berlin state about his current role when handing the film to Ross?,Berlin states that he hasn't started his official duties yet and refers to himself as a 'tourist' for the weekend.,"Berlin, wearing surgical gloves, hands a film from his camera to Ross and says he hasn’t started his official duties yet, calling himself a 'tourist' for the weekend.",character states
54,17 INT.  KITCHEN.  THE ROSS RESIDENCE.  EUREKA.  DUSK.,What does Ross state about the accounts manager he plans to confront at City Hall?,"Ross states that the accounts manager is a sharp-tongued, scheming woman with deep ties to the mayor and believes she is involved in fraud.","He’s after an accounts manager he describes as a sharp-tongued, scheming woman with deep ties to the mayor, someone he believes is knee-deep in fraud, though he hasn’t been able to prove it.",character states
55,11 EXT.  WORKING FACE.  INFILL.  GARBAGE DUMP.  DAY. | 13 EXT.  INFILL.  GARBAGE DUMP.  DAY. | 16 INT.  MORGUE.  COUNTY HOSPITAL.  EUREKA.  DAY. | 18 INT.  CRIME LAB.  POLICE STATION.  DAY.,Why does Berlin question whether the fatal cut was made from left to right?,"Berlin questions the direction of the fatal cut because the victim was left-handed, which could indicate whether the wound was self-inflicted or made by someone else.","BERLIN asks if the fatal cut was left to right, pointing out the Bum was left-handed. He lifts the nicotine-stained left hand.",causal/relational queries
56,17 INT.  KITCHEN.  THE ROSS RESIDENCE.  EUREKA.  DUSK.,What does Margie state about Berlin's appearance during their reunion?,Margie states that Berlin is looking wonderful.,"She steps back and tells him, 'You're looking wonderful, John,' her voice full of affection.",character states
57,11 EXT.  WORKING FACE.  INFILL.  GARBAGE DUMP.  DAY. | 15 INT.  CORRIDOR/ADMINISTRATION.  POLICE STATION.  DAY. | 23 INT.  BEDROOM.  HOUSE.  DAY.,Why does Berlin urgently request forensic analysis from Ronzo instead of using official channels?,Berlin requests urgent help from Ronzo because he doesn’t know anyone else in the area and knows that going through official channels would take weeks.,"He pleads for a quick result, saying he doesn’t know anyone else up here and that it would take weeks through official channels.",causal/relational queries
58,17 INT.  KITCHEN.  THE ROSS RESIDENCE.  EUREKA.  DUSK. | 22 INT.  STAIRS/LIVING ROOM.  BERLIN'S HOUSE.  DAY.,Why does Berlin decline the champagne Ross offers?,Berlin declines the champagne because he is on a diet and prefers a diet soda instead.,"Berlin declines, saying he’s on a diet and would prefer a diet soda.",causal/relational queries
59,12 EXT.  INFILL.  GARBAGE DUMP.  DAY. | 13 EXT.  INFILL.  GARBAGE DUMP.  DAY. | 16 INT.  MORGUE.  COUNTY HOSPITAL.  EUREKA.  DAY.,Why does Berlin question whether the fatal cut was made from left to right?,"Berlin questions the direction of the fatal cut because the derelict was left-handed, which makes it unlikely that he would have made a cut from left to right if he had inflicted it on himself.","Berlin asks if the fatal cut was left to right, pointing out the Bum was left-handed. He lifts the nicotine-stained left hand.",causal/relational queries
60,15 INT.  CORRIDOR/ADMINISTRATION.  POLICE STATION.  DAY. | 23 INT.  BEDROOM.  HOUSE.  DAY.,Why did Berlin urgently contact Ronzo in Los Angeles?,"Berlin urgently contacted Ronzo to get fast forensic results on blood stains from a brassiere, bypassing slow official channels.","Berlin pleads for a quick result, saying he doesn’t know anyone else up here and that it would take weeks through official channels, and calls Ronzo his favorite man and the first person he called.",causal/relational queries
61,34 INT.  CORRIDOR.  INSTITUTE.  DAY. | 15 INT.  CORRIDOR/ADMINISTRATION.  POLICE STATION.  DAY. | 23 INT.  BEDROOM.  HOUSE.  DAY.,Why does Berlin rely on Ronzo for the forensic analysis instead of using official channels?,"Berlin relies on Ronzo because official channels would take weeks to deliver results, and he needs the information quickly.","He pleads for a quick result, saying he doesn’t know anyone else up here and that it would take weeks through official channels.",causal/relational queries
62,35 INT.  CHEVROLET.  TRINITY VALLEY.  DUSK.,When does Berlin become more determined to return to the garbage dump?,Berlin becomes more determined to return to the garbage dump after Ross throws his Zippo lighter down the ravine.,He grows more determined after Ross throws his Zippo lighter out the window.,temporal references
63,10 EXT.  ENTRANCE/TRACK/INFILL.  CITY DUMP.  EUREKA.  DAY. | 11 EXT.  WORKING FACE.  INFILL.  GARBAGE DUMP.  DAY.,Why does Ross order Travis to get the knife from Trimble?,"Ross believes the knife used in the murder might be in Trimble's possession because the victim's throat was cut, and Trimble is carrying a weapon.","Ross looks at Trimble, who has a rusty .22 pump-action Remington, after learning the man’s throat was cut from ear to ear. Ross then urgently tells Travis to get the knife from the kid, indicating he suspects the weapon may be related to the killing.",causal/relational queries
64,15 INT.  CORRIDOR/ADMINISTRATION.  POLICE STATION.  DAY. | 23 INT.  BEDROOM.  HOUSE.  DAY.,What does Berlin state about the call he receives from Delaware Roofing?,Berlin does not make a statement about the call; he simply answers the phone and begins speaking after it rings.,"Berlin catches his breath and sits up on the bed. He reaches for the Ansa Phone just as it rings. The call is from Delaware Roofing, inquiring about an estimate.",character states
65,17 INT.  KITCHEN.  THE ROSS RESIDENCE.  EUREKA.  DUSK.,Why does Berlin decline the champagne when Ross offers it?,Berlin declines the champagne because he is on a diet and prefers a diet soda instead.,"Berlin declines, saying he’s on a diet and would prefer a diet soda.",causal/relational queries
