id,scene,question,answer,evidence,qa_type
15,17、INT. DELIVERY ROOM - DAY,"In [17、INT. DELIVERY ROOM - DAY], What is Homer's emotional state towards Dr. Larch?",Adoring,Homer looks adoringly at Dr. Larch,character states
16,53、EXT. ST. CLOUD'S - GRAVEYARD - EARLY MORNING,Why is Buster bewildered after Larch's explanation?,Because Larch's explanation about the girl's death being due to secrecy and ignorance is confusing to him.,"Buster nods, but he's totally bewildered.",causal/relational queries
17,53、EXT. ST. CLOUD'S - GRAVEYARD - EARLY MORNING,What causes Homer to roll his eyes during Larch's conversation?,He has heard Larch's argument too many times.,Homer has heard this too many times; he rolls his eyes.,causal/relational queries
18,42、INT. GIRLS' DIVISION - NIGHT,Why is Edna happy for Hazel?,Because Hazel has found a family.,Let us be happy for Hazel. Hazel has found a family.,causal/relational queries
19,20、EXT. INCINERATOR - DAY,"In [20、EXT. INCINERATOR - DAY], What is Homer's emotional state when he looks into the pail?",Disgusted,Homer's disgusted expression,character states
20,20、EXT. INCINERATOR - DAY,"In [20、EXT. INCINERATOR - DAY], What status does Larch claim for Homer?",An orphan,God forgive me. I have *made* an orphan by loving him too much.,character states
21,"7、INT. BOY'S DIVISION, DOORWAY - NIGHT","In [7、INT. BOY'S DIVISION, DOORWAY - NIGHT], What is Homer's behavioral state when first presented to Larch?",He never makes a sound.,There's something wrong with him! He never makes a sound.,character states
22,59、EXT. ORPHANAGE DRIVEWAY - DAY,Why does Homer examine the car?,To cover the awkward silence.,"An awkward silence, which Homer covers by examining the car.",causal/relational queries
23,11、INT. DELIVERY ROOM - DAY,"In [11、INT. DELIVERY ROOM - DAY], What is Larch's emotional state when he sees Homer?",Faintly smiling,He smiles faintly.,character states
24,11、INT. DELIVERY ROOM - DAY,"In [11、INT. DELIVERY ROOM - DAY], What is the physical condition of the woman?",Very pregnant,The naked belly of a VERY PREGNANT WOMAN.,character states
25,17、INT. DELIVERY ROOM - DAY,"In [17、INT. DELIVERY ROOM - DAY], What is Homer's status according to Dr. Larch?",He is an orphan,had I created a true and everlasting orphan?,character states
26,29、EXT. INCINERATOR - AFTERNOON,What does Homer claim about his medical qualifications?,He hasn't been to medical school or high school.,I'm *not* a doctor. I haven't been to medical school--I haven't even been to high school!,dialogue/beliefs
27,22、INT. CORRIDOR - DAY,"In [22、INT. CORRIDOR - DAY], What is Homer's behavioral state in the passage?",He is calling out as though he's just coming down the corridor.,Homer calls out as though he's just coming down the corridor.,character states
28,62、INT. KITCHEN - LATE AFTERNOON,Why is the person leaving according to the dialogue?,Because Angela said he needs to see the world.,LARCH (to Angela) you're the one who says he needs to see the world!,causal/relational queries
29,"10、EXT. HILL, ST. CLOUD'S - DAY",What action does Larch perform with Homer on the orphanage hill?,Larch carries Homer up the orphanage hill.,Larch carries Homer up the orphanage hill.,detailed description
30,65、INT./EXT. WALLY'S CAR - ON THE ROAD - AFTERNOON,"In [65、INT./EXT. WALLY'S CAR - ON THE ROAD - AFTERNOON], What object does Wally use to glance at Candy?",The rear-view mirror,Wally keeps glancing at Candy in the rear-view mirror,objects/props
31,28、INT. DINING HALL - AFTERNOON | 29、EXT. INCINERATOR - AFTERNOON,What does Buster state about the smell of the old man?,Buster states that the old man smells of ether and that the smell is strong enough to put someone to sleep.,"Buster sniffs the air and says the old man smells of ether, and that he has seen him do it before. Buster says the smell is strong enough to put someone to sleep.",character states
32,48、INT. BOYS' DIVISION - NIGHT (LATER),What does Larch state about the cause of his father's death?,"Larch states that his father died from alcohol, explaining that he drank himself to death.",Larch clarifies that alcohol killed him—he drank himself to death.,character states
33,30、INT. DISPENSARY - NIGHT | 48、INT. BOYS' DIVISION - NIGHT (LATER),What does Larch state about her father's cause of death?,"Larch states that her father died from cirrhosis caused by alcohol, explaining that he drank himself to death.",Larch clarifies that alcohol killed him—he drank himself to death.,character states
34,41、INT./EXT. ORPHANAGE - DAY | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,What does Edna state about the orphans' reaction to Hazel leaving?,Edna states that the orphans should be happy for Hazel because she has found a family.,"Edna, standing with the girls, offers a farewell blessing to Hazel, saying they should be happy for her because she has found a family.",character states
35,27、INT. OPERATING ROOM - DAY | 25、INT. OPERATING ROOM - DAY,What does Angela state about Dorothy's medical history regarding her appendix?,"Angela states that no one has touched Dorothy's appendix, indicating she has not had her appendix removed.","Angela looks for a scar on Dorothy’s abdomen but finds none, saying no one has touched her appendix.",character states
36,45、INT. HOSPITAL ROOM - NIGHT | 26、INT. DELIVERY ROOM - DAY,What does Carla state about seeing the baby after giving birth?,Carla states that she does not want to see the baby or know its sex immediately after giving birth.,"Carla, still on the bed, gasps for breath and says she doesn’t want to see the baby or know the sex.",character states
37,38、INT. GIRLS' DIVISION - DAY | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,What does Edna state about Hazel being able to cry?,Edna states that Hazel can cry as much as she wants and contradicts Mary Agnes by saying it is not true that Hazel will be sent back for crying.,"Edna contradicts her, saying that is not true, and tells Hazel she can cry as much as she wants.",character states
38,14、EXT. COUPLE #3'S HOME - NIGHT | 15、EXT. ORPHANAGE - EARLY MORNING | 45、INT. HOSPITAL ROOM - NIGHT,What does the pregnant woman state to Homer while holding his head against her belly?,"She tells him to stay, repeating the words as if anchoring him in place.","She tells him to stay, repeating the words as if anchoring him in place.",character states
39,37、INT. BABY ROOM - MORNING,Why did Homer change the baby's name from Little Wilbur to Wilbur?,Homer changed the baby's name from Little Wilbur to Wilbur because Larch expressed dislike for the 'Little' part of the name.,"Larch comments that they haven't had a baby named Wilbur in about a year, adding that they used to have dozens, after Homer revises the name to just Wilbur following Larch's objection to the 'Little' prefix.",causal/relational queries
40,37、INT. BABY ROOM - MORNING | 41、INT./EXT. ORPHANAGE - DAY | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,What does Edna state about the world as the evening settles in?,Edna states that the world is growing quiet and the fever of life is subsiding.,"Edna's voice carries from beyond the scene, reciting words about shadows lengthening, the evening settling in, the world growing quiet, and the fever of life subsiding.",character states
41,24、INT. CORRIDOR - DAY | 47、INT. DINING HALL - NIGHT | 21、INT. DISPENSARY - DAY | 5、INT./EXT. ORPHANAGE - DAY,What does Homer state about his willingness to perform abortions?,"Homer states that he does not want to perform abortions, although he has no issue with Larch doing them.","Homer, sounding weary, says again that he only meant he doesn't want to perform abortions, adding that he has no issue with Larch doing them.",character states
42,"40、INT. WINDOW, CORRIDOR - DAY",What does Curly express about being wanted by others?,Curly expresses that no one ever wants him.,Curly says no one ever wants him.,character states
43,24、INT. CORRIDOR - DAY | 47、INT. DINING HALL - NIGHT | 24、INT. CORRIDOR - DAY,What does Homer repeatedly say to himself as he enters the operating room?,Homer repeatedly says 'of use' to himself.,"As Homer opens the door and steps inside, he quietly repeats the words, 'of use, of use, of use,' under his breath.",character states
44,37、INT. BABY ROOM - MORNING | 42、INT. GIRLS' DIVISION - NIGHT | 32、EXT. ST. CLOUD'S - THE HILL - NIGHT,Why does Carla weep as she walks away from St. Cloud's?,"Carla weeps as she walks away from St. Cloud's because Hazel, whom she likely cared for, has been adopted and left the orphanage, marking a moment of emotional loss.","The sound of Edna's voice lingers as Carla walks down the hill away from St. Cloud's, her figure silhouetted against the sky, weeping, not looking back, following the scene where Hazel is adopted and farewells are said.",causal/relational queries
45,"10、EXT. HILL, ST. CLOUD'S - DAY | 15、EXT. ORPHANAGE - EARLY MORNING",What does Homer say to the pregnant woman while they wait at the orphanage door?,Homer tells her not to be frightened and says that everyone is nice there.,"Homer reaches over and takes her hand. 'Don't be frightened,' he says. 'Everyone is nice here.'",character states
