id,scene,question,answer,evidence,qa_type
48,"21、INT. CORRIDOR - SAME | 25、EXT. SIDEWALK - NIGHT | 38、INT. HELLBOY'S ROOM - DAY | 44、EXT. WATERFRONT, BROOKLYN BRIDGE - NIGHT",Why was Hellboy removed as team leader?,Hellboy was removed as team leader because his public appearance caused a media spectacle that Manning viewed as a disaster.,"Manning declares the situation a disaster and states that Hellboy is being removed as team leader after the crowd surrounds Hellboy, taking photos as he stands amid the smoke and debris.",causal/relational queries
49,19、INT. CORRIDOR - SAME,What does Agent MARBLE experience during the creature attack?,"Agent MARBLE experiences intense physical trauma as the creatures bite and claw at his body, causing his ribs to crack, blood to spurt, and ultimately leading to him collapsing and lying motionless.","He gasps, tears open his shirt as claws and teeth tear into his skin. His ribs crack, blood spurts, and he collapses to the ground.",character states
50,23、EXT. AUCTION HOUSE - NIGHT | 25、EXT. SIDEWALK - NIGHT | 38、INT. HELLBOY'S ROOM - DAY | 43、INT. GARBAGE TRUCK LAB - NIGHT | 46、EXT. BROOKLYN BRIDGE,What does Manning state about the public response to Hellboy's appearance?,"Manning states that the response is overwhelmingly negative, including bad polls, protests, and hate mail, and that the Bureau is under review.","Manning says the response is overwhelmingly negative—polls, protests, hate mail—and that the Bureau is under review.",character states
51,29、INT. GUARD SHACK - NIGHT | 27、INT. GUARD SHACK - NIGHT | 28、EXT. RAILYARD - NIGHT,What does the shadowy figure do after Guard 2 confronts him at the gates?,"The shadowy figure spins, removes his coat, draws a long thin sword, slashes through the air cutting the guard's shadow into three pieces, and causes the guard to fall motionless.","The shadowy figure spins, shedding his coat and drawing a long, thin sword. He slashes through the air, and the guard's shadow on the brick wall is cut into three pieces before collapsing. The guard falls, motionless.",character states
52,41、INT. GARAGE AREA / DRESSING LOCKER ROOMS | 12、INT. GARBAGE TRUCK - NIGHT | 18、INT. SALES ROOM - SAME,What does Hellboy state about the newcomer's character?,Hellboy states that the newcomer is a jerk.,"Hellboy stares in disbelief, scoffing at the idea of the newcomer remaining. He calls the newcomer a jerk and mocks Abe, accusing him of being a suck-up for liking him.",character states
53,12、INT. GARBAGE TRUCK - NIGHT | 18、INT. SALES ROOM - SAME | 20、INT. SALES ROOM - SAME,What does Liz state about the presence of people in the sales room?,"Liz states that there is no one in the sales room—no survivors, no bodies, and nothing.","Liz reports over the intercom that there is no one inside—no survivors, no bodies, nothing.",character states
54,4、INT. CORRIDOR - NIGHT,What happens after the steward is impaled on the fence?,The Shadowy Figure slips back through the window and moves into the corridor.,"After the steward's body falls from the window and vanishes into the snow-covered alley below, the Shadowy Figure pulls himself back through the open window and into the darkened corridor.",temporal references
55,"38、INT. HELLBOY'S ROOM - DAY | 39、INT. SECURITY POUND BPRD - SAME | 44、EXT. WATERFRONT, BROOKLYN BRIDGE - NIGHT",What does Manning state about Hellboy's role in the team after the public appearance?,Manning states that Hellboy is being removed as team leader due to the situation being a disaster.,He declares the situation a disaster and states that Hellboy is being removed as team leader.,character states
56,"23、EXT. AUCTION HOUSE - NIGHT | 25、EXT. SIDEWALK - NIGHT | 38、INT. HELLBOY'S ROOM - DAY | 44、EXT. WATERFRONT, BROOKLYN BRIDGE - NIGHT",What does Manning state about Hellboy's role after the public exposure incident?,Manning states that Hellboy is being removed as team leader and that a new leader has been appointed.,He declares the situation a disaster and states that Hellboy is being removed as team leader. He announces that a new leader has been appointed and instructs the team to report immediately to the conference room for a briefing.,character states
57,"7、INT. BROOM'S LIBRARY - NIGHT | 25、EXT. SIDEWALK - NIGHT | 39、INT. SECURITY POUND BPRD - SAME | 44、EXT. WATERFRONT, BROOKLYN BRIDGE - NIGHT",What does Hellboy state about the message sent by the garbage truck during transport?,Hellboy states that the garbage truck sends the wrong message about who they are.,"Inside, Manning told Hellboy to avoid signing autographs. Hellboy refused, saying the garbage truck sent the wrong message about who they were.",character states
