id,scene,question,answer,evidence,qa_type
14,39、INT. CAMPUS SECURITY STATION - AFTERNOON,What does Captain Tyler instruct Dewey to do if 'he' calls again?,Find help and don't engage him in conversation.,CAPTAIN TYLER If he calls again - find help. Don't engage him in conversation.,dialogue/beliefs
15,35、INT. CAMPUS SECURITY STATION - MORNING - MINUTES LATER,"In [35、INT. CAMPUS SECURITY STATION - MORNING - MINUTES LATER], What is Maureen Evans' relationship to Sidney Prescott?",She is Sidney Prescott's mother.,Maureen Evans - Maureen Prescott. Sidney Prescott's mother.,character states
16,28、INT. DELTA ZETA LIVING ROOM - SANE,"In [28、INT. DELTA ZETA LIVING ROOM - SANE], What is Sidney's emotional state when she hears the man's voice?",Tears immediately but refuses to crack,"Sidney closes her eyes. When she opens them tears are immediate But still, she refuses to crack.",character states
17,31、EXT. BACK YARD - SAME,What does Dewey say to Sidney after she encounters Cici's body?,It's okay. It's okay. It's just me.,DEWEY It's okay. It's okay. It's just me.,dialogue/beliefs
18,11、EXT. DORMITORY - MORNING - LITTLE LATER,"In [11、EXT. DORMITORY - MORNING - LITTLE LATER], What is Sidney's emotional state when reporters surround her?",She starts to panic and is mortified.,Sidney is mortified. She pushes and shoves but there is no escape. The questions come at her like lightning.,character states
19,11、EXT. DORMITORY - MORNING - LITTLE LATER,"In [11、EXT. DORMITORY - MORNING - LITTLE LATER], What behavioral action does Gale Weathers take to protect Sidney?",She moves in front of Sid to hold the crowd at bay.,"Gale moves in front of Sid, holding the crowd at bay.",character states
20,33、EXT. CAMPUS SECURITY STATION - MORNING,What does 'media event' refer to in the passage?,"A situation involving media coverage, as indicated by the presence of news trucks, cameras, and reporters.","The local campus security office has been converted into a media event. News trucks, cameras and REPORTERS stand guard outside...",terminology/abbreviation/concept
21,37、INT. STUDENT UNION - LATER,What does Debbie Salt believe about parents?,Parents are always responsible. It all starts in the home.,DEBBIE SALT / Parents are always responsible. It all starts in the home.,dialogue/beliefs
22,34、INT. CAMPUS SECURITY STATION - MORNING,What does Dewey believe about the killer's motive?,The killer was trying to get to her. That sorority girl was a distraction.,"DEWEY ""The killer was trying to get to her. That sorority girl was a distraction.""",dialogue/beliefs
23,42、INT. CINEPLEX MOVIE THEATRE - LITTLE LATER,Why did Johnny Depp's character kill Tori's mother?,She was sleeping with his dad and caused his mom to leave.,JOHNNY: Because she was sleeping with my dad. She's the reason my mom left.,causal/relational queries
24,9、INT. DARK THEATER - SECONDS LATER,What term describes the killer's appearance in the movie?,Ghost-masked Killer,ON SCREEN The Ghost Masked Killer stares back.,terminology/abbreviation/concept
25,44、EXT. CAMPUS LIBRARY - LATER,Why was Derek worried about Sid?,Because she didn't show up for the four o'clock shift.,DEREK: I had the four o'clock shift. You weren't there. You had us worried.,causal/relational queries
26,21、EXT. FRONT PORCH - SAME,"In [21、EXT. FRONT PORCH - SAME], What does Cici do when she hesitates?",She debates whether to go back inside,"She hesitates quickly, debating, then she moves back up the porch steps.",character states
27,26、INT. CHI OMEGA HOUSE - SAME,What does the Sheriff say about the blood in the house?,Lots of blood. But no body.,"SHERIFF
Lots of blood. But no body.",dialogue/beliefs
28,47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON,"In [47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON], What message appears on Sid's screen after the second ALT + M press?",THE POLICE CAN'T SAVE YOU.,"Another message pops up: ""THE POLICE CAN'T SAVE YOU.""",objects/props
29,38、INT. CAMPUS THEATRE - DAY,What does Randy apologize for to Sidney?,Going along with Gale and not having a good reason.,"RANDY ""I'm sorry, Sid, please. I never should have gone along with Gale... I'm just stupid.""",dialogue/beliefs
30,39、INT. CAMPUS SECURITY STATION - AFTERNOON,What does Gale express regarding the assignment?,He prefers Dewey for the task.,"GALE I'd prefer Dewey, Captain.",dialogue/beliefs
31,49、INT. CAMPUS SECURITY STATION - OUTER OFFICE,What caused Cotton to feel he has no rights?,Gale's role in his case,You made sure of that.,causal/relational queries
32,10、INT. DORM ROOM - MORNING,What does Sidney do after answering the phone?,She grabs a small device hooked to the phone and checks its display.,Sidney grabs a small device hooked to the phone. She takes a look at its display.,detailed description
33,14、INT. SCHOOL OF FILM - LATER,How does Sidney enter the large room where the class is held?,She peers in and slips in quietly,She comes upon an open door and peers in. She slips in quietly.,detailed description
34,24、EXT. DELTA ZETA LIVING ROOM - SANE,What does Sidney ask Derek about?,The forbidden subject.,SIDNEY... The forbidden subject.,dialogue/beliefs
35,20、INT. FOYER - SAME,"In [20、INT. FOYER - SAME], What behavioral action does Cici take when she believes someone is upstairs?",She flees the house through the front door.,"Cici unlocks the door, throws it open, and moves out onto the... (text cuts off).",character states
36,30、INT. KITCHEN - SAME,Why does Sid struggle with the lock?,Because the Ghost is right behind her.,She struggles with the lock as the Ghost is right behind her.,causal/relational queries
37,35、INT. CAMPUS SECURITY STATION - MORNING - MINUTES LATER | 49、INT. CAMPUS SECURITY STATION - OUTER OFFICE | 48、INT. CAMPUS SECURITY STATION - PRIVATE OFFICE - LITTLE,Why did Dewey and Gale object to the campus lock-in plan?,Dewey and Gale objected to the campus lock-in plan because they believed it would isolate people across campus and give the killer an advantage.,"Dewey and Gale both object to the lock-in, arguing it will isolate people across campus and give the killer an advantage.",causal/relational queries
38,36、INT. SIDNEY ' S DORM ROOM - MORNING,What does Joel do after the others discuss the schedule for watching over Sidney?,Joel leaves the house after saying he will see Sidney tonight.,"Joel moves toward the door, calling out to Sidney that he will see her tonight. He steps out, leaving the others still gathered among the pillows and blankets as the morning light fills the room.",temporal references
39,47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON | 12、EXT. SECURITY CART - MINUTES LATER | 47、INT. LIBRARY - RESEARCH COMPUTER ROOM - LATE AFTERNOON,What does Sidney state she will not do in response to the threat?,Sidney states she will not hide or live in fear.,"She refuses, saying she won’t hide or live in fear.",character states
40,17、EXT. STUDENT UNION - LATE AFTERNOON | 49、INT. CAMPUS SECURITY STATION - OUTER OFFICE,Why do Dewey and Gale believe the campus lock-in increases the danger to Sidney?,"Dewey and Gale believe the campus lock-in increases the danger to Sidney because it will isolate people across campus, which could give the killer an advantage.","Dewey and Gale both object to the lock-in, arguing it will isolate people across campus and give the killer an advantage.",causal/relational queries
41,20、INT. FOYER - SAME | 21、EXT. FRONT PORCH - SAME | 22、INT. KITCHEN - SAME,What does Cici state about her belief regarding being alone in the house after hearing noises upstairs?,Cici states that she doesn't think she's alone in the house.,"She whispers that she doesn't think she's alone, then rushes to the front door, unlocks it, and runs outside.",character states
42,17、EXT. STUDENT UNION - LATE AFTERNOON | 49、INT. CAMPUS SECURITY STATION - OUTER OFFICE | 45、EXT. NEWSVAN - CAMPUS - LATER,What does Gale state about the caller's proximity during the search in the commons?,Gale states that the caller has to be close because he likes the game.,"Gale scans the area, certain the caller is nearby. 'He has to be close,' she says. 'He likes the game.'",character states
43,22、INT. KITCHEN - SAME | 31、EXT. BACK YARD - SAME,What does Cici do immediately before she is attacked?,Cici answers the phone in the kitchen.,"The phone rings twice in the quiet kitchen. Cici turns toward the wall-mounted phone, reaches for it, and picks up the receiver. 'Hello?' she says.",character states
44,17、EXT. STUDENT UNION - LATE AFTERNOON | 37、INT. STUDENT UNION - LATER,What does the killer tell Gale during the phone call?,"The killer tells Gale that he is everywhere, comments on her anger, suggests she is writing another book about him, and says 'Seeya soon' before hanging up.","The Killer comments on her anger, tells her he's everywhere, and suggests she is writing another book about him. Before she can respond, he says, 'Seeya soon,' and hangs up.",character states
45,21、EXT. FRONT PORCH - SAME | 22、INT. KITCHEN - SAME | 31、EXT. BACK YARD - SAME,What does Dawnie state when she takes the phone?,Dawnie states that she is on her way.,"Dawnie takes the phone and says, 'Tina, it's Dawnie. I'm on my way,' while brushing her hair in the mirror.",character states
46,31、EXT. BACK YARD - SAME,What does Sid state about the location of the Ghost Figure after she looks around the yard?,Sid states that the Ghost Figure is no longer in the yard.,"She scans the area, but the Ghost Figure is gone.",character states
47,21、EXT. FRONT PORCH - SAME | 22、INT. KITCHEN - SAME | 31、EXT. BACK YARD - SAME,What does Dawnie tell Cici to do before she leaves?,Dawnie tells Cici to take the next call and reminds her to set the alarm.,"Dawnie hangs up and tells her to take the next call, reminding her to set the alarm.",character states
48,17、EXT. STUDENT UNION - LATE AFTERNOON | 11、EXT. DORMITORY - MORNING - LITTLE LATER,Why did Sidney accept the toilet paper from Lois despite appearing reluctant?,"Sidney accepted the toilet paper because she was expected to participate in the sorority pledge fundraiser, as part of Hell Week activities.","Lois hands out rolls of toilet paper to the pledges for a fundraiser. Murphy announces that each pledge is expected to collect five dollars. Sidney takes her share of the toilet paper without speaking, though her expression shows reluctance.",causal/relational queries
49,15、INT. CLASSROOM - SAME | 44、EXT. CAMPUS LIBRARY - LATER,What does Sidney state about her trust in herself when talking to Derek?,"Sidney states that she doesn't trust herself, especially when it comes to choosing men.","Sidney says it's not him—she doesn't trust herself, especially when it comes to choosing men.",character states
50,45、EXT. NEWSVAN - CAMPUS - LATER | 49、INT. CAMPUS SECURITY STATION - OUTER OFFICE | 11、EXT. DORMITORY - MORNING - LITTLE LATER,What does Dewey tell Gale about Sidney when she asks where she is?,Dewey tells Gale that Sidney is safe.,"When Gale asks, 'Where's Sidney?', Dewey replies, 'She's safe.'",character states
51,34、INT. CAMPUS SECURITY STATION - MORNING | 35、INT. CAMPUS SECURITY STATION - MORNING - MINUTES LATER | 39、INT. CAMPUS SECURITY STATION - AFTERNOON,Why did Captain Tyler decide to assign a protective detail to Dewey?,"Captain Tyler decided to assign a protective detail to Dewey due to ongoing security concerns and the potential threat posed by the killer, as part of broader safety measures discussed with the team.","Captain Tyler, Dewey, Gale, and Sheriff Evans gather to discuss safety measures in light of an ongoing threat. Captain Tyler announces his intention to assign a protective detail to Dewey.",causal/relational queries
