id,scene,question,answer,evidence,qa_type
28,（四十）简家卧室。雨。 | （四十七）村庄猪舍旁。晚上。,简在接过阿好递来的干衣服时，表现出怎样的情感状态？,简表现出突然而强烈的情感冲动，从原本的道谢转变为紧紧握住阿好的手，流露出亲密和情感的波动。,简在道谢时没有接过衣服，而是突然紧紧握住阿好的手，显示出情感上的转变和亲密意图。,character states
29,（二十二）简家屋内。晚。 | （三十九）简家屋内。用。 | （四十）简家卧室。雨。 | （四十七）村庄猪舍旁。晚上。,简底在发现屋子被整理后，对阿好的行为表现出怎样的情感状态？,简底表现出感激的情感状态。,简底闻了闻洗净晾干的内衣裤后，脸上露出感激的神情。,character states
30,（三）村庄花生油厂外。 | （十三）万发家前厅。黄昏近晚时。,阿好在饭后看到万发沉默不语时表现出怎样的情绪状态？,阿好表现出不满和烦躁的情绪状态。,阿好抱怨万发闷声不响连蚊子都比他大声，并且哼了一声，嘴里念叨屋里冷清。,character states
31,（十九）万发家屋外。月又圆又亮的晚上。 | （十八）万发家睡眠处。晚上，有月亮的晚上。,万发在阿好提起简底时表现出愤怒的原因是什么？,万发因为阿好反复提起简底而感到烦躁，认为她过于关注这个单身男子，从而引发了他的情绪爆发。,阿好多次提及简底是罗汉脚、讲话腔调怪，万发最终怒斥她不要一直说简底，表现出对这个话题的强烈反感。,character states
32,（三十八）万发家屋内。阴，雨。 | （三十九）简家屋内。用。 | （四十）简家卧室。雨。 | （四十七）村庄猪舍旁。晚上。,在雨中帮助简底保护家中物品后，阿好的情绪状态如何体现？,阿好表现出关切和主动承担的责任感，她在大雨来临前及时收衣、接漏、关窗，动作连贯而细致，体现出她对家庭事务的操心和应对突发情况的沉稳状态。,阿好在雨前收衣，用各种容器接漏雨，关窗防潲雨，随后穿上蓑衣冒雨外出，显示出她细心、负责且不慌乱的心理状态。,character states
33,（十五）万发家屋外。早晨。,简底初见阿好时，阿好对他说话方式的反应表现出她怎样的态度？,阿好觉得简底说话口音特别，听不太清楚，因此拍他肩膀让他放慢语速，表现出一种亲切又略带调侃的关心态度。,阿好听出简底的鹿港口音，用手拍他光膀子，让他讲话慢一点，自己才听得清楚。,character states
34,（十二）万发家厨房。黄昏时。 | （十三）万发家前厅。黄昏近晚时。,在阿好责骂万发沉默不语后，阿狗模仿她说话时，万发表现出怎样的情绪状态？,万发表现出感到好笑的情绪状态。,阿狗模仿阿好说话后，万发忽然咧嘴笑了出来。,character states
35,（二十）简家屋内。晚。 | （二十二）简家屋内。晚。 | （三十九）简家屋内。用。 | （四十）简家卧室。雨。,简底在背心裂缝被缝补时表现出怎样的态度变化？,简底最初想自己缝补背心裂缝，表现出独立和坚持的态度，但在阿好坚持代劳并引用俗语回应后，他最终顺从地抬起手臂配合她缝补，表现出从抗拒到接受的转变。,简底起初伸手去拿针线想自己缝，后来在阿好坚持下放弃并抬起手臂配合她完成缝补。,character states
36,（二十一）简家内。早上。 | （三十一）村庄庙口。日。 | （三十二）村庄市场。日。 | （六）村庄“小赌场”。白天。,阿好在参与四色牌赌局时，通过什么具体动作表现出她的情绪激动状态？,阿好在赌局中蹲在地上，两腿张开，一边喊叫一边拍桌子，时而捶打桌面，时而激动地挥舞手臂，表现出她情绪的高涨和投入。,阿好蹲在地上，两腿张开，一边喊叫一边拍桌子，时而捶打桌面，时而激动地挥舞手臂。,character states
37,（十九）万发家屋外。月又圆又亮的晚上。 | （三十九）简家屋内。用。 | （四十）简家卧室。雨。 | （四十七）村庄猪舍旁。晚上。,在简底冒雨归来后，阿好采取了哪些具体行动使他感到放心并表达感谢？,阿好关好窗户，把衣服搬到高处，并用脸盆接住屋顶漏下的雨水，防止衣物被淋湿。,阿好关窗、移衣、接漏雨，保护了简底的衣物未被雨水浸湿。,character states
38,（十九）万发家屋外。月又圆又亮的晚上。 | （十八）万发家睡眠处。晚上，有月亮的晚上。,当阿好再次提到姓简的时，万发表现出怎样的情绪状态及其直接反应？,万发表现出愤怒和不耐烦的情绪状态，他直接推开了阿好的手并大声咒骂。,阿好再次提起姓简的，万发突然推开她的手并咒骂，随后翻过身不再理她。,character states
39,（十五）万发家屋外。早晨。 | （三十二）村庄市场。日。 | （三十三）村庄赌场。日。,在牌局中，简底对阿好做出什么亲昵举动导致周围人开始哼唱调侃？,简底在阿好出错牌时伸手拍她的胸口，引发周围人哼唱调侃。,每当阿好出错牌，简底就急得喊‘不对啦！’并伸手拍一下她的胸口，引起旁人哼唱起调侃的歌曲。,character states
40,（二十六）村庄小道。日。 | （三十一）村庄庙口。日。,阿好在被村妇议论后，为什么拒绝了简底一起吃饭的提议？,阿好拒绝简底的饭局是因为她觉得总让对方请客不合适，而且她自己确实有急事要处理。,阿好推辞说总让他请客不合适，而且自己确实有急事要办。,character states
41,（十八）万发家睡眠处。晚上，有月亮的晚上。 | （十九）万发家屋外。月又圆又亮的晚上。,阿好在发现简姓邻居归来后、打招呼前表现出哪些心理状态？,阿好表现出惊讶和在意自己形象的心理状态，她在看到灯光后轻声惊呼，并立即放下手中的活儿，整理头发，然后提议去打招呼。,阿好看到对面草屋亮灯后停下编畚箕的动作，轻声惊呼简姓邻居回来，并整理头发后提议去打招呼。,character states
42,（三十一）村庄庙口。日。 | （四十）简家卧室。雨。 | （四十七）村庄猪舍旁。晚上。,在阿好与简底相拥时，简底表现出怎样的情感状态？,简底表现出深情和依恋的情感状态。,简底与阿好在猪圈边紧紧相拥，彼此依偎，动作亲昵而缠绵。,character states
