id,scene,question,answer,evidence,qa_type
39,58、INT. SCIMITAR - SHUTTLEBAY - FOLLOWING,"In [58、INT. SCIMITAR - SHUTTLEBAY - FOLLOWING], How are the Scorpion-class attack fliers described visually?","Extremely compact, streamlined, with disruptor turrets on each.",They are uniquely designed. Extremely compact and stream-lined. A disruptor turret on each.,detailed description
40,49、INT. ENTERPRISE - SICKBAY - DAY,Why does Picard deny Deanna's request?,He needs her to endure more assaults and assist him.,Permission denied. If you can possibly endure any more of these assaults. I need you at my side.,causal/relational queries
41,41、INT. ROMULAN SENATE CHAMBER - NIGHT,"In [41、INT. ROMULAN SENATE CHAMBER - NIGHT], What is Shinzon's physical condition?","His nose was broken four times, and his jaw was injured.",SHINZON: My nose was broken four times. And my jaw... But so much is the same.,character states
42,38、INT. ROMULAN SENATE CHAMBER - DAY,"In [38、INT. ROMULAN SENATE CHAMBER - DAY], What is Suran's emotional state during the conference?",Angry and impatient,"Commander Suran is angry, pacing. ... Then I don't understand the reason for the delay!",character states
43,"7、EXT. EARTH, ALASKA - PAVILION - LATER","In [7、EXT. EARTH, ALASKA - PAVILION - LATER], What type of replicators caused a glitch when the Captain tried to order tea?",Series Four replicators,"After we installed the new Series Four replicators, he tried to order his usual tea and there was a glitch.",objects/props
44,"7、EXT. EARTH, ALASKA - PAVILION - LATER","In [7、EXT. EARTH, ALASKA - PAVILION - LATER], What drink is Worf complaining about?",Romulan ale,WORF: Romulan ale should be illegal.,objects/props
45,43、INT. ENTERPRISE BRIDGE - NIGHT,"In [43、INT. ENTERPRISE BRIDGE - NIGHT], What is Picard's emotional state when he learns about the Thalaron?",Shocked,Picard is shocked.,character states
46,12、INT. ENTERPRISE - BRIDGE - DAY,What does Worf say about the electromagnetic signature?,I'm picking up an unusual electromagnetic signature from the Kolarin system.,I'm picking up an unusual electromagnetic signature from the Kolarin system.,dialogue/beliefs
47,22、INT. ENTERPRISE - ENGINEERING LAB - DAY,"In [22、INT. ENTERPRISE - ENGINEERING LAB - DAY], When is B-9 almost completely assembled?",After the second 'Time passes...',And still the B-9 is yammering away. He is almost completely assembled,temporal references
48,3、EXT. REMAN HOMEWORLD - NIGHT,Why does the boy disappear into the mine?,He is led there by the tall figure,the tall figure leads him firmly into one of the mines. The boy seems to disappear into this flaming crucible,causal/relational queries
49,14、EXT. ENTERPRISE - OVER KOLARUS III - SPACE,"In [14、EXT. ENTERPRISE - OVER KOLARUS III - SPACE], Where is the Enterprise located?",In orbit around the uncharted planet,The Enterprise is in orbit around the uncharted planet.,scene localization
50,"6、EXT. EARTH, ALASKA - PAVILION - DAY",How does Deanna respond to Picard's remarks?,She nods her head and coos sympathetically.,Deanna nods her head and coos sympathetically.,detailed description
51,30、INT. ENTERPRISE - BRIDGE - FOLLOWING | 32、INT. ENTERPRISE - BRIDGE - FOLLOWING,When did the Scimitar first appear on the viewscreen?,The Scimitar first appeared on the viewscreen after the crew had been waiting in silence and just after Data alerted Captain Picard.,"On the viewscreen, a massive Reman warbird, the Scimitar, emerged from cloaking, looming directly in front of the Enterprise, after Data spoke: 'Captain.'",temporal references
52,46、INT. ENTERPRISE - TURBOLIFT - MORNING | 36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,What does Deanna state about Riker's need for rest?,Deanna states that Riker needs to rest after working for several hours.,Deanna sees Riker looking exhausted after working for hours and suggests he rest.,character states
53,11、INT. SENATE CHAMBER - NIGHT | 47、INT. SCIMITAR - VICEROY'S CABIN - FOLLOWING | 48、INT. SCIMITAR - BRIDGE - DAY,What does Shinzon state about the arrival of the B-9 android?,Shinzon states that the B-9 android's arrival is a homecoming.,"Shinzon steps forward and says, 'Welcome home.'",character states
54,10、INT. ROMULAN SENATE - CORRIDOR - NIGHT | 11、INT. SENATE CHAMBER - NIGHT,Why does Donatra believe the fleet commanders need evidence of Shinzon's sincerity?,"Donatra believes the fleet commanders need evidence of Shinzon's sincerity because they are already uneasy and cannot be kept in the dark indefinitely, despite currently obeying orders.","Suran reports that the fleet commanders are uneasy but remain at their coordinates awaiting orders, and Donatra states they cannot be kept in the dark indefinitely; she adds that while the fleet supports Shinzon's intentions, they require evidence of his sincerity.",causal/relational queries
55,47、INT. SCIMITAR - VICEROY'S CABIN - FOLLOWING | 42、INT. SENATE CHAMBER - LATER | 30、INT. ENTERPRISE - BRIDGE - FOLLOWING | 45、INT. ENTERPRISE - PICARD'S CABIN - NIGHT | 32、INT. ENTERPRISE - BRIDGE - FOLLOWING,When does the Scimitar first appear in relation to the Enterprise crew's actions?,"The Scimitar first appears after the Enterprise crew has been waiting near Romulus and just after Picard refuses to raise shields, with Data announcing its emergence on the viewscreen.","The Enterprise hangs in silence near Romulus, the crew tense and watchful... Worf recommends raising shields, but Picard refuses. Riker presses, uneasy with the delay. Picard insists on patience. Then, Data speaks. On the viewscreen, the massive silhouette of the Scimitar... materializes out of nothing, looming directly ahead of the Enterprise.",temporal references
56,15、INT. ENTERPRISE - BRIDGE | 20、INT./ EXT. JEEP - KOLARUS III - FOLLOWING | 21、INT. ARGO - CARGO BAY - FOLLOWING,What does Worf state about Picard after the escape maneuver?,Worf states that Picard must have Klingon blood.,"After a moment, Worf smiles and says, 'He must have Klingon blood.'",character states
57,49、INT. ENTERPRISE - SICKBAY - DAY | 36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,What does Deanna state about her condition after the telepathic intrusion?,Deanna states that she has become a liability and requests to be relieved of duty.,"She requests to be relieved of duty, saying she has become a liability.",character states
58,46、INT. ENTERPRISE - TURBOLIFT - MORNING | 49、INT. ENTERPRISE - SICKBAY - DAY | 36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,What does Deanna state about her condition after the telepathic intrusion?,Deanna states that she has become a liability and requests to be relieved of duty.,"She requests to be relieved of duty, saying she has become a liability.",character states
59,17、EXT. KOLARUS III - DAY | 18、EXT. JEEP - KOLARUS III - CANYON - DAY | 19、EXT. KOLARUS III - HILLS - DAY | 21、INT. ARGO - CARGO BAY - FOLLOWING,What happens immediately after Picard fires the phaser cannon at the alien swarm?,"Worf sprints toward the jeep while dodging attackers and firing his phaser, and Data follows close behind.","Worf, the cranial unit tucked under his arm, sprinted toward the vehicle, dodging attackers and firing his phaser to keep them at bay. Data followed close behind.",temporal references
60,46、INT. ENTERPRISE - TURBOLIFT - MORNING | 49、INT. ENTERPRISE - SICKBAY - DAY,What does Deanna state about her experience with Shinzon's telepathic intrusion?,Deanna states that the experience was a violation and that Shinzon's Viceroy was able to reach into her thoughts.,"Deanna looks at Picard, her eyes filled with tears, and describes the experience as a violation. She explains that Shinzon's Viceroy was able to reach into her thoughts.",character states
61,36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT | 46、INT. ENTERPRISE - TURBOLIFT - MORNING | 36、INT. ENTERPRISE - RIKER AND DEANNA'S CABIN - NIGHT,How does Deanna react when she realizes the figure is not Riker?,"Deanna pushes the figure away with disgust and rejects him, showing her horror at the deception.","Deanna pushes Shinzon away, her voice filled with disgust as she calls him a sick bastard. She breaks free from his embrace, rejecting the figure before her.",character states
62,30、INT. ENTERPRISE - BRIDGE - FOLLOWING | 32、INT. ENTERPRISE - BRIDGE - FOLLOWING,When does the Scimitar emerge from cloaking?,The Scimitar emerges from cloaking after Data alerts Captain Picard and while he is looking at the viewscreen.,"Then Data spoke: 'Captain.' On the viewscreen, a massive Reman warbird, the Scimitar, emerged from cloaking, looming directly in front of the Enterprise.",temporal references
63,11、INT. SENATE CHAMBER - NIGHT | 30、INT. ENTERPRISE - BRIDGE - FOLLOWING | 45、INT. ENTERPRISE - PICARD'S CABIN - NIGHT | 32、INT. ENTERPRISE - BRIDGE - FOLLOWING,When does the Scimitar first appear in relation to the Enterprise's position near Romulus?,The Scimitar appears after the Enterprise has been waiting near Romulus and after the crew has noticed their hails are going unanswered.,"The Enterprise hangs in silence near Romulus, the crew tense and watchful. [...] Then, Data speaks. On the viewscreen, the massive silhouette of the Scimitar, Shinzon's Reman Warbird, materializes out of nothing, looming directly ahead of the Enterprise.",temporal references
64,44、INT. SICKBAY - NIGHT | 45、INT. ENTERPRISE - PICARD'S CABIN - NIGHT | 32、INT. ENTERPRISE - BRIDGE - FOLLOWING,What does Beverly state about the effect of Thalaron radiation on living beings?,Beverly states that Thalaron radiation can consume organic material at the subatomic level and that even a microscopic amount could kill every living being on the ship within seconds.,"Beverly states that the radiation can consume organic material at the subatomic level, warning that even a microscopic amount could kill every living being on the ship within seconds.",character states
65,"7、EXT. EARTH, ALASKA - PAVILION - LATER | 6、EXT. EARTH, ALASKA - PAVILION - DAY",What does Picard state about his feelings toward Riker and Troi during his toast?,Picard states that he considers Riker and Troi to be his family.,"He calls them his family during his toast, both when raising his glass and after reflecting on their roles in his life.",character states
