id,scene,question,answer,evidence,qa_type
25,29、INT. BOXING GYM - NIGHT,"In [29、INT. BOXING GYM - NIGHT], What is Ed's financial situation according to the passage?","Ed is 250,000 up with the game getting out of hand and signing IOUs.","Ed must be about 250,000 up but the game is getting out hand and pieces of paper are being signed; IOUs.",character states
26,37、INT. BOXING GYM - MGHT,What happens to the sweat bead after it reaches Ed's chin?,The sweat bead trembles on Ed's chin before falling silently and exploding on the back of his cards.,"The sweat bead reaches the bottom of Ed's chin, trembles for a second, then unattaches itself. Very slowly it falls... it explodes dramatically in sound and vision",detailed description
27,24、EXT. STATELY HOME - NIGHT,What does 'Samoa pub' refer to in the passage?,A pub with Samoan-themed elements.,SAMOAN JO states 'It's a Samoan pub.',terminology/abbreviation/concept
28,31、INT. BOXING GYM - NIGHT,"In [31、INT. BOXING GYM - NIGHT], What is Hatchet's emotional state?",Shifty or nervous,he looks shifty,character states
29,19、INT. ED AND BACON'S HOUSE - NIGHT,"In [19、INT. ED AND BACON'S HOUSE - NIGHT], What is Ed's state when the camera reaches his hand?",Very much awake,he is very much awake,character states
30,31、INT. BOXING GYM - NIGHT | 37、INT. BOXING GYM - MGHT,What does Eddy state when Hatchet offers to loan him five hundred thousand dollars to match the bet?,"Eddy says, 'I'll see ya,' indicating he will match the bet.","Hatchet offers to loan him the money to continue, five hundred thousand to match the bet. Eddy hesitates, then says, 'I'll see ya.'",character states
31,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,Why does Eddy collapse after losing the poker hand?,"Eddy collapses after losing the poker hand because he is overwhelmed by the pressure of owing Hatchet half a million dollars and the threat of severe consequences, including losing his father's bar and suffering physical harm if he fails to repay the debt by Sunday.","After losing the poker hand, Eddy sits frozen as Hatchet leans in and demands repayment of the half-million-dollar debt by Sunday. He warns that if the money isn't paid, Eddy will face increasingly severe consequences, including losing his father's bar and suffering physical harm. Eddy pushes himself up from the table, unsteady on his feet, and stumbles toward the door. He barely makes it outside before collapsing to his knees, vomiting onto the ground. His breath comes in ragged gasps as he slumps against the wall, drenched in sweat and trembling, unable to stand.",causal/relational queries
32,20、INT. SEEDY BAR - NIGHT | 30、INT. STATELY HOME BEDROOM - NIGHT,Why does Gary remain frozen with his mouth open after the shotgun fires?,"Gary remains frozen because the shotgun blast destroyed his hairstyle, leaving two smoking tufts that resemble ears, which visibly shakes him.","The blast has torn through the center of Gary's hair, leaving two smoking tufts standing up like ears. Gary sits frozen, mouth open, unresponsive.",causal/relational queries
33,31、INT. BOXING GYM - NIGHT | 34、INT. BOXING GYM - NIGHT | 32、INT. BOXING GYM CHANGING ROOM - NIGHT,What does Eddy state after collecting the winnings when Hatchet folds?,Eddy states not to spend the money all at once.,"Eddy gathers the pile of winnings toward himself, saying, 'Don't go spending that all at once, boy.'",character states
34,8、INT. TORTURE ROOM - DAY,What does Gordon state after the orange is removed from his mouth?,Gordon states that the fishing wire should be pulled under a seat in the karzi.,The orange is removed from Gordon's mouth. Gordon gasps and blurts out instructions to pull fishing wire under a seat in the karzi.,character states
35,10、INT. ED AND BACON'S HOUSE - NIGHT | 32、INT. BOXING GYM CHANGING ROOM - NIGHT | 1、INT. INTERROGATION ROOM - PRESENT,What does EDDY state about counting the money that BACON places on the table?,EDDY states that he will count the money regardless of BACON's assurance that it is correct.,"EDDY, without looking up, replies that he will count it anyway.",character states
36,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,What does Bacon state about how the group should respond to the situation with the debt?,Bacon states that they need to stop acting impulsively and think about what they are going to do.,"Bacon says, 'Stop fucking around, Tom, and think. What are we going to do?'",character states
37,34、INT. BOXING GYM - NIGHT | 37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,Why does Eddy react with visible distress after Hatchet reveals his cards?,"Eddy reacts with visible distress because he knew Hatchet was bluffing but still lost, and he is shocked that the worst card player at the table beat him with a weak hand.","After Hatchet reveals his cards, Eddy's pupils contract sharply, his face pale and drenched in sweat. He says that he knew Hatchet was bluffing, yet still lost, and that the worst card player at the table had beaten him with a pair of sevens.",causal/relational queries
38,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,What does Eddy state about the outcome of the poker game?,"Eddy states that he knew Hatchet was bluffing but still lost, and that the worst card player at the table beat him with a pair of sevens.","In a low voice, he says that he knew Hatchet was bluffing, yet still lost, and that the worst card player at the table had beaten him with a pair of sevens.",character states
39,37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,What does Bacon state about Tom's behavior during the confrontation?,Bacon states that Tom needs to stop acting recklessly and start thinking about what they should do.,"Bacon says, 'Stop fucking around, Tom, and think. What are we going to do?'",character states
40,1、INT. INTERROGATION ROOM - PRESENT | 37、INT. BOXING GYM - MGHT | 38、INT. SAMOAN JO'S - NIGHT,Why does Eddy continue playing despite the high risk and his physical distress?,"Eddy continues playing because Hatchet offers him a loan to stay in the game, and he feels compelled to accept despite the pressure and his deteriorating condition.","Hatchet offers to loan Eddy five hundred thousand to match the bet, and though the croupier reminds him he can fold, Eddy hesitates and ultimately decides to stay in the game after Hatchet sets the condition that the loan must be repaid by Sunday if he loses.",causal/relational queries
41,49、INT. HATCHET HARRY'S STAIRCASE - DAY | 14、INT. GYM/SOLARIUM - NIGHT,What does Big Chris state about the consequence if the debt is not paid in time?,"Big Chris states that the debt must be paid before the tan fades, implying severe consequences if it is not.","He warns John that the debt must be paid before the tan fades, the words carrying a clear threat.",character states
42,50、INT. HATCHET HARRY'S OFFICE - DAY,Why does Hatchet shift the focus of the conversation to four young men who owe him money?,Hatchet shifts the focus because he considers the debt from the four young men to be a more urgent matter than any other debts.,"He tells Big Chris to forget about any other debts for now, saying there are more urgent matters. He explains that four young men owe him half a million pounds and that they’ve taken on more than they can handle.",causal/relational queries
43,14、INT. GYM/SOLARIUM - NIGHT,What does Big Chris state about the debt John O'Driscoll owes?,Big Chris states that the debt must be paid before John's tan fades.,"Big Chris looms over John O'Driscoll, his voice low and firm. He warns John that the debt must be paid before the tan fades, the words carrying a clear threat.",character states
44,38、INT. SAMOAN JO'S - NIGHT | 42、INT. JD' S BAR - DAY,Why do the other group members react with disbelief when Soap suggests refusing to pay the debt?,The other group members react with disbelief because they view refusing to pay as an unacceptably risky and impractical idea.,"The others turn to him, stunned, their faces showing disbelief. No one answers, but the silence carries a weight of rejection. Bacon and the rest exchange glances, as if the idea is too reckless to even entertain.",causal/relational queries
