id,scene,question,answer,evidence,qa_type
22,15.养心殿院中·夏日·外 | 18.御书房·夏日·内,溥仪在确认自己仍是皇上后表现出怎样的心理状态？,溥仪在确认自己仍是皇上后感到得意。,溥仪听到驼背说皇上永远是皇上后，脸上露出了得意的神色。,character states
23,7.坤宁宫·冬晨·内 | 8.太和殿·冬日·内,溥仪在被醇亲王抱入坤宁宫后，面对慈禧太后的召唤表现出怎样的心理状态？,溥仪表现出害怕和犹豫的心理状态，他最初跑向慈禧却又突然停下，躲到柱子后面，之后也反复藏身于柱子背后，显示出对慈禧的畏惧和不安。,溥仪被慈禧召唤后没有直接上前，而是跑了几步又停下并躲到柱子后，之后又绕到另一根柱子背后，直到确认无人责罚才慢慢走出来。,character states
24,18.御书房·夏日·内 | 19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外,溥仪在被卫兵关上宫门后，通过什么行为表达了他对无法出宫的愤怒？,溥仪将一只小白老鼠狠狠摔向铁门，导致老鼠血肉四溅，以此表达愤怒。,溥仪从口袋里掏出一只小白老鼠，突然大叫一声，将老鼠狠狠摔向铁门，老鼠撞上门板，血肉四溅。,character states
25,7.坤宁宫·冬晨·内 | 27.养心斋·夏日·内 | 28.御书房·夏日·内,溥仪在与庄士敦的初次上课时表现出怎样的心理状态？,溥仪表现出自信且主导的态度，他不愿接受被考试的安排，转而主动提问以掌握对话的主动权。,溥仪拒绝被考试，转而主动询问庄士敦祖先的埋葬地和服饰习惯，并在对话中持续追问，表现出对话语权的掌控意图。,character states
26,18.御书房·夏日·内 | 19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外,溥仪在被卫兵关上宫门后，通过什么激烈行为表达了他对无法出宫的愤怒？,溥仪掏出一只小白老鼠，大叫一声后将其狠狠摔向铁门，导致老鼠血肉四溅，以此表达愤怒。,溥仪从口袋里掏出小白老鼠，突然大叫一声，将老鼠狠狠摔向铁门，老鼠撞上门板，血肉四溅。,character states
27,18.御书房·夏日·内 | 19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外 | 36.故官院中·夏日·外,溥仪在被卫兵关在午门门洞内时，通过什么激烈行为表达了他对无法出宫的愤怒？,溥仪将一只小白老鼠狠狠摔向紧闭的铁门，导致老鼠血肉四溅，以此发泄愤怒。,溥仪从口袋里掏出一只小白老鼠，突然大叫一声，将老鼠狠狠摔向铁门。老鼠撞上门板，血肉四溅。,character states
28,35.故官午门·夏日·外 | 36.故官院中·夏日·外,溥仪在试图冲出午门被阻拦后，通过什么激烈行为表达了他怎样的内心状态？,溥仪通过将一只小白老鼠用力摔向紧闭的铁门，使其血肉飞溅，表达了他被阻拦后愤怒、绝望和无力反抗的激烈情绪。,溥仪从口袋掏出小白老鼠，大叫一声用力摔向铁门，老鼠撞得血肉飞溅，随后他骑车返回院中。,character states
29,10.养心殿·冬日·内 | 11.寝宫·冬夜·内,溥仪在洗澡时因为什么行为表现出他对自身权力的试探？,溥仪在洗澡时突然问自己是否想干什么就能干什么，随后向驼背太监泼水，以此试探自己的权力边界。,溥仪在洗澡时提出关于自己权力的问题，接着通过向太监泼水的行为来验证是否能随心所欲。,character states
30,48.监狱走廊·冬日·内 | 49.监狱审讯室·冬日·内,在审讯过程中，溥仪被要求写名字时采取了什么具体行动？,溥仪弯下腰，用一支粉笔头在地上写下了自己的名字。,审讯官示意溥仪把名字写在地上，溥仪用粉笔头照做。,character states
31,19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外 | 36.故官院中·夏日·外,溥仪在被庄士敦救下后表现出怎样的情绪状态？,溥仪在被救下后情绪崩溃，无声地抽泣，不再挣扎。,溥仪在庄士敦怀里不再挣扎，只是无声地抽泣。,character states
32,45.乾清宫·夏夜·内 | 47.乾清宫·夏夜·内,婉容在溥仪离开洞房后表现出怎样的心理状态？,婉容表现出兴奋和期待的心理状态，她激动地反复表达对溥仪的喜爱，并相信他会成长。,婉容站在原地，兴奋地低声说‘我喜欢他，我喜欢他！他很快会长大的！’,character states
33,19.太和殿的大院·夏日·外 | 35.故官午门·夏日·外,溥仪在被宫门关闭后、摔老鼠之前的心理状态是什么？,溥仪感到愤怒和被隔绝，他通过拍打大门和高喊来表达对无法出宫的强烈不满。,溥仪用力拍打大门并高喊‘把门打开’，显示他因被阻挡而产生激烈情绪。,character states
34,16.紫禁城大道上·夏日·外 | 9.太和殿·冬日·外,溥仪在看到朝臣跪拜时内心有何种情绪状态，这种状态是如何被蝈蝈的出现改变的？,溥仪最初觉得朝臣跪拜的场面很有趣，像一场游戏，表现出好奇和兴奋；当听到蝈蝈叫声后，他的注意力立即被吸引，情绪变得更加激动和专注，表现出强烈的兴趣和惊喜。,溥仪看到众人跪拜觉得有意思，认为是游戏；听到蝈蝈叫声后立即兴奋叫出声并主动寻找声源。,character states
35,29.养心斋·夏日·外 | 36.故官院中·夏日·外,溥仪在得知学生抗议中有人丧生后，表现出怎样的情绪状态和行为反应？,溥仪表现出愤怒和积怨的情绪，认同学生的抗议，并因自己被禁足而情绪激动，开始来回走动、踢墙并大喊要出宫。,溥仪对学生的愤怒表示认同，流露出被禁足的积怨，情绪激动地走动、踢墙并喊出‘我要出去’,character states
