id,scene,question,answer,evidence,qa_type
12,34、INT: SAL'S FAMOUS PIZZERIA--DAY,What causes Mookie to tell Pino to smack him back?,Pino's previous hit on Vito.,Smack him back.,causal/relational queries
13,21、INT: SAL'S FAMOUS PIZZERIA--DAY,"In [21、INT: SAL'S FAMOUS PIZZERIA--DAY], What is SAL's primary concern in the interaction?",Avoiding trouble,I don't want no trouble.,character states
14,37、INT: SAL'S FAMOUS PIZZERIA--DAY,What causes Mookie to dedicate a record to Tina?,Tina's request for him to prove his love.,Tina asks 'Do you love me?' and Mookie responds with the record dedication.,causal/relational queries
15,33、EXT: STREET--DAY,Why does the crowd laugh at Buggin' Out's comment?,He accused Clifton of gentrification.,What do you want to live in a Black neighborhood for? Motherfuck gentrification.,causal/relational queries
16,32、EXT: STREET--DAY,"In [32、EXT: STREET--DAY], What behavioral action does Buggin' Out perform toward Vito?",Gives a menacing look,Buggin' Out gives Mookie five and a menacing look at Vito.,character states
17,37、INT: SAL'S FAMOUS PIZZERIA--DAY,Why is Sal upset with Mookie?,Mookie's phone call is causing lost business.,"Sal says 'Mookie, you're fucking up' and Pino mentions losing business.",causal/relational queries
18,11、EXT: STOOP--DAY,"In [11、EXT: STOOP--DAY], What is ELLA's emotional state when she speaks to Punchy?",She is exhausted and frustrated,"She says, 'I'm too through,' and dismisses Punchy's suggestion.",character states
19,33、EXT: STREET--DAY,What causes Buggin' Out to confront Clifton?,Clifton stepped on his new sneakers.,You almost knocked me down... you stepped on my new white Air Jordans...,causal/relational queries
20,32、EXT: STREET--DAY,"In [32、EXT: STREET--DAY], What is Buggin' Out's stated identity?",A struggling Black man,BUGGIN' OUT: 'I'm just a struggling Black man trying to keep my dick hard in a cruel and harsh world.',character states
21,44、EXT: STOOP--DAY | 45、INT: MOOKIE'S APARTMENT--DAY | 71、INT: SAL'S FAMOUS PIZZERIA--NIGHT | 68、EXT: SAL'S FAMOUS PIZZERIA--DUSK,What does Mookie state about Sal's intentions toward Jade?,"Mookie states that Sal only wants to hide the salami, implying he believes Sal has inappropriate intentions toward Jade.","Mookie mocks her, saying Sal only wants to hide the salami.",character states
22,33、EXT: STREET--DAY | 58、EXT: STREET--DAY,Why does Buggin' Out initiate a boycott of Sal's Famous Pizzeria?,"Buggin' Out initiates the boycott because the Wall of Fame at Sal's Famous Pizzeria only features photos of Italian people, and he demands that Black faces be added to ensure representation.","Buggin' Out says he's organizing a boycott of Sal's Famous Pizzeria because all the photos on the Wall of Fame inside are of Italian people, and he wants Black faces represented.",causal/relational queries
23,46、INT: JADE'S BEDROOM--DAY | 71、INT: SAL'S FAMOUS PIZZERIA--NIGHT | 68、EXT: SAL'S FAMOUS PIZZERIA--DUSK,What does Mookie state about his pay despite his sister's criticism?,Mookie states that he always gets paid.,Mookie replies that he always gets paid.,character states
24,62、INT: FRUIT-N-VEG DELIGHT--DUSK | 65、EXT: STREET--DUSK | 31、EXT: STREET--DAY,What does Radio Raheem insist the clerk give him after being handed the wrong size of batteries?,Radio Raheem insists the clerk give him twenty D batteries.,"Radio Raheem points behind the counter and insists on D batteries, repeating the letter sharply. He grows frustrated, calling the clerk a dumb motherfucker and telling him to learn English. The clerk, confused, asks how many again. Radio Raheem shouts twenty, angry and insistent.",character states
25,52、INT: SAL'S FAMOUS PIZZERIA--DAY | 59、INT: SAL'S FAMOUS PIZZERIA--DAY | 71、INT: SAL'S FAMOUS PIZZERIA--NIGHT,What does Sal state about his condition when he sits down?,Sal states that he is tired.,"He leans back and says, 'I'm beat.'",character states
26,59、INT: SAL'S FAMOUS PIZZERIA--DAY | 41、INT: SAL'S FAMOUS PIZZERIA--DAY,What does Sal state about the music in his pizzeria?,Sal states that no music is allowed in his place of business.,Sal tells Radio Raheem that no music is allowed in his place of business.,character states
27,76、INT: TINA'S BEDROOM--NIGHT | 69、INT: CONTROL BOOTH--DUSK,What does Señor Love Daddy state about the Cool Out Corner?,"Señor Love Daddy states that the Cool Out Corner is a time to slow down, especially for lovers, and that he will guide listeners musically with the right songs for the moment.","He introduces the Cool Out Corner, telling listeners it's time to slow down, especially for all the lovers out there. He says he’ll be guiding everyone musically, offering the right songs for the moment.",character states
28,44、EXT: STOOP--DAY | 73、INT: TINA'S APARTMENT--NIGHT | 76、INT: TINA'S BEDROOM--NIGHT,"Why does Tina's body react with swollen, red, and erect nipples during Mookie's actions?",Tina's body reacts this way because of the cold touch from the ice cube that Mookie rubs on her breast.,"The cold touch causes both nipples to become swollen, red, and erect.",causal/relational queries
29,77、INT: SAL'S FAMOUS PIZZERIA--NIGHT | 78、INT: STOREROOM--NIGHT,What happens after Officers Ponte and Long leave the pizzeria?,Mookie arrives at the pizzeria and begins complaining to Sal about the difficulty of making fast pizza deliveries.,Mookie walks into the pizzeria just as Officers Ponte and Long head out. He immediately starts complaining that he can't run faster with pizzas without the cheese sliding to one side.,temporal references
30,31、EXT: STREET--DAY,What does Stevie say to acknowledge Radio Raheem after he turns down his boombox?,"Stevie says 'You got it, bro.'","Stevie says, 'You got it, bro.'",character states
31,73、INT: TINA'S APARTMENT--NIGHT | 74、INT: TINA'S BEDROOM--NIGHT,What does Mookie state he is going to do to Tina on the futon?,Mookie states he is going to take off her clothes.,He tells her he’s going to take off her clothes.,character states
32,78、INT: STOREROOM--NIGHT | 77、INT: SAL'S FAMOUS PIZZERIA--NIGHT | 78、INT: STOREROOM--NIGHT,Why does Pino pull Vito away from the front of the pizzeria?,Pino pulls Vito away to warn him about Mookie and to prevent Mookie from influencing or harming their father.,"Pino pulls Vito aside and speaks to him urgently, telling him not to trust Mookie. He insists that Mookie is dangerous and has already fooled their father, and that they both need to stay alert to protect him.",causal/relational queries
33,30、INT: CONTROL BOOTH--DAY | 32、EXT: STREET--DAY,Why did Mister Señor Love Daddy play a record during the broadcast?,"Mister Señor Love Daddy played a record because Mookie dedicated it to Tina, his heart.","Love Daddy acknowledges the dedication, plays the record using the cart machine, and thanks Mookie.",causal/relational queries
34,66、EXT: STREET--DUSK,What does Da Mayor state about Eddie's condition after the incident with the car?,Da Mayor states that Eddie is fine but just scared.,"Da Mayor says the boy is fine, just scared.",character states
35,71、INT: SAL'S FAMOUS PIZZERIA--NIGHT | 59、INT: SAL'S FAMOUS PIZZERIA--DAY | 67、INT: SAL'S FAMOUS PIZZERIA--DUSK,Why does Mookie confront Sal about Jade?,Mookie confronts Sal because he wants Sal to stay away from his sister Jade.,"Mookie enters the room and tells Sal to leave his sister Jade alone, saying he doesn’t care if Sal fires him right away.",causal/relational queries
