id,scene,question,answer,evidence,qa_type
12,54、宿舍外，日，外,"在[54、宿舍外，日，外]中, 谁是唯一认识到刘峰善良的人？",何小萍,萧穗子画外音：也许小萍是我们当中唯一一个认识到刘峰善良的人。,character states
13,12、食堂，日，内,陈灿对干部子弟的臭毛病持什么态度？,看不惯,我就看不惯那干部子弟的臭毛病。,dialogue/beliefs
14,39、排练场，日，内,"在[39、排练场，日，内]中, 朱克为什么无法完成舞蹈动作？",朱克闹肚子，没劲儿，抱不动何小萍,朱克：我闹什么了？我闹肚子，没劲儿，抱不动她，你要是给我换个人，我保证完成所有动作,character states
15,14、宿舍，日，内,"在[14、宿舍，日，内]中, 何小萍当时的情绪状态如何？",慌张,慌手慌脚的赶紧把军装又挂了回去,character states
16,50、院子，日，外,"在[50、院子，日，外]中, 首长的情绪状态如何？",气势汹汹,首长下车气势汹汹下车来到队伍面前。,character states
17,15、街道，日，外,"在[15、街道，日，外]中, 郝淑雯当时的情绪状态如何？",愤怒/不满,郝淑雯把他的胳膊推开：不吃，俩西红柿就想和好？打发谁呢？不要脸，趁火打劫。,character states
18,58、帐篷，日，外,"在[58、帐篷，日，外]中, 何小萍为何无法上场？",她出现高原反应并高烧39度。,我，我头疼，还喘不上气。分队长从何小萍胳膊里拿出温度计：烧三十九度。,character states
19,68、帐篷，夜，外,"在[68、帐篷，夜，外]中, 医疗兵打开车后发现了什么？",横七竖八的躺着尸体,打开车后，发现里面横七竖八的躺着尸体,scene localization
20,26、宿舍走廊，日，外,男兵为什么建议闻军装？,为了确认是否是偷来的,对面宿舍正在擦玻璃的一个男兵附和：还搜什么搜啊，你闻闻那军装有没有臭味儿不就知道是不是她偷得了吗？,causal/relational queries
21,12、食堂，日，内,郝淑雯如何回应陈灿对干部子弟的批评？,革命江山都是我们打下的,革命江山都是我们打下的，溅你点儿水你还……,dialogue/beliefs
22,15、街道，日，外 | 16、宿舍，夜，内 | 27、宿舍，日，内,为什么林丁丁在发现军装被何小萍使用后仍然选择阻止郝淑雯向政委举报她？,因为林丁丁认为何小萍应该得到一次改过的机会，并且表示如果何小萍事先说明情况，她愿意将自己的军装借给她。,林丁丁劝郝淑雯不要上报，说要给何小萍一次改过的机会，并提到如果何小萍早跟她说明，她也愿意把军装借给她。,causal/relational queries
23,28、训练场，日，外 | 34、宿舍走廊，夜，外,在打靶比赛后，郝淑雯对何小萍打错靶的行为表现出怎样的态度？,郝淑雯对何小萍打错靶的行为表示感激，认为这帮助她赢得了比赛，并因此笑着感谢何小萍。,郝淑雯笑着感谢何小萍打错了靶，称她帮了自己大忙，并坚持自己赢了比赛。,character states
24,37、排练场，日，内,萧穗子得知父亲平反后情绪有何变化，这一变化是如何体现的？,萧穗子得知父亲平反后情绪从期待转为激动和感伤，这一变化体现在她听到消息后忍不住哭了出来，并表达了对父亲多年未见的思念，认为父亲一定瘦了、头发也白了。,萧穗子在得知父亲平反后流下眼泪，并说父亲一定瘦了、头发也白了，已经快十年没见了。,character states
25,6、宿舍，日，内 | 27、宿舍，日，内 | 34、宿舍走廊，夜，外,郝淑雯在发现何小萍私藏军装照后，对这件事表现出怎样的态度和立场？,郝淑雯认为何小萍的行为是偷窃和欺骗，属于严重品质问题，坚持要向宁政委报告，主张革命队伍不能容忍这种行为。,郝淑雯说何小萍没有军装却拍军装照是偷，是欺骗，必须向宁政委报告，革命队伍里不能容忍这种事。,character states
26,3、练习室，日，内 | 27、宿舍，日，内,在被郝淑雯嘲笑后，何小萍表现出怎样的心理状态？,何小萍表现出尴尬、受伤但试图强撑坚强的心理状态。,何小萍在被嘲笑后低头说没事并立即尝试继续做动作，表现出压抑情绪和努力维持尊严,character states
27,36、画面组合 | 50、院子，日，外,在刘峰被带走时，何小萍表现出怎样的心理状态？,何小萍表现出关切和不舍的心理状态。,队伍解散后，其他人离开，只有何小萍仍站在原地，望着刘峰被带走的方向，久久未动。,character states
28,26、宿舍走廊，日，外 | 34、宿舍走廊，夜，外,在被分队长单独叫住并警告之后，小芭表现出怎样的心理状态？,小芭表现出顺从和畏惧的心理状态。,小芭被警告后低头应了一声‘是’，显示出她对分队长权威的服从和害怕。,character states
29,34、宿舍走廊，夜，外,在被分队长单独留下警告时，小芭表现出怎样的态度？,小芭表现出服从的态度，她低头应了一声‘是’，表示接受警告。,分队长警告小芭不准再欺负人，小芭答应后低头应了一声‘是’。,character states
30,49、女兵宿舍，夜，内 | 34、宿舍走廊，夜，外,在众人指责何小萍藏胸罩并发生冲突时，小芭表现出怎样的态度和行为？,小芭认定何小萍藏了胸罩，强行撕扯她的衣服试图搜证，表现出攻击性和固执，直到被分队长制止后才停止。,小芭认定何小萍藏了胸罩，上前撕扯她的衣服要搜证据，何小萍挣扎着躲避，分队长出现后喝止了冲突。,character states
31,37、排练场，日，内 | 3、练习室，日，内 | 37、排练场，日，内,萧穗子在得知父亲平反后表现出怎样的情绪状态？,萧穗子在得知父亲平反后感到激动并流下了眼泪。,萧穗子得知父亲平反后忍不住哭了出来，并在打开装满食物的箱子后将糖果分给他人，表现出激动的情绪。,character states
32,3、练习室，日，内 | 34、宿舍走廊，夜，外,在郝淑雯嘲笑何小萍导致其摔倒后，刘峰和萧穗子分别表现出怎样的态度或行为？,刘峰立即上前蹲下扶起何小萍并关切地询问她是否受伤，表现出关心和保护的态度；萧穗子则快步走向郝淑雯，抬手打断她的嘲笑，表现出对郝淑雯行为的不满和对何小萍的支持。,刘峰跑过去蹲下扶何小萍并轻声问伤情，萧穗子拍郝淑雯打断其笑声。,character states
33,43、院子，日，外 | 6、宿舍，日，内 | 7、浴室，日，内,在得知何小萍过去很少洗澡的原因后，萧穗子表现出怎样的心理状态？,萧穗子感到意外并陷入沉默，随后选择不再多言，只是提醒何小萍尽快结束洗澡，便离开去食堂帮厨。,萧穗子听到何小萍说因家里经济原因只能用盆擦洗，便没有再继续追问或评论，只催促她快点，然后离开。,character states
34,5、宿舍走廊，日，外 | 6、宿舍，日，内 | 34、宿舍走廊，夜，外,在何小萍因被嘲笑而逃离后，郝淑雯对萧穗子安慰何小萍的行为表现出怎样的态度？,郝淑雯对萧穗子安慰何小萍的行为表示不满，认为她在装好人，并立即回嘴反驳她。,萧穗子批评小芭过分，郝淑雯立刻回嘴让她别装好人。,character states
35,6、宿舍，日，内 | 34、宿舍走廊，夜，外,在郝淑雯纠正何小萍敬礼动作时，她对何小萍的行为表现出怎样的态度？,郝淑雯对何小萍的行为表现出轻蔑和不满的态度。,郝淑雯皱眉并冷声指责何小萍没穿军装不能敬礼，还模仿其动作讥讽她像耍猴。,character states
36,27、宿舍，日，内 | 34、宿舍走廊，夜，外,在众人翻查何小萍私人物品时，萧穗子处于什么情绪状态？,萧穗子感到难过和同情，她默默地看着何小萍被众人指责和孤立。,萧穗子站在门口看着这一切，之后又看着何小萍慢慢收拾衣服，表现出沉默的观察和情感投入。,character states
