id,scene,question,answer,evidence,qa_type
11,31、INT. MARTIN'S CAR,Why do Debby's words falter?,She sees Martin's silhouette in the car.,"Debi's P.O.V. of Martin's Town Car outside, Martin silhouetted in shadow. Debi... Her words falter almost imperceptibly.",causal/relational queries
12,44、EXT. STREET -,"In [44、EXT. STREET -], What is Martin's emotional state after stopping?",Determined,"His face softens, then becomes determined",character states
13,40、INT. RADIO STATION - DAY,What does Martin reveal about his profession?,He's a professional killer.,MARTIN I'm a professional killer.,dialogue/beliefs
14,37、EXT. GRAVEYARD ROAD - DAY,What does Martin claim about his own actions?,He murders for cash.,I murder for cash,dialogue/beliefs
15,53、EXT. ROAD - DAY,What does Martin accuse Paul of doing?,Putting hard-earned dollars into the hands of the class bully.,How could you put your hard-earned dollars into the hands of the class bully?,dialogue/beliefs
16,35、EXT. SUBURBAN STREET - DAY,Why does Martin decide to change the subject during his conversation with Mary?,Because Mary mentioned speaking to his father.,Mary spoke to your father the other day. Martin decides to change the subject.,causal/relational queries
17,37、EXT. GRAVEYARD ROAD - DAY,What does Martin say about his mother?,She's a psycho-pharmacological punching bag.,Mom's a psycho-pharmacological punching bag,dialogue/beliefs
18,50、EXT. FRANK LLOYD WRIGHT HOUSE - DAY,"In [50、EXT. FRANK LLOYD WRIGHT HOUSE - DAY], What is Martin's emotional state during his conversation with the guard?",Heartfelt and longing,Martin's dialogue about wanting a beautiful place and a wife like the couple,character states
19,58、EXT. RADIO STATION - NIGHT,What is a Shockabuku?,A swift spiritual kick to the head that alters your reality forever.,DEBI: It's a swift spiritual kick to the head that alters your reality forever.,terminology/abbreviation/concept
20,46、INT. COUNTRY SQUIRE -,When did the radio station start broadcasting news of the massacre?,Two minutes before it happened,two minutes before it happened,temporal references
21,21、INT. CHURCH -,What happens to the chalice when the Priest collapses?,It bounces free from the Priest's hand and hits the ground.,C.U. OF ALTAR CARPET The chalice bounces free from the Priest's hand as it hits the ground.,detailed description
22,10、INT. MARTIN'S AND GROCERS CARS - DAY,What does Martin notice about the other vehicle and its driver?,"Another Town Car appears in the next lane with the Doorman behind the wheel, phone in hand.","Martin notices another Town Car appears in the next lane. We recognize the Doorman behind the wheel, phone in hand. He is GROCER.",detailed description
23,45、INT. DEEJAY BOOTH -,"In [45、INT. DEEJAY BOOTH -], What is Debi's emotional state when she mentions Martin?",She is spooked.,I'm a little spooked.,character states
24,55、INT. 7-11 - NIGHT,What does Martin say when Carl asks if he can help?,What's done is done.,CARL Can I help you? MARTIN What's done is done.,dialogue/beliefs
25,16、INT. HUSKY MAN'S APARTMENT - SECONDS LATER,"In [16、INT. HUSKY MAN'S APARTMENT - SECONDS LATER], What is Martin's behavioral state as described in the passage?",Martin is moving silently in a crouch.,Martin moves silently down the hall in a crouch.,character states
26,"5、INT. HIRED CAR, NEW YORK - DAY","In [5、INT. HIRED CAR, NEW YORK - DAY], What behavioral trait does the driver describe about himself?",He can handle solitude and thinks on his feet.,"DRIVER: 'I can handle it. See, I can think on my feet.'",character states
27,10、INT. MARTIN'S AND GROCERS CARS - DAY,What action does Martin take after his conversation with Grocer?,Hangs up the phone and pulls away from the other car.,Martin hangs up and pulls away.,detailed description
28,54、EXT. RADIO STATION - NIGHT,What does Paul say to Martin as he leaves?,See you at the left-a-boy-came-back-a-man-made-good party.,"PAUL
See you at the left-a-boy-came-back-a-man-made-good party.",dialogue/beliefs
29,"37、EXT. GRAVEYARD ROAD - DAY | 29、EXT. EXIT RAMP, DETROIT AIRPORT - MORNING | 47、INT. DEEJAY BOOTH",What does Martin state about the reason for his meeting with Debi?,Martin states that the meeting with Debi was his therapist’s idea.,He reveals the meeting was his therapist’s idea.,character states
30,33、EXT. 7-11 PAYPHONE - MORNING | 32、INT. MARTIN'S CAR - MORNING,What does Martin state about his house when he calls Dr. Oatman?,Martin states that his house is gone and that there is now a 7-11 in its place.,"Martin says into the phone, 'My house. It's not here. My house is gone and now there's a 7-11 here.'",character states
31,36、EXT. NURSING HOME - DAY,What does Mary tell Martin about time and change?,"Mary tells Martin that no matter how impossible things may feel, time can bring change and even miracles, and that some people who have no chance at all can suddenly find themselves with a life.","Seated in the wheelchair, Mary looks at Martin and tells him that no matter how impossible things may feel, time can bring change and even miracles. She says some people have no chance at all, yet suddenly find themselves with a life.",character states
32,"7、INT. HOTEL ROOM, NEW YORK CITY - DAY | 9、EXT. STREET - SAME - INTERCUT",When does Martin leave the hotel room?,Martin leaves the hotel room after witnessing the Doorman kill the boss and react to the presence of a second shooter.,"After witnessing the Doorman kicking aside bodies and shooting their boss, Martin reacts with surprise at the sight of the second shooter, pulls back from the window, puts the scope away, and quickly leaves the room.",temporal references
33,14、INT. LIVING ROOM - LATER,What does Martin state after the sleeping man's eyes snap open?,Martin whispers 'Fuck!',Martin jerks the fiber-optic cable back up through the hole. 'Fuck!' he whispers.,character states
34,36、EXT. NURSING HOME - DAY,What does Mary state about Debi when speaking to Martin?,Mary states that Debi is a keeper.,"Mary tells him to take care of Debi, calling her a keeper.",character states
35,19、INT. BLANK HOLDING COMPANY | 20、INT. DR. OATMAN'S OFFICE - DAY,What does Martin say about his connection to the people from his high school?,"Martin says he does not know what he has in common with the people from his high school, or with anyone at all.","Martin says it’s in Michigan and wonders what he has in common with those people, or with anyone.",character states
36,"8、INT. HOTEL ROOM - SAME | 9、EXT. STREET - SAME - INTERCUT | 29、EXT. EXIT RAMP, DETROIT AIRPORT - MORNING | 47、INT. DEEJAY BOOTH",What does Martin state about why he arranged the meeting with Debi?,Martin states that the meeting was his therapist’s idea.,He reveals the meeting was his therapist’s idea.,character states
37,47、INT. DEEJAY BOOTH,What does Martin state about the reason for reconnecting with Debi?,Martin states that reconnecting with Debi was his therapist's idea as part of working through his past.,"Martin tells Debi that seeing her again was his therapist's idea, part of an effort to reconnect with people and places from his past.",character states
38,36、EXT. NURSING HOME - DAY,"What does Mary state about the possibility of change, even in difficult circumstances?","Mary states that time can bring change and even miracles, no matter how impossible things may feel.","Mary looks at Martin and tells him that no matter how impossible things may feel, time can bring change and even miracles.",character states
39,40、INT. RADIO STATION - DAY | 47、INT. DEEJAY BOOTH,What does Debi state about the caller's message regarding love and freedom?,"Debi states that the caller from Grosse Pointe, Michigan said if you love something, set it free, and if it comes back, it's broken.","Debi turns to the console and announces a call from Grosse Pointe, Michigan. She repeats the caller's words: 'If you love something, set it free. If it comes back to you, it's, well... broken.'",character states
40,45、INT. DEEJAY BOOTH - | 47、INT. DEEJAY BOOTH,What does Debi convey to Martin about the caller's message regarding his return?,Debi conveys that the caller's message implies Martin is broken because he came back after being set free.,"Debi repeats the caller's words: 'If you love something, set it free. If it comes back to you, it's, well... broken,' and then looks at Martin with an apologetic shrug.",character states
41,9、EXT. STREET - SAME - INTERCUT,What does the Doorman state about his actions after the shooting?,The Doorman does not state anything about his actions after the shooting.,The passage describes the Doorman's actions but does not include any statements or dialogue from him regarding what he does after the shooting.,character states
42,49、INT. PAUL'S BMW - DAY | 50、EXT. FRANK LLOYD WRIGHT HOUSE - DAY,Why does Paul become uncomfortable during the house tour?,"Paul becomes uncomfortable during the house tour because Martin disrupts the pitch by making unsettling comments to the potential buyers, expressing hope to have a home and wife like theirs, which confuses the couple and undermines Paul's attempt to sell the house.","Martin turns toward the couple and says, voice soft but clear, that he hopes to one day have a home like this—and a wife like the woman standing before him. He adds that they’ll be safe here. The couple looks confused. Paul stops smiling, avoids eye contact, and glances at his shoes, shifting his weight uncomfortably as the moment unravels.",causal/relational queries
43,11、INT. AIRLINER - DAY | 3、EXT. COUNTRY CLUB - DAY | 37、EXT. GRAVEYARD ROAD - DAY,What does Martin say about his mother during his visit to the cemetery?,Martin states that his mother is a psycho-pharmacological punching bag.,"Martin says, 'Mom's a psycho-pharmacological punching bag' while speaking at his father's grave.",character states
