id,scene,question,answer,evidence,qa_type
11,28、INT. STAR DESTROYER HOLDING CELL - DAY,"In [28、INT. STAR DESTROYER HOLDING CELL - DAY], What physical reaction does Poe exhibit when Kylo Ren reaches for his face?",Poe flinches in the chair and begins to scream.,Poe flinches in the chair as Kylo Ren reaches for his face... Poe can't take it -- he BEGINS TO SCREAM,detailed description
12,27、EXT. STAR DESTROYER - DAY,What are the TIE fighters doing?,Heading to the massive ship high above Jakku.,Three TIE fighters head to the massive ship high above Jakku.,detailed description
13,37、INT. HANGAR SIX CONTROL ROOM - DAY,What does the Star Destroyer Technician report?,An unsanctioned departure from bay two.,We have an unsanctioned departure from bay two.,dialogue/beliefs
14,47、EXT. STAR DESTROYER - DAY,What caused the debris that the TIE Fighter slices through?,The explosion of a series of cannons,A SERIES OF CANNONS EXPLODE! Our TIE Fighter SLICES THROUGH the debris!,causal/relational queries
15,24、EXT. NIIMA OUTPOST - DAY,What is Rey's speeder doing in the scene?,"Racing across the frame, appearing almost insignificant.","Rey's SPEEDER races, almost insignificant, across frame.",detailed description
16,21、EXT. NIIMA OUTPOST - DAY,"In [21、EXT. NIIMA OUTPOST - DAY], What does Rey haul from her speeder?",The sack containing her found objects,Rey hauls the sack from her speeder toward the town,objects/props
17,54、EXT. JAKKU DESERT - DAY,"In [54、EXT. JAKKU DESERT - DAY], What is the Sinking Fields?",The location where the TIE fighter sinks into the sand.,We're in the Sinking Fields.,terminology/abbreviation/concept
18,1、INT. TROOP TRANSPORT VEHICLE - NIGHT,When does the sudden quiet occur?,After the brutal noise,"The BRUTAL NOISE is replaced by SUDDEN, SHOCKING QUIET",temporal references
19,20、EXT. DESERT - SPACESHIP GRAVEYARD - DAY,"In [20、EXT. DESERT - SPACESHIP GRAVEYARD - DAY], What is located in the graveyard on the desert floor?",Crashed spaceships,GRAVEYARD OF CRASHED SPACESHIPS,objects/props
20,54、EXT. JAKKU DESERT - DAY,What does 'quicksand' refer to in the passage?,The substance causing the TIE fighter to sink.,the ship BEGINS TO SINK -- like it's being CONSUMED INTO QUICKSAND.,terminology/abbreviation/concept
21,59、EXT. NIIMA OUTPOST - DAY,Why does Finn stop helping Rey when she starts fighting back?,"Because she fights back scrappily and feral, taking him aback","He stops when Rey begins to FIGHT BACK -- scrappy and feral, she KICKS, BITES and HITS. Finn is taken aback as she DEFEATS the attackers",causal/relational queries
22,53、INT. STAR DESTROYER MAIN BRIDGE - DAY,"In [53、INT. STAR DESTROYER MAIN BRIDGE - DAY], Where was FN-2187 sent after evaluation?",Reconditioning,"FN-2187 reported to my division, was evaluated and sent to Reconditioning.",scene localization
23,17、INT. JUNKED VESSEL - LARGER SPACE - LATER,How does the Scavenger descend into the wreck?,Climbing down a two-hundred foot-long cable,"the Scavenger descends, climbing down a two-hundred foot-long cable",detailed description
24,34、INT. STAR DESTROYER NARROW PASSAGEWAY - DAY,"In [34、INT. STAR DESTROYER NARROW PASSAGEWAY - DAY], What does Poe say when asked if he can fly a TIE fighter?",I can fly anything.,I can fly anything.,dialogue/beliefs
25,34、INT. STAR DESTROYER NARROW PASSAGEWAY - DAY,What does FN-2187 say about his reason for helping Poe?,Because it's the right thing to do.,Because it's the right thing to do.,dialogue/beliefs
26,62、EXT. NIIMA OUTPOST - TENT - DAY,"In [62、EXT. NIIMA OUTPOST - TENT - DAY], What is Finn's physical condition when Rey finds him?",unconscious,"Finn lies nearby, unconscious.",character states
27,18、INT. JUNKED VESSEL - ENGINES - DAY,"In [18、INT. JUNKED VESSEL - ENGINES - DAY], What is the Scavenger's current action?","Carrying a satchel and another large, found piece over pipes toward sunlight.","The Scavenger carries the satchel and another large, found piece, over enormous pipes in the vast space, heads through the dust toward a distant SLIT OF SUNLIGHT.",character states
28,47、EXT. STAR DESTROYER - DAY,Why does the TIE Fighter slice through the debris?,"Because the cannons exploded, creating debris",A SERIES OF CANNONS EXPLODE! Our TIE Fighter SLICES THROUGH the debris!,causal/relational queries
29,34、INT. STAR DESTROYER NARROW PASSAGEWAY - DAY | 44、INT. TIE FIGHTER - DAY,Why does Poe agree to help FN-2187 with the escape plan?,Poe agrees to help because he realizes FN-2187 needs a pilot and believes the rescue offer is genuine.,Poe realizes FN-2187 needs a pilot. He smiles and agrees to go through with the plan. Poe realizes the offer is genuine and smiles. He agrees to go through with the escape.,causal/relational queries
30,26、EXT. REY'S DWELLING - DUSK | 30、EXT. NIIMA OUTPOST - DAY,What does Rey say about her family while waiting with BB-8?,Rey says she is waiting for her family because they will return one day.,Rey looks toward the horizon and says she’s waiting for her family—they’ll return one day.,character states
31,19、EXT. JUNKED VESSEL ENGINE - DAY | 22、EXT. NIIMA OUTPOST - CLEANING TABLE - DAY | 23、INT. NIIMA TRADING STRUCTURE - DAY,What does Rey state about the value of her salvaged items when trading with Unkar Plutt?,Rey does not state anything about the value of her salvaged items.,"Without protest, Rey accepts the offer. Unkar pushes a sealed packet through the transfer drawer... She takes the packet, says nothing, and walks away.",character states
32,26、EXT. REY'S DWELLING - DUSK | 30、EXT. NIIMA OUTPOST - DAY,What does Rey state about the person she is waiting for?,"Rey states that she is waiting for her family, who will return one day.",Rey says she’s waiting for her family—they’ll return one day.,character states
33,10、EXT. JAKKU VILLAGE - NIGHT | 32、INT. STAR DESTROYER HOLDING CELL - DAY | 33、INT. STAR DESTROYER CORRIDOR - DAY | 34、INT. STAR DESTROYER NARROW PASSAGEWAY - DAY,What does FN-2187 state about his reason for helping Poe escape?,FN-2187 states that helping Poe escape is the right thing to do.,FN-2187 says it is the right thing to do.,character states
34,26、EXT. REY'S DWELLING - DUSK | 30、EXT. NIIMA OUTPOST - DAY,What does Rey state she is waiting for at the horizon?,Rey states she is waiting for her family to return.,Rey looks toward the horizon and says she’s waiting for her family—they’ll return one day.,character states
35,10、EXT. JAKKU VILLAGE - NIGHT | 28、INT. STAR DESTROYER HOLDING CELL - DAY | 49、INT. STAR DESTROYER MAIN BRIDGE - DAY,What does Kylo Ren state about the rogue Stormtrooper from the village?,"Kylo Ren states that the rogue Stormtrooper is the one from the village, identified as FN-.","Kylo Ren interrupts General Hux by saying, 'The one from the village. FN-.'",character states
36,33、INT. STAR DESTROYER CORRIDOR - DAY | 34、INT. STAR DESTROYER NARROW PASSAGEWAY - DAY | 7、EXT. RISE ADJACENT TO VILLAGE - NIGHT,Why does Poe decide to cooperate with FN-2187's escape plan?,Poe decides to cooperate because he realizes FN-2187 genuinely needs a pilot and believes the rescue offer is sincere.,Poe realizes FN-2187 needs a pilot. He smiles and agrees to go through with the plan.,causal/relational queries
37,10、EXT. JAKKU VILLAGE - NIGHT | 14、INT. STAR DESTROYER HANGAR - NIGHT,Why was Poe Dameron captured by Kylo Ren and the stormtroopers?,Poe Dameron was captured because Kylo Ren wanted the map to Skywalker and believed Poe had it.,"Kylo Ren demanded the map to Skywalker and ordered Poe to be searched; when nothing was found, he still had Poe taken aboard, indicating the intent to obtain the map through capture.",causal/relational queries
38,32、INT. STAR DESTROYER HOLDING CELL - DAY | 35、INT. STAR DESTROYER HANGAR - DAY | 48、INT. TIE FIGHTER - DAY,Why did Poe give FN-2187 the name Finn?,Poe gave FN-2187 the name Finn because he refused to use the number as a form of identification and wanted to offer him a personal identity.,"Poe responded by refusing to use the number, instead offering him a new name: Finn.",causal/relational queries
39,3、INT. LARGE HUT - NIGHT | 9、EXT. RISE ADJACENT TO THE VILLAGE - NIGHT,What does Lor San Tekka state about the galaxy and the Jedi?,"Lor San Tekka states that the galaxy has fallen into despair and that without the Jedi, there can be no balance in the Force.","Lor San Tekka says the galaxy has fallen into despair and that without the Jedi, there can be no balance in the Force.",character states
40,16、INT. JUNKED VESSEL CORRIDOR - DAY | 17、INT. JUNKED VESSEL - LARGER SPACE - LATER | 16、INT. JUNKED VESSEL CORRIDOR - DAY,When does the Scavenger retrieve the valuable component in relation to beginning the descent on the cable?,The Scavenger retrieves the valuable component before beginning the descent on the cable.,"The Scavenger pries open a metal panel and finds the valuable component, which is dropped into a satchel; only after this does the Scavenger grab a cable and begin the descent.",temporal references
41,2、EXT. JAKKU VILLAGE - NIGHT | 5、EXT. JAKKU VILLAGE - NIGHT | 7、EXT. RISE ADJACENT TO VILLAGE - NIGHT | 9、EXT. RISE ADJACENT TO THE VILLAGE - NIGHT,What happens after Poe and BB-8 move through the village as the villagers prepare to defend?,"Poe and BB-8 rush to an X-Wing fighter hidden behind a rock outcropping, where BB-8 rolls into the droid socket and Poe climbs into the cockpit as the ship powers up.","Poe sprints toward an X-Wing fighter hidden behind a rock outcropping. He signals BB-8, who rolls quickly into the droid socket. Poe climbs into the cockpit as the controls light up around him. The canopy seals shut. Outside, landing lights flicker on and the engines begin to whine.",temporal references
42,35、INT. STAR DESTROYER HANGAR - DAY | 36、INT. TIE FIGHTER - DAY | 48、INT. TIE FIGHTER - DAY,Why did FN-2187 receive the name Finn?,FN-2187 received the name Finn because Poe refused to use his numerical designation and instead offered him the new name after they successfully completed an action together.,"Poe responded by refusing to use the number, instead offering him a new name: Finn.",causal/relational queries
43,10、EXT. JAKKU VILLAGE - NIGHT | 28、INT. STAR DESTROYER HOLDING CELL - DAY | 49、INT. STAR DESTROYER MAIN BRIDGE - DAY,What does Kylo Ren state about the identity of the rogue Stormtrooper?,"Kylo Ren states that the rogue Stormtrooper is the one from the village, FN-.","Kylo Ren interrupts Hux by saying, 'The one from the village. FN-.'",character states
