id,scene,question,answer,evidence,qa_type
20,35、INT. THE STERILE ROOM - DAY,"In [35、INT. THE STERILE ROOM - DAY], What is the condition of Beverly's arm?",It is limp and greyish.,"His limp, greyish arm is guided into a starched white shirt-sleeve.",character states
21,1、INT. BEVERLY'S DIMLY LIT STUDY - TWILIGHT,How does Beverly handle the whiskey during the conversation?,"Nurses a glass of whiskey, with staggered delivery due to careful selection of words","Nurses a glass of whiskey, his staggered delivery due more to his careful selection of words than drunkenness.",detailed description
22,8、INT. THE WESTON HOUSE - DAY,"In [8、INT. THE WESTON HOUSE - DAY], Where does Ivy enter after the dark house?",the open door of her father's study,Steps into the open door of her father's study.,scene localization
23,"6、INT/EXT. WESTON HOUSE (PAWHUSKA, OKLAHOMA) - DAY","In [6、INT/EXT. WESTON HOUSE (PAWHUSKA, OKLAHOMA) - DAY], How would you describe Ivy Weston's personality?","Shy, soft-spoken, and expert at hiding her attractiveness.","shy and soft-spoken, attractive enough but expert at hiding it",character states
24,9、INT/EXT. CHARLIE'S CADILLAC/WESTON HOUSE - DAY,What does Charlie believe about burning a man's books?,You don't burn a man's books.,CHARLIE You don't burn a man's books.,dialogue/beliefs
25,18、INT. THE ATTIC BEDROOM - TWILIGHT,"In [18、INT. THE ATTIC BEDROOM - TWILIGHT], Where is Johnna when Jean knocks on the door?",In the small ascetic attic room,Finds Johnna on her bed in the small ascetic attic room,scene localization
26,13、INT. WESTON HOUSE - AFTERNOON | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 28、EXT. WESTON HOUSE DRIVEWAY - JUST BEFORE DAWN,What does Violet state about Beverly's desk and paperwork?,"Violet states that the desk is a mess and she gets confused, so she asks Barbara or Bill to go through Beverly's things and help with his paperwork.","Violet asks Barbara or Bill to go through Beverly's things and help with his paperwork, saying the desk is a mess and she gets confused.",character states
27,25、EXT. WESTON HOUSE - NIGHT,When does Johnna step outside to meet the sheriff?,Johnna steps outside after seeing the police car approaching from the balcony and before the sheriff arrives at the house.,"Johnna steps out onto the second-floor porch balcony and sees the police car approaching; then she descends the stairs and steps outside onto the porch to watch the car come closer, and only after that does the sheriff step out of the car when it arrives.",temporal references
28,40、INT. WESTON HOUSE STAIRWAY/UPSTAIRS HALL - AFTERNOON | 42、INT. THE KITCHEN - AFTERNOON,What does Karen state about her focus in life now?,Karen states that her focus is entirely on the present moment and that she no longer thinks about the past or tries to plan the future.,"Karen talks about how her life has changed, saying she no longer thinks about the past or tries to plan the future. She explains that her focus is entirely on the present moment.",character states
29,43、EXT. PAWHUSKA LIQUOR STORE PARKING LOT - AFTERNOON | 45、EXT. WESTON HOUSE - AFTERNOON,What does Steve state about his experience working in cattle processing when he was fourteen?,"Steve states that working in cattle processing at that age involved slaughterhouse sanitation and, while unpleasant, it put food on the table.","Steve recalls working in cattle processing at that age, explaining it involved slaughterhouse sanitation. He agrees with Jean that it sounds disgusting, but adds it put food on the table.",character states
30,11、INT. VIOLET'S BEDROOM - DAY | 21、EXT. WESTON HOUSE FRONT PORCH - NIGHT | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 28、EXT. WESTON HOUSE DRIVEWAY - JUST BEFORE DAWN,What does Violet state about the boat after speaking with the sheriff?,Violet states that the boat is gone and that neither Beverly nor his boat is at the dock.,"Violet tells them the boat is gone—she had the sheriff send a deputy to the dock, and neither Beverly nor his boat is there.",character states
31,5、INT. BARBARA'S BEDROOM - DAY | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 28、EXT. WESTON HOUSE DRIVEWAY - JUST BEFORE DAWN,What does Barbara state about her husband when Jean asks if she heard the phone?,"Barbara states that if it’s her husband, he can go fuck himself.","Barbara, lying down, murmurs that if it’s her husband, he can go fuck himself.",character states
32,32、INT. RENTAL CAR (MOVING) - EARLY MORNING | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 28、EXT. WESTON HOUSE DRIVEWAY - JUST BEFORE DAWN,What does Barbara state to Jean about surviving her?,"Barbara states that Jean must die after her and outlive her, no matter what else happens in her life.","Barbara says, 'Listen to me: die after me, all right? I don't care what else you do, where you go, how you screw up your life, just... survive. Outlive me, please.'",character states
33,13、INT. WESTON HOUSE - AFTERNOON | 12、INT/EXT. RENTAL CAR/WESTON HOUSE - AFTERNOON | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 32、INT. RENTAL CAR (MOVING) - EARLY MORNING,What does Charlie state about Jean's appearance compared to the last time he saw her?,Charlie states that Jean looked like a little boy the last time he saw her and now she has grown so big.,"Charlie looks at Jean and remarks on how much she has changed, saying she looked like a little boy the last time he saw her and now she’s grown so big.",character states
34,4、INT. VIOLET'S BEDROOM/UPSTAIRS HALLWAY - TWILIGHT | 5、INT. BARBARA'S BEDROOM - DAY | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER,What does Jean observe about her mother during the phone call with Aunt Ivy?,"Jean observes that her mother's composure falters as she listens to the call, eventually sitting hunched by the window in silence and stillness.","Jean passes in the hall, stops, and watches as her mother’s composure falters. Barbara reaches for the windowsill and lowers herself to sit. As she listens, her body sags. She reaches for the windowsill, lowers herself to the floor, and sits. Jean stops moving. She watches her mother sit hunched by the window, silent and still.",character states
35,23、EXT. SKIATOOK LAKE - NIGHT,When does the object strike the water in relation to the rowboat's movement?,The object strikes the water after the rowboat has stopped moving and is bobbing gently on the still water.,"The boat slows, then stops, left to bob gently on the dark water as ripples spread outward in the stillness. The rowboat bobs gently on the still water, motionless. Without warning, an object slams into the lake's surface, breaking the silence and sending ripples outward.",temporal references
36,15、INT. THE BACK PORCH - LATE AFTERNOON | 13、INT. WESTON HOUSE - AFTERNOON | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 28、EXT. WESTON HOUSE DRIVEWAY - JUST BEFORE DAWN,What does Violet state about Beverly's desk and paperwork?,"Violet states that the desk is a mess and she gets confused, so she asks Barbara or Bill to help with Beverly's paperwork.","After the greetings, Violet asks Barbara or Bill to go through Beverly's things and help with his paperwork, saying the desk is a mess and she gets confused.",character states
37,29、INT. WESTON GIRL'S BEDROOM - PRE-DAWN | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER | 28、EXT. WESTON HOUSE DRIVEWAY - JUST BEFORE DAWN,What does the sheriff state about the cause of the man's death?,"The sheriff states that the man likely died by suicide, though there is no way to tell for sure.","The Sheriff says there’s no way to tell for sure if it was an accident or suicide, but when Bill presses for his guess, the Sheriff pauses and says suicide.",character states
38,36、INT. BEVERLY'S CAR (MOVING) - DAY | 12、INT/EXT. RENTAL CAR/WESTON HOUSE - AFTERNOON | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER,What does Barbara do after speaking with the sheriff?,Barbara sinks to her knees and is held up by Bill.,"Barbara suddenly sinks to her knees, overcome, and Bill wraps his arms around her, holding her up.",character states
39,13、INT. WESTON HOUSE - AFTERNOON | 15、INT. THE BACK PORCH - LATE AFTERNOON | 4、INT. VIOLET'S BEDROOM/UPSTAIRS HALLWAY - TWILIGHT,What does Barbara state about the term used to describe Johnna's heritage?,"Barbara states that the correct term is 'Native American,' not 'Indian.'","Barbara interrupts, telling her it's not 'Indian'—it's Native American.",character states
40,32、INT. RENTAL CAR (MOVING) - EARLY MORNING | 26、INT. UPSTAIRS HALLWAY - MOMENTS LATER,What does Barbara insist Jean do in relation to her own death?,Barbara insists that Jean outlive her.,"Barbara says, 'die after me, all right?' and 'Outlive me, please.'",character states
